motor_time_fraction,motor_angle_deg,linear_small,linear_large,candidate_small,candidate_large,linear_dsmall_dt,linear_dlarge_dt,candidate_dsmall_dt,candidate_dlarge_dt,reference_spline_small,reference_spline_large,reference_spline_dsmall_dt,reference_spline_dlarge_dt
2.871527777777778123e-01,1.033750000000000142e+02,6.286800902209009889e-01,4.767508811822865900e-01,6.960041461479168357e-01,4.512235699000918254e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.095861404801842465e+00,-1.735868929130484961e+00,6.471603161289034567e-01,5.376513497032502364e-01,1.748391154698043959e+00,-1.733301029594324083e+00
2.875000000000000333e-01,1.035000000000000142e+02,6.293030510684844980e-01,4.761181736625553773e-01,6.967330224797176896e-01,4.506200455124667603e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.102446236825087134e+00,-1.740426211630363040e+00,6.477676788456785406e-01,5.370491956214268336e-01,1.750020770561738548e+00,-1.735111293694137524e+00
2.878472222222222543e-01,1.036250000000000142e+02,6.299260119160681182e-01,4.754854661428241647e-01,6.974641643474158714e-01,4.500149442892086293e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.108910891569562462e+00,-1.744951502377231733e+00,6.483756101894581070e-01,5.364464079631962035e-01,1.751666446244991127e+00,-1.736950429698260523e+00
2.881944444444444753e-01,1.037500000000000142e+02,6.305489727636517383e-01,4.748527586230929520e-01,6.981975300227892811e-01,4.494082773385651985e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.115255369035262234e+00,-1.749444801371089930e+00,6.489841157365682234e-01,5.358429767035917113e-01,1.753328181747800807e+00,-1.738818437606691081e+00
2.885416666666666963e-01,1.038750000000000142e+02,6.311719336112352474e-01,4.742200511033617394e-01,6.989330777776162629e-01,4.488000557687835679e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.121479669222191777e+00,-1.753906108611941184e+00,6.495932010633358455e-01,5.352388918176469446e-01,1.755005977070169809e+00,-1.740715317419429642e+00
2.888888888888889173e-01,1.040000000000000142e+02,6.317948944588188676e-01,4.735873435836305267e-01,6.996707658836751609e-01,4.481902906881117254e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.127583792130348428e+00,-1.758335424099781719e+00,6.502028717460869300e-01,5.346341432803948246e-01,1.756699832212097023e+00,-1.742641069136475318e+00
2.892361111111111382e-01,1.041250000000000142e+02,6.324178553064024877e-01,4.729546360638993141e-01,7.004105526127443193e-01,4.475789932047968267e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.133567737759732630e+00,-1.762732747834614866e+00,6.508131333611476554e-01,5.340287210668690498e-01,1.758409747173582227e+00,-1.744595692757826999e+00
2.895833333333333592e-01,1.042500000000000142e+02,6.330408161539861078e-01,4.723219285441681015e-01,7.011523962366010831e-01,4.469661744270866932e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.139431506110340830e+00,-1.767098079816439293e+00,6.514239914848442004e-01,5.334226151521020975e-01,1.760135721954625865e+00,-1.746579188283488460e+00
2.899305555555555802e-01,1.043750000000000142e+02,6.336637770015697280e-01,4.716892210244368888e-01,7.018962550270243517e-01,4.463518454632288690e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.145175097182177471e+00,-1.771431420045255001e+00,6.520354516935027434e-01,5.328158155111275551e-01,1.761877756555227492e+00,-1.748591555713457035e+00
2.902777777777778012e-01,1.045000000000000142e+02,6.342867378491533481e-01,4.710565135047056762e-01,7.026420872557924691e-01,4.457360174214712312e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.150798510975242994e+00,-1.775732768521060212e+00,6.526475195634497961e-01,5.322083121189786770e-01,1.763635850975387109e+00,-1.750632795047733614e+00
2.906250000000000222e-01,1.046250000000000142e+02,6.349096986967368572e-01,4.704238059849744635e-01,7.033898511946834464e-01,4.451187014100607686e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.156301747489536069e+00,-1.780002125243857813e+00,6.532602006710107601e-01,5.316000949506887174e-01,1.765410005215104050e+00,-1.752702906286317530e+00
2.909722222222222432e-01,1.047500000000000142e+02,6.355326595443204774e-01,4.697910984652432509e-01,7.041395051154752949e-01,4.444999085372456360e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.161684806725056696e+00,-1.784239490213645141e+00,6.538735005925130350e-01,5.309911539812908199e-01,1.767200219274380313e+00,-1.754801889429209449e+00
2.913194444444444642e-01,1.048750000000000000e+02,6.361556203919040975e-01,4.691583909455120383e-01,7.048910072899462476e-01,4.438796499112727667e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.166947688681801321e+00,-1.788444863430425524e+00,6.544874249042823555e-01,5.303814791858186828e-01,1.769006493153214343e+00,-1.756929744476407151e+00
2.916666666666666852e-01,1.050000000000000000e+02,6.367785812394877176e-01,4.685256834257808256e-01,7.056443159898747597e-01,4.432579366403901489e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.172090393359776161e+00,-1.792618244894196300e+00,6.551019791826450112e-01,5.297710605393046723e-01,1.770828826851606808e+00,-1.759086471427913967e+00
2.920138888888889062e-01,1.051250000000000000e+02,6.374015420870714488e-01,4.678929759060496130e-01,7.063993894870387313e-01,4.426347798328455485e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.177112920758975889e+00,-1.796759634604957023e+00,6.557171690039266254e-01,5.291598880167823760e-01,1.772667220369555929e+00,-1.761272070283728786e+00
2.923611111111111271e-01,1.052500000000000000e+02,6.380245029346549579e-01,4.672602683863184003e-01,7.071561860532167287e-01,4.420101905968860101e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.182015270879404945e+00,-1.800869032562710359e+00,6.563329999444547092e-01,5.285479515932852701e-01,1.774521673707064595e+00,-1.763486541043850941e+00
2.927083333333333481e-01,1.053750000000000000e+02,6.386474637822385780e-01,4.666275608665871877e-01,7.079146639601867630e-01,4.413841800407595772e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.186797443721061995e+00,-1.804946438767453420e+00,6.569494775805544418e-01,5.279352412438461650e-01,1.776392186864131473e+00,-1.765729883708280878e+00
2.930555555555555691e-01,1.055000000000000000e+02,6.392704246298220871e-01,4.659948533468559750e-01,7.086747814797270673e-01,4.407567592727134054e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.191459439283944821e+00,-1.808991853219188650e+00,6.575666074885524459e-01,5.273217469434992033e-01,1.778278759840756562e+00,-1.768002098277016376e+00
2.934027777777777901e-01,1.056250000000000000e+02,6.398933854774057073e-01,4.653621458271247624e-01,7.094364968836154306e-01,4.401279394009952606e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.196001257568054310e+00,-1.813005275917915604e+00,6.581843952447749002e-01,5.267074586672763070e-01,1.780181392636939863e+00,-1.770303184750061654e+00
2.937500000000000111e-01,1.057500000000000000e+02,6.405163463249893274e-01,4.647294383073935498e-01,7.101997684436305303e-01,4.394977315338527424e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.200422898573390462e+00,-1.816986706863633616e+00,6.588028464255482053e-01,5.260923663902113967e-01,1.782100085252681154e+00,-1.772633143127414490e+00
2.940972222222222321e-01,1.058750000000000000e+02,6.411393071725728365e-01,4.640967307876623371e-01,7.109645544315508214e-01,4.388661467795336724e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.204724362299955942e+00,-1.820936146056341132e+00,6.594219666071982067e-01,5.254764600873377267e-01,1.784034837687980879e+00,-1.774991973409074886e+00
2.944444444444444531e-01,1.060000000000000000e+02,6.417622680201565677e-01,4.634640232679311245e-01,7.117308131191539822e-01,4.382331962462853725e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.208905648747748973e+00,-1.824853593496039483e+00,6.600417613660510829e-01,5.248597297336883294e-01,1.785985649942836817e+00,-1.777379675595043063e+00
2.947916666666666741e-01,1.061250000000000000e+02,6.423852288677401878e-01,4.628313157481999118e-01,7.124985027782185787e-01,4.375988910423551093e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.212966757916768668e+00,-1.828739049182730447e+00,6.606622362784336788e-01,5.242421653042964591e-01,1.787952522017252965e+00,-1.779796249685318577e+00
2.951388888888888951e-01,1.062500000000000000e+02,6.430081897153235859e-01,4.621986082284686992e-01,7.132675816805226221e-01,4.369632422759908152e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.216907689807015913e+00,-1.832592513116412913e+00,6.612833969206719509e-01,5.236237567741955923e-01,1.789935453911226437e+00,-1.782241695679902316e+00
2.954861111111111160e-01,1.063750000000000000e+02,6.436311505629073171e-01,4.615659007087374865e-01,7.140380080978439015e-01,4.363262610554399790e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.220728444418488490e+00,-1.836413985297086215e+00,6.619052488690920777e-01,5.230044941184190943e-01,1.791934445624758787e+00,-1.784716013578791172e+00
2.958333333333333370e-01,1.065000000000000000e+02,6.442541114104909372e-01,4.609331931890062739e-01,7.148097403019610940e-01,4.356879584889501444e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.224429021751188174e+00,-1.840203465724750798e+00,6.625277977000201268e-01,5.223843673119994424e-01,1.793949497157849127e+00,-1.787219203381990251e+00
2.961805555555555580e-01,1.066250000000000000e+02,6.448770722580745574e-01,4.603004856692750613e-01,7.155827365646524330e-01,4.350483456847692443e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.228009421805117185e+00,-1.843960954399404883e+00,6.631510489897822769e-01,5.217633663299702240e-01,1.795980608510495902e+00,-1.789751265089496446e+00
2.965277777777777790e-01,1.067500000000000000e+02,6.455000331056581775e-01,4.596677781495438486e-01,7.163569551576964844e-01,4.344074337511445449e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.231469644580273304e+00,-1.847686451321050027e+00,6.637750083147053726e-01,5.211414811473648045e-01,1.798027779682702665e+00,-1.792312198701310422e+00
2.968750000000000000e-01,1.068750000000000000e+02,6.461229939532417976e-01,4.590350706298126360e-01,7.171323543528705935e-01,4.337652337963233684e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.234809690076656974e+00,-1.851379956489688228e+00,6.643996812511153705e-01,5.205187017392168825e-01,1.800091010674467196e+00,-1.794902004217429958e+00
2.972222222222222210e-01,1.070000000000000000e+02,6.467459548008254178e-01,4.584023631100814233e-01,7.179088924219533263e-01,4.331217569285535363e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.238029558294265975e+00,-1.855041469905317264e+00,6.650250733753383381e-01,5.198950180805584909e-01,1.802170301485790382e+00,-1.797520681637859052e+00
2.975694444444444420e-01,1.071250000000000000e+02,6.473689156484089269e-01,4.577696555903502107e-01,7.186865276367232491e-01,4.324770142560825925e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.241129249233103415e+00,-1.858670991567937358e+00,6.656511902637004541e-01,5.192704201464236613e-01,1.804265652116671559e+00,-1.800168230962595928e+00
2.979166666666666630e-01,1.072500000000000000e+02,6.479918764959925470e-01,4.571369480706189981e-01,7.194652182689579289e-01,4.318310168871584143e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.244108762893167963e+00,-1.862268521477546956e+00,6.662780374925282301e-01,5.186448979118454261e-01,1.806377062567110725e+00,-1.802844652191640140e+00
2.982638888888888840e-01,1.073750000000000000e+02,6.486148373435761672e-01,4.565042405508877854e-01,7.202449225904361541e-01,4.311837759300279904e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.246968099274460062e+00,-1.865834059634149389e+00,6.669056206381471785e-01,5.180184413518570397e-01,1.808504532837106105e+00,-1.805549945324992578e+00
2.986111111111111049e-01,1.075000000000000000e+02,6.492377981911597873e-01,4.558715330311565728e-01,7.210255988729358245e-01,4.305353024929394756e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.249707258376979713e+00,-1.869367606037741547e+00,6.675339452768845883e-01,5.173910404414916453e-01,1.810648062926661916e+00,-1.808284110362652353e+00
2.989583333333333259e-01,1.076250000000000000e+02,6.498607590387435184e-01,4.552388255114253601e-01,7.218072053882352845e-01,4.298856076841399698e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.252326240200726470e+00,-1.872869160688325874e+00,6.681630169850661938e-01,5.167626851557828305e-01,1.812807652835775496e+00,-1.811047147304619687e+00
2.993055555555555469e-01,1.077500000000000000e+02,6.504837198863270276e-01,4.546061179916941475e-01,7.225897004081123232e-01,4.292347026118771836e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.254825044745699447e+00,-1.876338723585901702e+00,6.687928413390183957e-01,5.161333654697638496e-01,1.814983302564447287e+00,-1.813839056150892581e+00
2.996527777777777679e-01,1.078750000000000000e+02,6.511066807339106477e-01,4.539734104719629348e-01,7.233730422043455066e-01,4.285825983843987164e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.257203672011899531e+00,-1.879776294730467923e+00,6.694234239150672616e-01,5.155030713584671798e-01,1.817175012112677734e+00,-1.816659836901475478e+00
2.999999999999999889e-01,1.080000000000000000e+02,6.517296415814942678e-01,4.533407029522317222e-01,7.241571890487132901e-01,4.279293061099525008e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.259462121999328499e+00,-1.883181874122024535e+00,6.700547702895384150e-01,5.148717927969264085e-01,1.819382781480463951e+00,-1.819509489556365711e+00
3.003472222222222099e-01,1.081250000000000000e+02,6.523526024290777769e-01,4.527079954325005096e-01,7.249420992129934627e-01,4.272748368967856925e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.261600394707983686e+00,-1.886555461760572427e+00,6.706868860387591447e-01,5.142395197601751233e-01,1.821606610667809933e+00,-1.822388014115563948e+00
3.006944444444444309e-01,1.082500000000000000e+02,6.529755632766613971e-01,4.520752879127692969e-01,7.257277309689644795e-01,4.266192018531458352e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.263618490137866868e+00,-1.889897057646112488e+00,6.713197767390555182e-01,5.136062422232460234e-01,1.823846499674714572e+00,-1.825295410579069300e+00
3.010416666666666519e-01,1.083750000000000000e+02,6.535985241242449062e-01,4.514425803930380843e-01,7.265140425884041298e-01,4.259624120872805286e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.265516408288976269e+00,-1.893206661778643829e+00,6.719534479667532700e-01,5.129719501611731403e-01,1.826102448501177200e+00,-1.828231678946880434e+00
3.013888888888888729e-01,1.085000000000000000e+02,6.542214849718286374e-01,4.508098728733068716e-01,7.273009923430912016e-01,4.253044787074374833e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.267294149161313666e+00,-1.896484274158166450e+00,6.725879052981791340e-01,5.123366335489888401e-01,1.828374457147198262e+00,-1.831196819219001126e+00
3.017361111111111494e-01,1.086250000000000142e+02,6.548444458194124795e-01,4.501771653535756590e-01,7.280885385048035952e-01,4.246454128218640767e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.268951712754878614e+00,-1.899729894784679463e+00,6.732231543096589554e-01,5.117002823617264884e-01,1.830662525612777092e+00,-1.834190831395429822e+00
3.020833333333333703e-01,1.087500000000000142e+02,6.554674066669958776e-01,4.495444578338444463e-01,7.288766393453192105e-01,4.239852255388081859e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.270489099069670225e+00,-1.902943523658183977e+00,6.738592005775192462e-01,5.110628865744194504e-01,1.832966653897914133e+00,-1.837213715476166076e+00
3.024305555555555913e-01,1.088750000000000142e+02,6.560903675145794978e-01,4.489117503141132337e-01,7.296652531364169469e-01,4.233239279665174104e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.271906308105689387e+00,-1.906125160778678440e+00,6.744960496780852965e-01,5.104244361621010917e-01,1.835286842002607610e+00,-1.840265471461209890e+00
3.027777777777778123e-01,1.090000000000000142e+02,6.567133283621631179e-01,4.482790427943820211e-01,7.304543381498744825e-01,4.226615312132391833e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.273203339862935657e+00,-1.909274806146163961e+00,6.751337071876848395e-01,5.097849210998045555e-01,1.837623089926860853e+00,-1.843346099350561484e+00
3.031250000000000333e-01,1.091250000000000142e+02,6.573362892097467380e-01,4.476463352746508084e-01,7.312438526574702724e-01,4.219980463872208265e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.274380194341409478e+00,-1.912392459760642316e+00,6.757721786826434984e-01,5.091443313625629852e-01,1.839975397670672530e+00,-1.846455599144220860e+00
3.034722222222222543e-01,1.092500000000000142e+02,6.579592500573303582e-01,4.470136277549195958e-01,7.320337549309818836e-01,4.213334845967099951e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.275436871541109518e+00,-1.915478121622111063e+00,6.764114697392873410e-01,5.085026569254101902e-01,1.842343765234042197e+00,-1.849593970842184909e+00
3.038194444444444753e-01,1.093750000000000142e+02,6.585822109049138673e-01,4.463809202351883831e-01,7.328240032421884376e-01,4.206678569499543996e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.276373371462037998e+00,-1.918531791730571312e+00,6.770515859339426568e-01,5.078598877633784259e-01,1.844728192616970075e+00,-1.852761214444459181e+00
3.041666666666666963e-01,1.095000000000000142e+02,6.592051717524975984e-01,4.457482127154571705e-01,7.336145558628677232e-01,4.200011745552019171e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.277189694104193141e+00,-1.921553470086021065e+00,6.776925328429354023e-01,5.072160138515012795e-01,1.847128679819454167e+00,-1.855957329951041457e+00
3.045138888888889173e-01,1.096250000000000142e+02,6.598281326000811076e-01,4.451155051957259579e-01,7.344053710647979738e-01,4.193334485206994811e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.277885839467576279e+00,-1.924543156688463430e+00,6.783343160425923113e-01,5.065710251648122275e-01,1.849545226841498691e+00,-1.859182317361931291e+00
3.048611111111111382e-01,1.097500000000000142e+02,6.604510934476646167e-01,4.444827976759947452e-01,7.351964071197575334e-01,4.186646899546953571e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.278461807552185636e+00,-1.927500851537896187e+00,6.789769411092397844e-01,5.059249116783441913e-01,1.851977833683100538e+00,-1.862436176677128463e+00
3.052083333333333592e-01,1.098750000000000142e+02,6.610740542952483478e-01,4.438500901562635326e-01,7.359876222995243022e-01,4.179949099654363676e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.278917598358022545e+00,-1.930426554634320224e+00,6.796204136192035561e-01,5.052776633671312023e-01,1.854426500344260820e+00,-1.865718907896630530e+00
3.055555555555555802e-01,1.100000000000000142e+02,6.616970151428319680e-01,4.432173826365323199e-01,7.367789748758765134e-01,4.173241196611704451e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.279253211885087005e+00,-1.933320265977736430e+00,6.802647391488100270e-01,5.046292702062052937e-01,1.856891226824979757e+00,-1.869030511020443486e+00
3.059027777777778012e-01,1.101250000000000142e+02,6.623199759904155881e-01,4.425846751168011073e-01,7.375704231205926220e-01,4.166523301501452448e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.279468648133378128e+00,-1.936181985568143027e+00,6.809099232743853758e-01,5.039797221706001640e-01,1.859372013125256684e+00,-1.872370986048563335e+00
3.062500000000000222e-01,1.102500000000000142e+02,6.629429368379992082e-01,4.419519675970698946e-01,7.383619253054508613e-01,4.159795525406085881e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.279563907102897247e+00,-1.939011713405539572e+00,6.815559715722557810e-01,5.033290092353491785e-01,1.861868859245091601e+00,-1.875740332980991631e+00
3.065972222222222432e-01,1.103750000000000142e+02,6.635658976855828284e-01,4.413192600773386820e-01,7.391534397022290204e-01,4.153057979408076861e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.279538988793643473e+00,-1.941809449489927619e+00,6.822028896187471991e-01,5.026771213754853695e-01,1.864381765184482953e+00,-1.879138551817727265e+00
3.069444444444444642e-01,1.105000000000000000e+02,6.641888585331663375e-01,4.406865525576074694e-01,7.399449245827058874e-01,4.146310774589898052e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.279393893205616362e+00,-1.944575193821307835e+00,6.828506829901869191e-01,5.020240485660421026e-01,1.866910730943434071e+00,-1.882565642558770236e+00
3.072916666666666852e-01,1.106250000000000000e+02,6.648118193807499576e-01,4.400538450378762567e-01,7.407363382186590295e-01,4.139554022034029335e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.279128620338817246e+00,-1.947308946399679108e+00,6.834993572629002312e-01,5.013697807820530761e-01,1.869455756521943846e+00,-1.886021605204118545e+00
3.076388888888889062e-01,1.107500000000000000e+02,6.654347802283335778e-01,4.394211375181450441e-01,7.415276388818673459e-01,4.132787832822945595e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.278743170193245238e+00,-1.950010707225041218e+00,6.841489180132137582e-01,5.007143079985506562e-01,1.872016841920011387e+00,-1.889506439753777078e+00
3.079861111111111271e-01,1.108750000000000000e+02,6.660577410759171979e-01,4.387884299984138314e-01,7.423187848441081815e-01,4.126012318039122828e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.278237542768900337e+00,-1.952680476297395273e+00,6.847993708174536787e-01,5.000576201905684304e-01,1.874593987137636919e+00,-1.893020146207742949e+00
3.083333333333333481e-01,1.110000000000000000e+02,6.666807019235008180e-01,4.381557224786826188e-01,7.431097343771603247e-01,4.119227588765040360e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.277611738065782987e+00,-1.955318253616738389e+00,6.854507212519455051e-01,4.993997073331395420e-01,1.877187192174818664e+00,-1.896562724566016822e+00
3.086805555555555691e-01,1.111250000000000000e+02,6.673036627710845492e-01,4.375230149589514062e-01,7.439004457528021197e-01,4.112433756083168634e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.276865756083892744e+00,-1.957924039183073006e+00,6.861029748930167482e-01,4.987405594012973009e-01,1.879796457031560841e+00,-1.900134174828598033e+00
3.090277777777777901e-01,1.112500000000000000e+02,6.679266236186679473e-01,4.368903074392201935e-01,7.446908772428115775e-01,4.105630931075984202e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.275999596823229165e+00,-1.960497832996400014e+00,6.867561373169930317e-01,4.980801663700755166e-01,1.882421781707860786e+00,-1.903734496995484582e+00
3.093750000000000111e-01,1.113750000000000000e+02,6.685495844662515674e-01,4.362575999194889809e-01,7.454809871189664872e-01,4.098819224825961949e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.275013260283794025e+00,-1.963039635056718302e+00,6.874102141002005339e-01,4.974185182145062778e-01,1.885063166203719387e+00,-1.907363691066681133e+00
3.097222222222222321e-01,1.115000000000000000e+02,6.691725453138352986e-01,4.356248923997577682e-01,7.462707336530455260e-01,4.091998748415579534e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.273906746465585549e+00,-1.965549445364027203e+00,6.880652108189656557e-01,4.967556049096234494e-01,1.887720610519135978e+00,-1.911021757042185243e+00
3.100694444444444531e-01,1.116250000000000000e+02,6.697955061614188077e-01,4.349921848800265556e-01,7.470600751168269271e-01,4.085169612927315730e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.272680055368604179e+00,-1.968027263918326497e+00,6.887211330496144646e-01,4.960914164304601193e-01,1.890394114654110780e+00,-1.914708694921997134e+00
3.104166666666666741e-01,1.117500000000000000e+02,6.704184670090024278e-01,4.343594773602953429e-01,7.478489697820889237e-01,4.078331929443639869e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.271333186992850361e+00,-1.970473090719617737e+00,6.893779863684728060e-01,4.954259427520495973e-01,1.893083678608641351e+00,-1.918424504706116807e+00
3.107638888888888951e-01,1.118750000000000000e+02,6.710414278565859370e-01,4.337267698405641303e-01,7.486373759206094158e-01,4.071485809047033499e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.269866141338322763e+00,-1.972886925767898703e+00,6.900357763518677467e-01,4.947591738494251379e-01,1.895789302382732577e+00,-1.922169186394544260e+00
3.111111111111111160e-01,1.120000000000000000e+02,6.716643887041696681e-01,4.330940623208329177e-01,7.494252518041668587e-01,4.064631362819966509e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.268278918405022715e+00,-1.975268769063172503e+00,6.906945085761253544e-01,4.940910996976198288e-01,1.898510985976381349e+00,-1.925942739987279051e+00
3.114583333333333370e-01,1.121250000000000000e+02,6.722873495517531772e-01,4.324613548011017050e-01,7.502125557045389304e-01,4.057768701844918224e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.266571518192951107e+00,-1.977618620605437361e+00,6.913541886175714746e-01,4.934217102716675907e-01,1.901248729389588776e+00,-1.929745165484318514e+00
3.118055555555555580e-01,1.122500000000000000e+02,6.729103103993366863e-01,4.318286472813704924e-01,7.509992458935040860e-01,4.050897937204363530e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.264743940702107050e+00,-1.979936480394692833e+00,6.920148220525326188e-01,4.927509955466005120e-01,1.904002532622353971e+00,-1.933576462885668645e+00
3.121527777777777790e-01,1.123750000000000000e+02,6.735332712469204175e-01,4.311959397616392797e-01,7.517852806428413359e-01,4.044019179980781753e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.262796185932489212e+00,-1.982222348430938919e+00,6.926764144573342996e-01,4.920789454974522914e-01,1.906772395674675380e+00,-1.937436632191326558e+00
3.125000000000000000e-01,1.125000000000000000e+02,6.741562320945040376e-01,4.305632322419080671e-01,7.525706182243281361e-01,4.037132541256643892e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.260728253884098482e+00,-1.984476224714176062e+00,6.933389714083038058e-01,4.914055500992562941e-01,1.909558318546557443e+00,-1.941325673401292029e+00
3.128472222222222210e-01,1.126250000000000000e+02,6.747791929420876578e-01,4.299305247221768544e-01,7.533552169097427198e-01,4.030238132114425387e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.258540144556934859e+00,-1.986698109244405153e+00,6.940024984817670939e-01,4.907307993270456636e-01,1.912360301237997273e+00,-1.945243586515565282e+00
3.131944444444444420e-01,1.127500000000000000e+02,6.754021537896712779e-01,4.292978172024456418e-01,7.541390349708630980e-01,4.023336063636603344e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.256231857950999231e+00,-1.988888002021624857e+00,6.946670012540502315e-01,4.900546831558540983e-01,1.915178343748995315e+00,-1.949190371534142763e+00
3.135416666666666630e-01,1.128750000000000000e+02,6.760251146372548980e-01,4.286651096827144292e-01,7.549220306794678370e-01,4.016426446905654313e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.253803394066290267e+00,-1.991045903045836063e+00,6.953324853014795082e-01,4.893771915610902745e-01,1.918012446079551570e+00,-1.953165960927427225e+00
3.138888888888888840e-01,1.130000000000000000e+02,6.766480754848384072e-01,4.280324021629832165e-01,7.557041623073349479e-01,4.009509393004055400e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.251254752902809297e+00,-1.993171812317038105e+00,6.959989562003811026e-01,4.886983183987668733e-01,1.920862608229666035e+00,-1.957138556681453201e+00
3.142361111111111049e-01,1.131250000000000000e+02,6.772710363324220273e-01,4.273996946432520039e-01,7.564853881262431079e-01,4.002585013014278159e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.248585934460554991e+00,-1.995265729835231427e+00,6.966664195270807491e-01,4.880180709643484049e-01,1.923728830199336048e+00,-1.961081768194788078e+00
3.145833333333333259e-01,1.132500000000000000e+02,6.778939971800056474e-01,4.267669871235207912e-01,7.572656664079701061e-01,3.995653418018803582e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.245796938739527793e+00,-1.997327655600415586e+00,6.973348808579057367e-01,4.873364594606962585e-01,1.926611111988566938e+00,-1.964995595467432299e+00
3.149305555555555469e-01,1.133750000000000000e+02,6.785169580275892676e-01,4.261342796037895786e-01,7.580449554242940646e-01,3.988714719100101558e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.242887765739727701e+00,-1.999357589612591246e+00,6.980043457437219434e-01,4.866534940906717677e-01,1.929508751174889625e+00,-1.968880038499385865e+00
