motor_time_fraction,motor_angle_deg,linear_small,linear_large,candidate_small,candidate_large,linear_dsmall_dt,linear_dlarge_dt,candidate_dsmall_dt,candidate_dlarge_dt,reference_spline_small,reference_spline_large,reference_spline_dsmall_dt,reference_spline_dlarge_dt
6.597222222222222203e-03,2.375000000000000000e+00,1.253277253733471597e-01,9.879785571251068488e-01,1.818330259519450320e-01,9.753736952800731164e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.107901736885272381e+00,-2.458217669762909452e+00,9.118971592196484233e-02,9.078458592721093678e-01,1.150209016391963601e+00,3.464417582298949139e+00
6.944444444444444926e-03,2.500000000000000000e+00,1.259506862209307521e-01,9.873458496053756361e-01,1.825650346506727806e-01,9.745147362051633788e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.108463617851740857e+00,-2.489283583139855427e+00,9.158966808251949032e-02,9.090450111267024402e-01,1.153518305857617721e+00,3.442694145782370096e+00
7.291666666666666782e-03,2.625000000000000000e+00,1.265736470685143722e-01,9.867131420856445345e-01,1.832972334991084529e-01,9.736450976657947676e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.108996999200847711e+00,-2.519731385045001826e+00,9.199077229926537480e-02,9.102366170439208926e-01,1.156844860053052537e+00,3.420952983020513205e+00
7.638888888888889506e-03,2.750000000000000000e+00,1.271966079160979646e-01,9.860804345659132109e-01,1.840296126015512068e-01,9.727649942840059794e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.109501880932592499e+00,-2.549561075478336658e+00,9.239303456690006744e-02,9.114206708688177283e-01,1.160188678978265608e+00,3.399194094013385570e+00
7.986111111111112229e-03,2.875000000000000444e+00,1.278195687636815847e-01,9.854477270461819982e-01,1.847621620623002836e-01,9.718746406818365990e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.109978263046975222e+00,-2.578772654439848822e+00,9.279646088012172278e-02,9.125971664464478383e-01,1.163549762633260709e+00,3.377417478760972536e+00
8.333333333333333218e-03,3.000000000000000000e+00,1.284425296112651771e-01,9.848150195264508966e-01,1.854948719856558403e-01,9.709742514813246572e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.110426145543996768e+00,-2.607366121929561409e+00,9.320105723362809291e-02,9.137660976218645592e-01,1.166928111018035841e+00,3.355623137263279432e+00
8.680555555555555941e-03,3.125000000000000000e+00,1.290654904588487972e-01,9.841823120067196839e-01,1.862277324759170349e-01,9.700640413045096278e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.110845528423656248e+00,-2.635341477947451327e+00,9.360682962211679115e-02,9.149274582401207834e-01,1.170323724132590115e+00,3.333811069520317361e+00
9.027777777777778664e-03,3.250000000000000444e+00,1.296884513064323896e-01,9.835496044869884713e-01,1.869607336373831086e-01,9.691442247734297633e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.111236411685953218e+00,-2.662698722493541226e+00,9.401378404028605529e-02,9.160812421462712907e-01,1.173736601976925531e+00,3.311981275532068558e+00
9.374999999999999653e-03,3.375000000000000000e+00,1.303114121540160097e-01,9.829168969672572587e-01,1.876938655743542184e-01,9.682150165101242045e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.111598795330888567e+00,-2.689437855567820002e+00,9.442192648283351253e-02,9.172274431853695287e-01,1.177166744551041422e+00,3.290133755298541907e+00
9.722222222222222376e-03,3.500000000000000000e+00,1.309343730015996021e-01,9.822841894475260460e-01,1.884271183911296055e-01,9.672766311366319814e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.111932679358461407e+00,-2.715558877170276553e+00,9.483126294445681781e-02,9.183660552024685009e-01,1.180614151854936233e+00,3.268268508819744955e+00
1.006944444444444510e-02,3.625000000000000444e+00,1.315573338491832223e-01,9.816514819277948334e-01,1.891604821920084556e-01,9.663292832749912353e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.112238063768673069e+00,-2.741061787300932640e+00,9.524179941985423670e-02,9.194970720426232091e-01,1.184078823888612852e+00,3.246385536095661273e+00
1.041666666666666782e-02,3.750000000000000444e+00,1.321802946967668146e-01,9.810187744080636207e-01,1.898939470812909258e-01,9.653731875472412183e-01,1.794127241040785137e+00,-1.822197656825894185e+00,2.112514948561522665e+00,-2.765946585959777604e+00,9.565354190372332699e-02,9.206204875508867680e-01,1.187560760652069503e+00,3.224484837126298409e+00
