motor_time_fraction,motor_angle_deg,source_small,source_large,fit_small,fit_large,source_dsmall_dt,source_dlarge_dt,fit_dsmall_dt,fit_dlarge_dt,source_ddsmall_dt2,source_ddlarge_dt2,fit_ddsmall_dt2,fit_ddlarge_dt2
3.472222222222222463e-03,1.250000000000000000e+00,1.516092376354516713e-01,9.989000639021969885e-01,1.633157019806436572e-01,9.997096137721577236e-01,2.059106504828773332e+00,-6.127354140014608097e-01,2.093826427010944347e+00,-1.659863272442799464e-01,5.081561934294482441e+00,-1.645842818588049283e+02,8.533386128531184056e-01,-4.670616079111871954e+01
3.819444444444444753e-03,1.375000000000000000e+00,1.523245098474330650e-01,9.986774229107152623e-01,1.640427752495807745e-01,9.996491684788100240e-01,2.060856686247278358e+00,-6.695736783554265825e-01,2.094112046206219269e+00,-1.821659796547562271e-01,4.999483036292128091e+00,-1.628041208199883556e+02,7.918933173069193643e-01,-4.648873027857178641e+01
4.166666666666666609e-03,1.500000000000000000e+00,1.530403848134456457e-01,9.984351537217963646e-01,1.647699439957030776e-01,9.995831183464330971e-01,2.062578368048421762e+00,-7.257938312375800116e-01,2.094376398270161310e+00,-1.982702323901630037e-01,4.917404138289775517e+00,-1.610239597811718397e+02,7.308397975604145058e-01,-4.627185855502386858e+01
4.513888888888889332e-03,1.625000000000000222e+00,1.537568526377889877e-01,9.981734709574797693e-01,1.654972008581904741e-01,9.995114895217978024e-01,2.064271550232202213e+00,-7.813958726479227623e-01,2.094619619091427687e+00,-2.142992793622764958e-01,4.835325240287422055e+00,-1.592437987423552386e+02,6.701772206586079639e-01,-4.605554497430798477e+01
4.861111111111111188e-03,1.750000000000000000e+00,1.544739034247622211e-01,9.978925892398038400e-01,1.662245385233554751e-01,9.994343080843838267e-01,2.065936232798621042e+00,-8.363798025864318531e-01,2.094841844269449194e+00,-2.302533142585093673e-01,4.753246342285102344e+00,-1.574636377035394048e+02,6.099047536464808905e-01,-4.583978889025717507e+01
5.208333333333333912e-03,1.875000000000000222e+00,1.551915272786655309e-01,9.975927231908076065e-01,1.669519497245438300e-01,9.993516000464569560e-01,2.067572415747678249e+00,-8.907456210531513596e-01,2.095043209114438643e+00,-2.461325305419109211e-01,4.671167444282748882e+00,-1.556834766647228605e+02,5.500215635690827165e-01,-4.562458965670445110e+01
5.555555555555555768e-03,2.000000000000000000e+00,1.559097143037978528e-01,9.972740874325299876e-01,1.676794272420340237e-01,9.992633913531471235e-01,2.069180099079372503e+00,-9.444933280480382054e-01,2.095223848647387754e+00,-2.619371214511665991e-01,4.589088546280429171e+00,-1.539033156259070267e+02,4.905268174713550700e-01,-4.540994662748286004e+01
5.902777777777777624e-03,2.125000000000000000e+00,1.566284546044592885e-01,9.969368965870094579e-01,1.684069639029366350e-01,9.991697078825270140e-01,2.070759282793706024e+00,-9.976229235711352450e-01,2.095383897600070267e+00,-2.776672800005985375e-01,4.507009648278076597e+00,-1.521231545870904824e+02,4.314196823983189599e-01,-4.519585915642542773e+01
6.250000000000000347e-03,2.250000000000000000e+00,1.573477382849490791e-01,9.965813652762851582e-01,1.691345525810935280e-01,9.990705754456886689e-01,2.072309966890677035e+00,-1.050134407622421717e+00,2.095523490415033940e+00,-2.933231989801654005e-01,4.424930750275723135e+00,-1.503429935482739097e+02,3.726993253949501539e-01,-4.498232659736517292e+01
6.597222222222222203e-03,2.375000000000000000e+00,1.580675554495667712e-01,9.962077081223956743e-01,1.698621861969777658e-01,9.989660197868227565e-01,2.073832151370286425e+00,-1.102027780201895624e+00,2.095642761245611663e+00,-3.089050709554621577e-01,4.342851852273369673e+00,-1.485628325094573938e+02,3.143649135062921429e-01,-4.476934830413513566e+01
6.944444444444444926e-03,2.500000000000000000e+00,1.587878962026115504e-01,9.958161397473801468e-01,1.705898577175936626e-01,9.988560665832955099e-01,2.075325836232533749e+00,-1.153303041309538424e+00,2.095741843955913453e+00,-3.244130882677202510e-01,4.260772954271049073e+00,-1.467826714706415316e+02,2.564156137772980459e-01,-4.455692363056834182e+01
7.291666666666666782e-03,2.625000000000000000e+00,1.595087506483835460e-01,9.954068747732769395e-01,1.713175601563759198e-01,9.987407414457269983e-01,2.076791021477419008e+00,-1.203960190945390085e+00,2.095820872120828682e+00,-3.398474430338077612e-01,4.178694056268696500e+00,-1.450025104318249873e+02,1.988505932529662235e-01,-4.434505193049782434e+01
7.638888888888889506e-03,2.750000000000000000e+00,1.602301088911817217e-01,9.949801278221255263e-01,1.720452865730886238e-01,9.986200699180690643e-01,2.078227707104942201e+00,-1.253999229109410640e+00,2.095879979026025630e+00,-3.552083271462291303e-01,4.096615158266375900e+00,-1.432223493930091536e+02,1.416690189783176013e-01,-4.413373255775660198e+01
7.986111111111112229e-03,2.875000000000000444e+00,1.609519610353061791e-01,9.945361135159640487e-01,1.727730300737259084e-01,9.984940774776830397e-01,2.079635893115104217e+00,-1.303420155801639835e+00,2.095919297667953263e+00,-3.704959322731251059e-01,4.014536260264022438e+00,-1.414421883541926093e+02,8.487005799832225694e-02,-4.392296486617771478e+01
8.333333333333333218e-03,3.000000000000000000e+00,1.616742971850558541e-01,9.940750464768318695e-01,1.735007838104105637e-01,9.983627895354180160e-01,2.081015579507902835e+00,-1.352222971022038589e+00,2.095938960753840785e+00,-3.857104498582732410e-01,3.932457362261703171e+00,-1.396620273153767471e+02,2.845287735799546455e-02,-4.371274820959418861e+01
8.680555555555555941e-03,3.125000000000000000e+00,1.623971074447308482e-01,9.935971413267673524e-01,1.742285409812945329e-01,9.982262314356883381e-01,2.082366766283340720e+00,-1.400407674770645983e+00,2.095939100701696312e+00,-4.008520711210873944e-01,3.850378464259350153e+00,-1.378818662765601744e+02,-2.758335589765317092e-02,-4.350308194183904931e+01
9.027777777777778664e-03,3.250000000000000444e+00,1.631203819186304582e-01,9.931026126878094162e-01,1.749562948304581034e-01,9.980844284565515423e-01,2.083689453441416983e+00,-1.447974267047440922e+00,2.095919849640304200e+00,-4.159209870566176748e-01,3.768299566256996247e+00,-1.361017052377436585e+02,-8.323947472367045075e-02,-4.329396541674533694e+01
9.374999999999999653e-03,3.375000000000000000e+00,1.638441107110541195e-01,9.925916751819972017e-01,1.756840386478088489e-01,9.979374058097866262e-01,2.084983640982130737e+00,-1.494922747852425626e+00,2.095881339409234378e+00,-4.309173884355510520e-01,3.686220668254643229e+00,-1.343215441989270857e+02,-1.385163120750354804e-01,-4.308539798814606314e+01
9.722222222222222376e-03,3.500000000000000000e+00,1.645682839263011288e-01,9.920645434313694055e-01,1.764117657689819041e-01,9.977851886409716542e-01,2.086249328905482869e+00,-1.541253117185579224e+00,2.095823701558831242e+00,-4.458414658042106904e-01,3.604141770252323518e+00,-1.325413831601112520e+02,-1.934147009067443135e-01,-4.287737900987426798e+01
1.006944444444444510e-02,3.625000000000000444e+00,1.652928916686715877e-01,9.915214320579646134e-01,1.771394695752397108e-01,9.976278020295615834e-01,2.087486517211472936e+00,-1.586965375046941462e+00,2.095747067350221204e+00,-4.606934094845563932e-01,3.522062872249970056e+00,-1.307612221212947077e+02,-2.479354741737929413e-01,-4.266990783576298440e+01
1.041666666666666782e-02,3.750000000000000444e+00,1.660179240424643765e-01,9.909625556838218552e-01,1.778671434933713213e-01,9.974652709889665347e-01,2.088695205900100493e+00,-1.632059521436473037e+00,2.095651567755309141e+00,-4.754734095741843247e-01,3.439983974247650345e+00,-1.289810610824789023e+02,-3.020794648312225550e-01,-4.246298381964523827e+01
1.076388888888888881e-02,3.875000000000000000e+00,1.667433711519797357e-01,9.903881289309800495e-01,1.785947809955915344e-01,9.972976204666292865e-01,2.089875394971366429e+00,-1.676535556354212364e+00,2.095537333456779727e+00,-4.901816559463270107e-01,3.357905076245296438e+00,-1.272009000436623154e+02,-3.558475058340178632e-01,-4.225660631535405543e+01
1.111111111111111154e-02,4.000000000000000000e+00,1.674692231015167676e-01,9.897983664214775601e-01,1.793223755994407254e-01,9.971248753441034340e-01,2.091027084425271632e+00,-1.720393479800140124e+00,2.095404494848097876e+00,-5.048183382498536709e-01,3.275826178242942976e+00,-1.254207390048457711e+02,-4.092404301371636577e-01,-4.205077467672246172e+01
1.145833333333333426e-02,4.125000000000000000e+00,1.681954699953750743e-01,9.891934827773537497e-01,1.800499208676852869e-01,9.969470604371313271e-01,2.092150274261813880e+00,-1.763633291774256540e+00,2.095253182033506079e+00,-5.193836459092699975e-01,3.193747280240590403e+00,-1.236405779660291984e+02,-4.622590706956729023e-01,-4.184548825758349722e+01
1.180555555555555525e-02,4.250000000000000000e+00,1.689221019378541744e-01,9.885736926206472042e-01,1.807774104082162103e-01,9.967642004957215640e-01,2.093244964480994064e+00,-1.806254992276561389e+00,2.095083524828029731e+00,-5.338777681247178775e-01,3.111668382238237385e+00,-1.218604169272126398e+02,-5.149042604645697185e-01,-4.164074641177018066e+01
1.215277777777777797e-02,4.375000000000000000e+00,1.696491090332530316e-01,9.879392105733971752e-01,1.815048378739485546e-01,9.965763202042275948e-01,2.094311155082811293e+00,-1.848258581307020920e+00,2.094895652757470472e+00,-5.483008938719760028e-01,3.029589484235950980e+00,-1.200802558883975450e+02,-5.671768323988559679e-01,-4.143654849311555211e+01
1.250000000000000069e-02,4.500000000000000000e+00,1.703764813858722749e-01,9.872902512576416933e-01,1.822321969627214988e-01,9.963834441814249931e-01,2.095348846067268234e+00,-1.889644058865703746e+00,2.094689695058410628e+00,-5.626532119024592049e-01,2.947510586233597518e+00,-1.183000948495809865e+02,-6.190776194534993726e-01,-4.123289385545263031e+01
1.284722222222222342e-02,4.625000000000000000e+00,1.711042091000112009e-01,9.866270292954201215e-01,1.829594814171982275e-01,9.961855969805896160e-01,2.096358037434363997e+00,-1.930411424952575006e+00,2.094465780678211875e+00,-5.769349107432191204e-01,2.865431688231210305e+00,-1.165199338107644564e+02,-6.706074545835184475e-01,-4.102978185261445532e+01
1.319444444444444441e-02,4.750000000000000000e+00,1.718322822799686900e-01,9.859497593087707124e-01,1.836866850247650396e-01,9.959828030895755413e-01,2.097338729184096806e+00,-1.970560679567634699e+00,2.094224038275015687e+00,-5.911461786969435250e-01,2.783352790228857288e+00,-1.147397727719478837e+02,-7.217671707439489159e-01,-4.082721183843405299e+01
1.354166666666666713e-02,4.875000000000000000e+00,1.725606910300440666e-01,9.852586559197333838e-01,1.844138016174305950e-01,9.957750869308927832e-01,2.098290921316466662e+00,-2.010091822710867504e+00,2.093964596217743335e+00,-6.052872038419570000e-01,2.701273892226571327e+00,-1.129596117331320499e+02,-7.725576008897696578e-01,-4.062518316674444208e+01
1.388888888888888985e-02,5.000000000000000000e+00,1.732894254545379042e-01,9.845539337503456112e-01,1.851408250717258841e-01,9.955624728617856745e-01,2.099214613831475340e+00,-2.049004854382304952e+00,2.093687582586094553e+00,-6.193581740322201545e-01,2.619194994224217421e+00,-1.111794506943154772e+02,-8.229795779759768726e-01,-4.042369519137866973e+01
1.423611111111111084e-02,5.125000000000000000e+00,1.740184756577492775e-01,9.838358074226470906e-01,1.858677493086042243e-01,9.953449851743100263e-01,2.100109806729121953e+00,-2.087299774581930834e+00,2.093393125170549318e+00,-6.333592768973306253e-01,2.537116096221864403e+00,-1.093992896554989329e+02,-8.730339349575720886e-01,-4.022274726616974760e+01
1.458333333333333356e-02,5.250000000000000000e+00,1.747478317439776496e-01,9.831044915586765187e-01,1.865945682933404792e-01,9.951226480954116216e-01,2.100976500009407388e+00,-2.124976583309745592e+00,2.093081351472367846e+00,-6.472906998425220770e-01,2.455037198219511385e+00,-1.076191286166823744e+02,-9.227215047895797051e-01,-4.002233874495071575e+01
1.493055555555555629e-02,5.375000000000000000e+00,1.754774838175222340e-01,9.823602007804731473e-01,1.873212760354300288e-01,9.948954857870040414e-01,2.101814693672330314e+00,-2.162035280565718587e+00,2.092752388703588817e+00,-6.611526300486648688e-01,2.372958300217190786e+00,-1.058389675778672796e+02,-9.720431204269899261e-01,-3.982246898155460002e+01
1.527777777777777901e-02,5.500000000000000000e+00,1.762074219826831878e-01,9.816031497100748959e-01,1.880478665884889877e-01,9.946635223460462694e-01,2.102624387717891619e+00,-2.198475866349910657e+00,2.092406363787029377e+00,-6.749452544722656100e-01,2.290879402214837324e+00,-1.040588065390507211e+02,-1.020999614824815938e+00,-3.962313732981442627e+01
1.562500000000000000e-02,5.625000000000000000e+00,1.769376363437596966e-01,9.808335529695206834e-01,1.887743340501540912e-01,9.944267818046208518e-01,2.103405582146091302e+00,-2.234298340662291604e+00,2.092043403356289577e+00,-6.886687598454674930e-01,2.208800504212484306e+00,-1.022786455002341484e+02,-1.069591820938036619e+00,-3.942434314356323455e+01
1.597222222222222446e-02,5.750000000000000888e+00,1.776681170050513348e-01,9.800516251808494284e-01,1.895006725619817756e-01,9.941852881300118350e-01,2.104158276956928475e+00,-2.269502703502875640e+00,2.091663633755744822e+00,-7.023233326760505157e-01,2.126721606210130844e+00,-1.004984844614168793e+02,-1.117820571721687584e+00,-3.922608577663404361e+01
1.631944444444444545e-02,5.875000000000000000e+00,1.783988540708576209e-01,9.792575809661007158e-01,1.902268763093475368e-01,9.939390652247823699e-01,2.104882472150403139e+00,-2.304088954871633899e+00,2.091267181040553869e+00,-7.159091592474304822e-01,2.044642708207777826e+00,-9.871832342260032078e+01,-1.165686700130759368e+00,-3.902836458285988641e+01
1.666666666666666644e-02,6.000000000000000000e+00,1.791298376454774910e-01,9.784516349473130203e-01,1.909529395213457048e-01,9.936881369268529829e-01,2.105578167726516625e+00,-2.338057094768552613e+00,2.090854170976651716e+00,-7.294264256186601125e-01,1.962563810205491643e+00,-9.693816238378522598e+01,-1.213191039120253389e+00,-3.883117891607378880e+01
1.701388888888889089e-02,6.125000000000000888e+00,1.798610578332116017e-01,9.776340017465247056e-01,1.916788564706896070e-01,9.934325270095792915e-01,2.106245363685268046e+00,-2.371407123193688182e+00,2.090424729040755825e+00,-7.428753176244285994e-01,1.880484912203138403e+00,-9.515800134496865326e+01,-1.260334421645160186e+00,-3.863452813010879083e+01
1.736111111111111188e-02,6.250000000000000000e+00,1.805925047383589443e-01,9.768048959857748015e-01,1.924046214736107319e-01,9.931722591818299417e-01,2.106884060026657846e+00,-2.404139040147012629e+00,2.089978980420360788e+00,-7.562560208750613855e-01,1.798406014200784719e+00,-9.337784030615210895e+01,-1.307117680660509595e+00,-3.843841157879791126e+01
1.770833333333333287e-02,6.375000000000000000e+00,1.813241684652190377e-01,9.759645322871018935e-01,1.931302288897576158e-01,9.929073570880644350e-01,2.107494256750685580e+00,-2.436252845628525510e+00,2.089517050013740551e+00,-7.695687207565204968e-01,1.716327116198431701e+00,-9.159767926733553622e+01,-1.353541649121297707e+00,-3.824282861597418304e+01
1.805555555555555733e-02,6.500000000000000888e+00,1.820560391180911231e-01,9.751131252725456777e-01,1.938556731220962004e-01,9.926378443084110659e-01,2.108075953857351248e+00,-2.467748539638213945e+00,2.089039062429951965e+00,-7.828136024304045426e-01,1.634248218196111768e+00,-8.981751822851971667e+01,-1.399607159982514837e+00,-3.804777859547063201e+01
1.840277777777777832e-02,6.625000000000000000e+00,1.827881068012753019e-01,9.742508895641440736e-01,1.945809486168096902e-01,9.923637443587450813e-01,2.108629151346654851e+00,-2.498626122176104580e+00,2.088545141988827236e+00,-7.959908508339483824e-01,1.552169320193758306e+00,-8.803735718970314394e+01,-1.445315046199156850e+00,-3.785326087112029825e+01
1.874999999999999931e-02,6.750000000000000000e+00,1.835203616190707876e-01,9.733780397839359999e-01,1.953060498631975783e-01,9.920850806907659525e-01,2.109153849218597276e+00,-2.528885593242182761e+00,2.088035412720981032e+00,-8.091006506800234588e-01,1.470090422191405066e+00,-8.625719615088659964e+01,-1.490666140726265354e+00,-3.765927479675619338e+01
1.909722222222222376e-02,6.875000000000000888e+00,1.842527936757771823e-01,9.724947905539605975e-01,1.960309713935749765e-01,9.918018766920762008e-01,2.109650047473177192e+00,-2.558526952836450263e+00,2.087509998367806041e+00,-8.221431864571377979e-01,1.388011524189051604e+00,-8.447703511207005533e+01,-1.535661276518824669e+00,-3.746581972621135748e+01
1.944444444444444475e-02,7.000000000000000000e+00,1.849853930756932829e-01,9.716013564962575622e-01,1.967557077831725010e-01,9.915141556862584471e-01,2.110117746110394599e+00,-2.587550200958883551e+00,2.086969022381475636e+00,-8.351186424294355648e-01,1.305932626186765200e+00,-8.269687407325496054e+01,-1.580301286531831106e+00,-3.727289501331883059e+01
1.979166666666666574e-02,7.125000000000000000e+00,1.857181499231199129e-01,9.706979522328638144e-01,1.974802536500363526e-01,9.912219409329536823e-01,2.110556945130250828e+00,-2.615955337609528364e+00,2.086412607924939877e+00,-8.480272026366978411e-01,1.223853728184412182e+00,-8.091671303443840202e+01,-1.624587003720274758e+00,-3.708050001191162437e+01
2.013888888888889020e-02,7.250000000000000888e+00,1.864510543223560357e-01,9.697847923858191610e-01,1.982046036549274803e-01,9.909252556279392055e-01,2.110967644532744991e+00,-2.643742362788362055e+00,2.085840877871932619e+00,-8.608690508943417363e-01,1.141774830182058942e+00,-7.913655199562182929e+01,-1.668519261039191459e+00,-3.688863407582276466e+01
2.048611111111111119e-02,7.375000000000000000e+00,1.871840963777013644e-01,9.688620915771624098e-01,1.989287525012205515e-01,9.906241229032065609e-01,2.111349844317877977e+00,-2.670911276495384623e+00,2.085253954806963073e+00,-8.736443707934210545e-01,1.059695932179672173e+00,-7.735639095680527078e+01,-1.712098891443577076e+00,-3.669729655888530573e+01
2.083333333333333565e-02,7.500000000000000888e+00,1.879172661934542798e-01,9.679300644289327016e-01,1.996526949348041979e-01,9.903185658270391434e-01,2.111703544485648010e+00,-2.697462078730584967e+00,2.084651961025322464e+00,-8.863533457006259608e-01,9.776170341773855466e-01,-7.557622991798943701e+01,-1.755326727888416372e+00,-3.650648681493224501e+01
2.118055555555555663e-02,7.625000000000000000e+00,1.886505538739158550e-01,9.669889255631680669e-01,2.003764257439807905e-01,9.900086074040905793e-01,2.112028745036056421e+00,-2.723394769493985290e+00,2.084035018533082706e+00,-8.989961587582833147e-01,8.955381361750321956e-01,-7.379606887917287850e+01,-1.798203603328710987e+00,-3.631620419779663678e+01
2.152777777777777762e-02,7.750000000000000000e+00,1.893839495233849701e-01,9.660388896019077576e-01,2.010999397593659921e-01,9.896942705754621095e-01,2.112325445969102322e+00,-2.748709348785573603e+00,2.083403249047091066e+00,-9.115729928843563368e-01,8.134592381726788446e-01,-7.201590784035633419e+01,-1.840730350719507857e+00,-3.612644806131150688e+01
2.187500000000000208e-02,7.875000000000000888e+00,1.901174432461611163e-01,9.650801711671908034e-01,2.018232318537873105e-01,9.893755782187809711e-01,2.112593647284787046e+00,-2.773405816605350349e+00,2.082756773994979049e+00,-9.240840307724447200e-01,7.313803401703254936e-01,-7.023574680153976146e+01,-1.882907803015774872e+00,-3.593721775930986695e+01
2.222222222222222307e-02,8.000000000000000000e+00,1.908510251465435903e-01,9.641129848810564562e-01,2.025462969421844839e-01,9.890525531482777799e-01,2.112833348983109705e+00,-2.797484172953297321e+00,2.082095714515153073e+00,-9.365294548917841855e-01,6.493014421680058934e-01,-6.845558576272466667e+01,-1.924736793172502125e+00,-3.574851264562476416e+01
2.256944444444444406e-02,8.125000000000000000e+00,1.915846853288324658e-01,9.631375453655421914e-01,2.032691299815095332e-01,9.887252181148649122e-01,2.113044551064070298e+00,-2.820944417829451378e+00,2.081420191456801128e+00,-9.489094474872474816e-01,5.672225441656526534e-01,-6.667542472390810815e+01,-1.966218154144725228e+00,-3.556033207408922436e+01
2.291666666666666852e-02,8.250000000000000000e+00,1.923184138973270119e-01,9.621540672426874830e-01,2.039917259706256758e-01,9.883935958062143312e-01,2.113227253527669713e+00,-2.843786551233795201e+00,2.080730325379893220e+00,-9.612241905793440511e-01,4.851436461632993580e-01,-6.489526368509156384e+01,-2.007352718887451370e+00,-3.537267539853627341e+01
2.326388888888888951e-02,8.375000000000000000e+00,1.930522009563267194e-01,9.611627651345314716e-01,2.047140799502066566e-01,9.880577088468353031e-01,2.113381456373906175e+00,-2.866010573166327013e+00,2.080026236555174712e+00,-9.734738659642190317e-01,4.030647481609460070e-01,-6.311510264627501243e+01,-2.048141320355659989e+00,-3.518554197279893714e+01
2.361111111111111049e-02,8.500000000000000000e+00,1.937860366101305520e-01,9.601638536631128540e-01,2.054361870026365777e-01,9.877175797981521121e-01,2.113507159602781016e+00,-2.887616483627039266e+00,2.079308044964173874e+00,-9.856586552136544777e-01,3.209858501586594359e-01,-6.133494160745918578e+01,-2.088584791504341620e+00,-3.499893115071025562e+01
2.395833333333333495e-02,8.625000000000000000e+00,1.945199109630391943e-01,9.591575474504699939e-01,2.061580422519104228e-01,9.873732311585827759e-01,2.113604363214293791e+00,-2.908604282615948389e+00,2.078575870299195660e+00,-9.977787396750689153e-01,2.389069521563061405e-01,-5.955478056864262726e+01,-2.128683965288548308e+00,-3.481284228610324760e+01
2.430555555555555594e-02,8.750000000000000000e+00,1.952538141193516652e-01,9.581440611186422540e-01,2.068796408635317219e-01,9.870246853636159834e-01,2.113673067208445389e+00,-2.928973970133047278e+00,2.077829831963326157e+00,-1.009834300471517121e+00,1.568280541539528450e-01,-5.777461952982604743e+01,-2.168439674663236172e+00,-3.462727473281095314e+01
2.465277777777778040e-02,8.875000000000001776e+00,1.959877361833673726e-01,9.571236092896681091e-01,2.076009780444141861e-01,9.866719647858894771e-01,2.113713271585234477e+00,-2.948725546178334156e+00,2.077070049070430802e+00,-1.021825518501690899e+00,7.474915615159954951e-02,-5.599445849100950312e+01,-2.207852752583447487e+00,-3.444222784466639098e+01
2.500000000000000139e-02,9.000000000000000000e+00,1.967216672593856130e-01,9.560964065855874772e-01,2.083220490427796223e-01,9.863150917352681013e-01,2.113724976344661499e+00,-2.967859010751793480e+00,2.076296640445154829e+00,-1.033752574439917415e+00,-7.329741850720293550e-03,-5.421429745219439411e+01,-2.246924032004154803e+00,-3.425770097550258697e+01
2.534722222222222238e-02,9.125000000000000000e+00,1.974555974517064605e-01,9.550626676284367234e-01,2.090428491480581241e-01,9.859540884589212961e-01,2.113708181486726900e+00,-2.986374363853465219e+00,2.075509724622921492e+00,-1.045615648736161862e+00,-8.940863985307358208e-02,-5.243413641337711795e+01,-2.285654345880371530e+00,-3.407369347915258828e+01
2.569444444444444683e-02,9.250000000000000000e+00,1.981895168646292116e-01,9.540226070402569869e-01,2.097633736907882351e-01,9.855889771414013678e-01,2.113662887011430236e+00,-3.004271605483318730e+00,2.074709419849935621e+00,-1.057414921616024461e+00,-1.714875378554268914e-01,-5.065397537456056654e+01,-2.324044527167099083e+00,-3.389020470944941366e+01
2.604166666666666782e-02,9.375000000000000000e+00,1.989234156024533295e-01,9.529764394430860763e-01,2.104836180425159742e-01,9.852197799047212046e-01,2.113589092918771506e+00,-3.021550735641359786e+00,2.073895844083180506e+00,-1.069150573080742461e+00,-2.535664358577801036e-01,-4.887381433574400802e+01,-2.362095408819361975e+00,-3.370723402022608894e+01
2.638888888888888881e-02,9.500000000000000000e+00,1.996572837694777780e-01,9.519243794589639096e-01,2.112035776156938605e-01,9.848465188084322142e-01,2.113486799208751155e+00,-3.038211754327576397e+00,2.073069114990417017e+00,-1.080822782907189694e+00,-3.356453338600665637e-01,-4.709365329692890612e+01,-2.399807823792144745e+00,-3.352478076531564710e+01
2.673611111111111327e-02,9.625000000000000000e+00,2.003911114700032692e-01,9.508666417099276291e-01,2.119232478635812988e-01,9.844692158497021506e-01,2.113356005881368738e+00,-3.054254661541995208e+00,2.072229349950190702e+00,-1.092431730647876797e+00,-4.177242318624199147e-01,-4.531349225811235470e+01,-2.437182605040443484e+00,-3.334284429855111398e+01
2.708333333333333426e-02,9.750000000000000000e+00,2.011248888083287945e-01,9.498034408180169308e-01,2.126426242801441324e-01,9.840878929633931627e-01,2.113196712936624255e+00,-3.069679457284603341e+00,2.071376666051820692e+00,-1.103977595630949438e+00,-4.998031298647731546e-01,-4.353333121929580329e+01,-2.474220585519271154e+00,-3.316142397376552964e+01
