motor_time_fraction,motor_angle_deg,small_linear,large_linear,small_6h,large_6h,delta_small,delta_large,dsmall6h_dt,dlarge6h_dt
1.529166666666666730e-01,5.505000000000000426e+01,3.878434265450786955e-01,7.213556083103735972e-01,4.003540941694920807e-01,8.036764899372924598e-01,1.251066762441338520e-02,8.232088162691886257e-02,2.708532998518886181e+00,-2.776988402323169236e+00
1.533333333333333492e-01,5.520000000000000284e+01,3.885909795621790286e-01,7.205963592866961864e-01,4.014817509139714802e-01,8.025201740643098658e-01,1.289077135179245159e-02,8.192381477761367936e-02,2.704207772918580055e+00,-2.773315682659113879e+00
1.537499999999999978e-01,5.535000000000000142e+01,3.893385325792793616e-01,7.198371102630187757e-01,4.026075910208645747e-01,8.013654035409570886e-01,1.326905844158521308e-02,8.152829327793831293e-02,2.699813239989753200e+00,-2.769570920566310601e+00
1.541666666666666741e-01,5.550000000000000000e+01,3.900860855963796947e-01,7.190778612393413649e-01,4.037315857400982089e-01,8.002122081395185438e-01,1.364550014371851416e-02,8.113434690017717887e-02,2.695350015533042320e+00,-2.765755293478849630e+00
1.545833333333333504e-01,5.565000000000000568e+01,3.908336386134800278e-01,7.183186122156638431e-01,4.048537065800461576e-01,7.990606171422630633e-01,1.402006796656612986e-02,8.074200492659922013e-02,2.690818724279876228e+00,-2.761869976016249506e+00
1.549999999999999989e-01,5.579999999999999716e+01,3.915811916305803053e-01,7.175593631919863213e-01,4.059739253112314983e-01,7.979106593426453786e-01,1.439273368065119296e-02,8.035129615065905728e-02,2.686219999798526548e+00,-2.757916139839788450e+00
1.554166666666666752e-01,5.595000000000000284e+01,3.923287446476806384e-01,7.168001141683089106e-01,4.070922139699884590e-01,7.967623630465693330e-01,1.476346932230782061e-02,7.996224887826042238e-02,2.681554484398606331e+00,-2.753894953510511723e+00
1.558333333333333515e-01,5.610000000000000853e+01,3.930762976647810270e-01,7.160408651446314998e-01,4.082085448620845769e-01,7.956157560737087131e-01,1.513224719730354995e-02,7.957489092907721329e-02,2.676822829034041895e+00,-2.749807582348933632e+00
1.562500000000000000e-01,5.625000000000000000e+01,3.938238506818813045e-01,7.152816161209540891e-01,4.093228905663020001e-01,7.944708657588862577e-01,1.549903988442069558e-02,7.918924963793216865e-02,2.672025693204525876e+00,-2.745655188296449722e+00
1.566666666666666763e-01,5.640000000000000568e+01,3.945714036989816376e-01,7.145223670972765673e-01,4.104352239379775447e-01,7.933277189535095086e-01,1.586382023899590710e-02,7.880535185623294137e-02,2.667163744855488350e+00,-2.741438929778479583e+00
1.570833333333333526e-01,5.655000000000000426e+01,3.953189567160819706e-01,7.137631180735990455e-01,4.115455181125004525e-01,7.921863420270658374e-01,1.622656139641848183e-02,7.842322395346679187e-02,2.662237660276586482e+00,-2.737159961569355371e+00
1.575000000000000011e-01,5.670000000000000284e+01,3.960665097331823037e-01,7.130038690499216347e-01,4.126537465087676826e-01,7.910467608686698737e-01,1.658723677558537890e-02,7.804289181874823900e-02,2.657248123998741551e+00,-2.732819434658964042e+00
1.579166666666666774e-01,5.685000000000000142e+01,3.968140627502826367e-01,7.122446200262442240e-01,4.137598828325967371e-01,7.899090008886684444e-01,1.694582008231410031e-02,7.766438086242422045e-02,2.652195828689738910e+00,-2.728418496121178816e+00
