motor_time_fraction,motor_angle_deg,small_fraction_0_1,large_fraction_0_1,dsmall_dt,dlarge_dt
0.000000000000000000e+00,0.000000000000000000e+00,8.281423701339889198e-02,8.783710587904349776e-01,9.823002026900223838e-01,3.965759740716193971e+00
3.472222222222222355e-04,1.250000000000000000e-01,8.315578799418246736e-02,8.797451078195001051e-01,9.850376015492977588e-01,3.948739068562950649e+00
6.944444444444444709e-04,2.500000000000000000e-01,8.349829379767709225e-02,8.811132223589955847e-01,9.878000072133095166e-01,3.931577217729937512e+00
1.041666666666666652e-03,3.750000000000000000e-01,8.384176313347004028e-02,8.824753535317649833e-01,9.905875729792444906e-01,3.914275014818294984e+00
1.388888888888888942e-03,5.000000000000000000e-01,8.418620476404660435e-02,8.838314527493961181e-01,9.934004502382688395e-01,3.896833296388007462e+00
1.736111111111111232e-03,6.250000000000000000e-01,8.453162750412343551e-02,8.851814717156687440e-01,9.962387884476564537e-01,3.879252908886635876e+00
2.083333333333333304e-03,7.500000000000000000e-01,8.487804021997238935e-02,8.865253624299733737e-01,9.991027351029611037e-01,3.861534708577109232e+00
2.430555555555555594e-03,8.750000000000000000e-01,8.522545182873413061e-02,8.878630771907076724e-01,1.001992435710238105e+00,3.843679561464545369e+00
2.777777777777777884e-03,1.000000000000000000e+00,8.557387129772346668e-02,8.891945685986467618e-01,1.004908033758331598e+00,3.825688343222127585e+00
3.125000000000000173e-03,1.125000000000000000e+00,8.592330764372310692e-02,8.905197895602856573e-01,1.007849670691216337e+00,3.807561939116040683e+00
3.472222222222222463e-03,1.250000000000000000e+00,8.627376993226909541e-02,8.918386932911585019e-01,1.010817485880409983e+00,3.789301243929479757e+00
3.819444444444444753e-03,1.375000000000000000e+00,8.662526727692691775e-02,8.931512333191291564e-01,1.013811616597455112e+00,3.770907161885725944e+00
4.166666666666666609e-03,1.500000000000000000e+00,8.697780883855708856e-02,8.944573634876554769e-01,1.016832197986482056e+00,3.752380606570318911e+00
4.513888888888889332e-03,1.625000000000000222e+00,8.733140382457194040e-02,8.957570379590262810e-01,1.019879363036845454e+00,3.733722500852307391e+00
4.861111111111111188e-03,1.750000000000000000e+00,8.768606148818253176e-02,8.970502112175721132e-01,1.022953242555855180e+00,3.714933776804611565e+00
5.208333333333333912e-03,1.875000000000000222e+00,8.804179112763631243e-02,8.983368380728450342e-01,1.026053965141589641e+00,3.696015375623499022e+00
5.555555555555555768e-03,2.000000000000000000e+00,8.839860208544558784e-02,8.996168736627742080e-01,1.029181657155815000e+00,3.676968247547162338e+00
5.902777777777777624e-03,2.125000000000000000e+00,8.875650374760596373e-02,9.008902734567905135e-01,1.032336442696993650e+00,3.657793351773439561e+00
6.250000000000000347e-03,2.250000000000000000e+00,8.911550554280606162e-02,9.021569932589229568e-01,1.035518443573407721e+00,3.638491656376666494e+00
6.597222222222222203e-03,2.375000000000000000e+00,8.947561694162754764e-02,9.034169892108663280e-01,1.038727779276387375e+00,3.619064138223670124e+00
6.944444444444444926e-03,2.500000000000000000e+00,8.983684745573576602e-02,9.046702177950195489e-01,1.041964566953655247e+00,3.599511782888921818e+00
7.291666666666666782e-03,2.625000000000000000e+00,9.019920663706192110e-02,9.059166358374939332e-01,1.045228921382792109e+00,3.579835584568852980e+00
