motor_time_fraction,motor_angle_deg,source16_small,source16_large,mobile7_small,mobile7_large,source16_dsmall_dt,source16_dlarge_dt,mobile7_dsmall_dt,mobile7_dlarge_dt
1.909722222222222376e-02,6.875000000000000888e+00,2.082345225420443036e-01,9.392555073315341785e-01,2.783649387961050214e-01,8.808688254308284504e-01,2.110267101814094381e+00,-3.187180324092161232e+00,1.908104985035284473e+00,-3.263317656918780951e+00
1.944444444444444475e-02,7.000000000000000000e+00,2.089671827710221363e-01,9.381472994205695137e-01,2.790275039705119031e-01,8.797356586139369883e-01,2.109852852862013961e+00,-3.195994224483912127e+00,1.908269596185590888e+00,-3.263681021103694846e+00
1.979166666666666574e-02,7.125000000000000000e+00,2.096996960758127637e-01,9.370361384385443859e-01,2.796901254438977080e-01,8.786024095740004869e-01,2.109420818495959971e+00,-3.204190013403847903e+00,1.908429267151827036e+00,-3.263791261661187271e+00
2.013888888888889020e-02,7.250000000000000888e+00,2.104320562809250117e-01,9.359222390074966036e-01,2.803528015009202901e-01,8.774691662011662174e-01,2.108970998715931966e+00,-3.211767690851976109e+00,1.908583997933992693e+00,-3.263648378591257782e+00
2.048611111111111119e-02,7.375000000000000000e+00,2.111642572108684557e-01,9.348058157494653075e-01,2.810155304262378917e-01,8.763360163855833385e-01,2.108503393521930835e+00,-3.218727256828293637e+00,1.908733788532087639e+00,-3.263252371893906822e+00
2.083333333333333565e-02,7.500000000000000888e+00,2.118962926901518107e-01,9.336870832864898606e-01,2.816783105045091995e-01,8.752030480174003424e-01,2.108018002913955691e+00,-3.225068711332796045e+00,1.908878638946110984e+00,-3.262603241569133505e+00
2.118055555555555663e-02,7.625000000000000000e+00,2.126281565432838194e-01,9.325662562406084044e-01,2.823411400203922894e-01,8.740703489867656106e-01,2.107514826892006532e+00,-3.230792054365490884e+00,1.909018549176064727e+00,-3.261700987616938274e+00
2.152777777777777762e-02,7.750000000000000000e+00,2.133598425947741684e-01,9.314435492338599687e-01,2.830040172585452374e-01,8.729380071838270805e-01,2.106993865456083359e+00,-3.235897285926374156e+00,1.909153519221946871e+00,-3.260545610037321573e+00
2.187500000000000208e-02,7.875000000000000888e+00,2.140913446691312672e-01,9.303191768882836943e-01,2.836669405036268965e-01,8.718061104987337995e-01,2.106455118606186616e+00,-3.240384406015444529e+00,1.909283549083758524e+00,-3.259137108830284291e+00
2.222222222222222307e-02,8.000000000000000000e+00,2.148226565908647467e-01,9.291933538259178338e-01,2.843299080402952872e-01,8.706747468216333719e-01,2.105898586342315859e+00,-3.244253414632704668e+00,1.909408638761499466e+00,-3.257475483995823762e+00
2.256944444444444406e-02,8.125000000000000000e+00,2.155537721844833221e-01,9.280662946688014170e-01,2.849929181532083744e-01,8.695440040426747341e-01,2.105324268664471532e+00,-3.247504311778153685e+00,1.909528788255169474e+00,-3.255560735533941763e+00
2.291666666666666852e-02,8.250000000000000000e+00,2.162846852744960413e-01,9.269382140389739178e-01,2.856559691270251222e-01,8.684139700520066008e-01,2.104732165572653191e+00,-3.250137097451789803e+00,1.909643997564768769e+00,-3.253392863444638738e+00
2.326388888888888951e-02,8.375000000000000000e+00,2.170153896854117026e-01,9.258093265584730336e-01,2.863190592464035511e-01,8.672847327397766870e-01,2.104122277066861280e+00,-3.252151771653617018e+00,1.909754266690297353e+00,-3.250971867727912912e+00
2.361111111111111049e-02,8.500000000000000000e+00,2.177458792417398536e-01,9.246798468493381273e-01,2.869821867960016260e-01,8.661563799961334853e-01,2.103494603147094910e+00,-3.253548334383632223e+00,1.909859595631755225e+00,-3.248297748383765615e+00
2.395833333333333495e-02,8.625000000000000000e+00,2.184761477679890151e-01,9.235499895336085618e-01,2.876453500604782554e-01,8.650289997112263762e-01,2.102849143813355415e+00,-3.254326785641835418e+00,1.909959984389142607e+00,-3.245370505412197737e+00
2.430555555555555594e-02,8.750000000000000000e+00,2.192061890886687070e-01,9.224199692333222567e-01,2.883085473244915153e-01,8.639026797752026310e-01,2.102185899065641905e+00,-3.254487125428227934e+00,1.910055432962458832e+00,-3.242190138813206168e+00
2.465277777777778040e-02,8.875000000000001776e+00,2.199359970282878107e-01,9.212900005705181306e-01,2.889717768726993707e-01,8.627775080782107420e-01,2.101504868903954826e+00,-3.254029353742808883e+00,1.910145941351704346e+00,-3.238756648586793130e+00
2.500000000000000139e-02,9.000000000000000000e+00,2.206655654113549581e-01,9.201602981672361015e-01,2.896350369897606192e-01,8.616535725104002008e-01,2.100806053328293288e+00,-3.252953470585579598e+00,1.910231509556879370e+00,-3.235070034732960398e+00
