motor_time_fraction,motor_angle_deg,source16_small,source16_large,mobile7_small,mobile7_large,source16_dsmall_dt,source16_dlarge_dt,mobile7_dsmall_dt,mobile7_dlarge_dt
2.013888888888888951e-01,7.250000000000000000e+01,5.798922700056283741e-01,5.846867440513578984e-01,6.064067734973418444e-01,5.072003230896211523e-01,1.822557766800276147e+00,-1.704791215781644054e+00,1.981614054564509342e+00,-2.113688067956513539e+00
2.017361111111111160e-01,7.262500000000000000e+01,5.805227552673920544e-01,5.840952249250046524e-01,6.070957294862514564e-01,5.064662343002239719e-01,1.809015504260146345e+00,-1.702358798599734380e+00,1.986778786095864335e+00,-2.114661877561595738e+00
2.020833333333333370e-01,7.275000000000000000e+01,5.811485156081008796e-01,5.835045505477561845e-01,6.077864853936177925e-01,5.057318089256270799e-01,1.795342221522520987e+00,-1.699925460939343047e+00,1.991981584875016198e+00,-2.115626798705577016e+00
2.024305555555555580e-01,7.287500000000000000e+01,5.817695055346303601e-01,5.829147212392226107e-01,6.084790544372352672e-01,5.049970500521019368e-01,1.781537918587405400e+00,-1.697491202800468502e+00,1.997222450901966040e+00,-2.116582831388456487e+00
2.027777777777777790e-01,7.300000000000000000e+01,5.823856795538564501e-01,5.823257373190149355e-01,6.091734498348977400e-01,5.042619607659197811e-01,1.767602595454799586e+00,-1.695056024183112298e+00,2.002501384176711863e+00,-2.117529975610235038e+00
2.031250000000000000e-01,7.312500000000000000e+01,5.829969921726549931e-01,5.817375991067434970e-01,6.098696848044005137e-01,5.035265441533519626e-01,1.753536252124703321e+00,-1.692619925087272659e+00,2.007818384699256775e+00,-2.118468231370911337e+00
2.034722222222222210e-01,7.325000000000000000e+01,5.836033978979014991e-01,5.811503069220187445e-01,6.105677725635368924e-01,5.027908033006692756e-01,1.739338888597122601e+00,-1.690182905512951139e+00,2.013173452469597002e+00,-2.119397598670486715e+00
2.038194444444444420e-01,7.337500000000000000e+01,5.842048512364723667e-01,5.805638610844516823e-01,6.112677263301024011e-01,5.020547412941435139e-01,1.725010504872051875e+00,-1.687744965460146851e+00,2.018566587487737873e+00,-2.120318077508960286e+00
2.041666666666666630e-01,7.350000000000000000e+01,5.848013066952435501e-01,5.799782619136527595e-01,6.119695593218907881e-01,5.013183612200453609e-01,1.710551100949485370e+00,-1.685306104928861348e+00,2.023997789753676280e+00,-2.121229667886332937e+00
2.045138888888888840e-01,7.362500000000000000e+01,5.853927187810905597e-01,5.793935097292324254e-01,6.126732847566963569e-01,5.005816661646460553e-01,1.695960676829427971e+00,-1.682866323919092633e+00,2.029467059267412221e+00,-2.122132369802604668e+00
2.048611111111111327e-01,7.375000000000001421e+01,5.859790420008894607e-01,5.788096048508014624e-01,6.133789158523133001e-01,4.998446592142169465e-01,1.681239232511880566e+00,-1.680425622430842258e+00,2.034974396028943477e+00,-2.123026183257774147e+00
2.052083333333333537e-01,7.387500000000001421e+01,5.865602309215904864e-01,5.782265475979702085e-01,6.140864658265366982e-01,4.991073434550297172e-01,1.666390154000070511e+00,-1.677984000464108227e+00,2.040519800038274489e+00,-2.123911108251842261e+00
2.055555555555555747e-01,7.400000000000000000e+01,5.871362654531655512e-01,5.776443382903493351e-01,6.147959478971601888e-01,4.983697219733548289e-01,1.651594943392691306e+00,-1.675541458018892316e+00,2.046103271295401260e+00,-2.124787144784809012e+00
2.059027777777777957e-01,7.412500000000000000e+01,5.877071900458346043e-01,5.770629772475492913e-01,6.155073752819787414e-01,4.976317978554640753e-01,1.636956905900676773e+00,-1.673097995095193857e+00,2.051724809800327787e+00,-2.125654292856674843e+00
2.062500000000000167e-01,7.425000000000000000e+01,5.882730592735959663e-01,5.764824647891811926e-01,6.162207611987865485e-01,4.968935741876281398e-01,1.622476041524020252e+00,-1.670653611693014184e+00,2.057384415553051848e+00,-2.126512552467438422e+00
2.065972222222222376e-01,7.437500000000000000e+01,5.888339277104480685e-01,5.759028012348550440e-01,6.169361188653779138e-01,4.961550540561185940e-01,1.608152350262727959e+00,-1.668208307812350633e+00,2.063082088553573890e+00,-2.127361923617101080e+00
2.069444444444444586e-01,7.450000000000000000e+01,5.893898499303892313e-01,5.753239869041817389e-01,6.176534614995468075e-01,4.954162405472065100e-01,1.593985832116799672e+00,-1.665762083453206310e+00,2.068817828801890801e+00,-2.128202406305662375e+00
2.072916666666666796e-01,7.462500000000000000e+01,5.899408805074175532e-01,5.747460221167716155e-01,6.183728023190879775e-01,4.946771367471635150e-01,1.579976487086241166e+00,-1.663314938615578109e+00,2.074591636298005692e+00,-2.129034000533121862e+00
2.076388888888889006e-01,7.475000000000000000e+01,5.904870740155317987e-01,5.741689071922354559e-01,6.190941545417961711e-01,4.939377457422601259e-01,1.566124315171041781e+00,-1.660866873299468027e+00,2.080403511041920783e+00,-2.129856706299480429e+00
2.079861111111111216e-01,7.487500000000000000e+01,5.910284850287301772e-01,5.735926424501840426e-01,6.198175313854654700e-01,4.931980706187683028e-01,1.552429316371211510e+00,-1.658417887504876287e+00,2.086253453033633409e+00,-2.130670523604737188e+00
2.083333333333333426e-01,7.500000000000000000e+01,5.915651681210111201e-01,5.730172282102272696e-01,6.205429460678900666e-01,4.924581144629584517e-01,1.538891490686739472e+00,-1.655967981231801112e+00,2.092141462273143127e+00,-2.131475452448892582e+00
2.086805555555555636e-01,7.512500000000000000e+01,5.920971778663732810e-01,5.724426647919764743e-01,6.212704118068644865e-01,4.917178803611023108e-01,1.525510838117632550e+00,-1.653517154480243612e+00,2.098067538760451267e+00,-2.132271492831947501e+00
2.090277777777777846e-01,7.525000000000000000e+01,5.926245688388147581e-01,5.718689525150417730e-01,6.219999418201828112e-01,4.909773713994712852e-01,1.512287358663889414e+00,-1.651065407250204675e+00,2.104031682495554278e+00,-2.133058644753899280e+00
2.093750000000000056e-01,7.537500000000000000e+01,5.931473956123337610e-01,5.712960916990339477e-01,6.227315493256397883e-01,4.902365906643359472e-01,1.499221052325515835e+00,-1.648612739541682304e+00,2.110033893478454825e+00,-2.133836908214751027e+00
2.097222222222222265e-01,7.550000000000000000e+01,5.936657127609289430e-01,5.707240826635634479e-01,6.234652475410299433e-01,4.894955412419682017e-01,1.486311919102506263e+00,-1.646159151354677608e+00,2.116074171709156015e+00,-2.134606283214500522e+00
2.100694444444444475e-01,7.562500000000000000e+01,5.941795748585987358e-01,5.701529257282412777e-01,6.242010496841471356e-01,4.887542262186385100e-01,1.473559958994855368e+00,-1.643704642689191919e+00,2.122152517187654297e+00,-2.135366769753149541e+00
2.104166666666666685e-01,7.575000000000000000e+01,5.946890364793414596e-01,5.695826212126773314e-01,6.249389689727862240e-01,4.880126486806186659e-01,1.460965172002569146e+00,-1.641249213545221908e+00,2.128268929913950558e+00,-2.136118367830696751e+00
2.107638888888888895e-01,7.587500000000000000e+01,5.951941521971555460e-01,5.690131694364829462e-01,6.256790186247409569e-01,4.872708117141797413e-01,1.448527558125647152e+00,-1.638792863922771570e+00,2.134423409888042134e+00,-2.136861077447142598e+00
2.111111111111111105e-01,7.600000000000000000e+01,5.956949765860395374e-01,5.684445707192680164e-01,6.264212118578066368e-01,4.865287184055930858e-01,1.436247117364088721e+00,-1.636335593821837353e+00,2.140615957109933465e+00,-2.137594898602486193e+00
2.114583333333333315e-01,7.612500000000000000e+01,5.961915642199911991e-01,5.678768253806433242e-01,6.271655618897764572e-01,4.857863718411294940e-01,1.424123849717899848e+00,-1.633877403242421034e+00,2.146846571579620111e+00,-2.138319831296729312e+00
2.118055555555555525e-01,7.625000000000000000e+01,5.966839696730094067e-01,5.673099337402195408e-01,6.279120819384459429e-01,4.850437751070607595e-01,1.412157755187075203e+00,-1.631418292184521723e+00,2.153115253297106513e+00,-2.139035875529870623e+00
2.121527777777777735e-01,7.637500000000000000e+01,5.971722475190927026e-01,5.667438961176076706e-01,6.286607852216089531e-01,4.843009312896575658e-01,1.400348833771609680e+00,-1.628958260648141643e+00,2.159422002262391338e+00,-2.139743031301910570e+00
2.124999999999999944e-01,7.650000000000000000e+01,5.976564523322392963e-01,5.661787128324174967e-01,6.294116849570599026e-01,4.835578434751913735e-01,1.388697085471508386e+00,-1.626497308633277905e+00,2.165766818475473698e+00,-2.140441298612849597e+00
2.128472222222222432e-01,7.662500000000001421e+01,5.981366386864476192e-01,5.656143842042603564e-01,6.301647943625926507e-01,4.828145147499333101e-01,1.377202510286771320e+00,-1.624035436139932731e+00,2.172149701936350930e+00,-2.141130677462686815e+00
2.131944444444444642e-01,7.675000000000000000e+01,5.986128611557158807e-01,5.650509105527462550e-01,6.309201266560025001e-01,4.820709482001550028e-01,1.365865108217398260e+00,-1.621572643168104344e+00,2.178570652645027916e+00,-2.141811167851422226e+00
2.135416666666666852e-01,7.687500000000000000e+01,5.990851743140424013e-01,5.644882921974859746e-01,6.316776950550831993e-01,4.813271469121270241e-01,1.354684879263394093e+00,-1.619108929717793632e+00,2.185029670601500662e+00,-2.142482769779056717e+00
2.138888888888889062e-01,7.700000000000000000e+01,5.995536327354257233e-01,5.639265294580900756e-01,6.324375127776293848e-01,4.805831139721211120e-01,1.343661823424753932e+00,-1.616644295789000374e+00,2.191526755805773607e+00,-2.143145483245589400e+00
2.142361111111111271e-01,7.712500000000000000e+01,6.000182909938645004e-01,5.633656226541693401e-01,6.331995930414354712e-01,4.798388524664081167e-01,1.332795940701473336e+00,-1.614178741381725679e+00,2.198061908257844088e+00,-2.143799308251021163e+00
2.145833333333333481e-01,7.725000000000000000e+01,6.004792036633569419e-01,5.628055721053341065e-01,6.339639490642957620e-01,4.790943654812592767e-01,1.322087231093557191e+00,-1.611712266495967771e+00,2.204635127957712548e+00,-2.144444244795351562e+00
2.149305555555555691e-01,7.737500000000000000e+01,6.009364253179013682e-01,5.622463781311952680e-01,6.347305940640042277e-01,4.783496561029458860e-01,1.311535694601005053e+00,-1.609244871131728649e+00,2.211246414905375435e+00,-2.145080292878580153e+00
2.152777777777777901e-01,7.750000000000000000e+01,6.013900105314958777e-01,5.616880410513628297e-01,6.354995412583555048e-01,4.776047274177396273e-01,1.301141331223821584e+00,-1.606776555289005648e+00,2.217895769100836301e+00,-2.145707452500707380e+00
2.156250000000000111e-01,7.762500000000000000e+01,6.018400138781395681e-01,5.611305611854479070e-01,6.362708038651443410e-01,4.768595825119109066e-01,1.290904140961997904e+00,-1.604307318967800544e+00,2.224583190544097810e+00,-2.146325723661733242e+00
2.159722222222222321e-01,7.775000000000000000e+01,6.022864899318299825e-01,5.605739388530610601e-01,6.370443951021649287e-01,4.761142244717316285e-01,1.280824123815542448e+00,-1.601837162168114226e+00,2.231308679235156411e+00,-2.146935106361657741e+00
2.163194444444444531e-01,7.787500000000000000e+01,6.027294932665664406e-01,5.600181743738125162e-01,6.378203281872115715e-01,4.753686563834725320e-01,1.270901279784446780e+00,-1.599366084889944473e+00,2.238072235174012548e+00,-2.147535600600480876e+00
2.166666666666666741e-01,7.800000000000000000e+01,6.031690784563467078e-01,5.594632680673130576e-01,6.385986163380785730e-01,4.746228813334048002e-01,1.261135608868715785e+00,-1.596894087133292173e+00,2.244873858360667107e+00,-2.148127206378202647e+00
2.170138888888888951e-01,7.812500000000000000e+01,6.036053000751693265e-01,5.589092202531734666e-01,6.393792727725601255e-01,4.738769024078003933e-01,1.251527111068348797e+00,-1.594421168898158436e+00,2.251713548795116093e+00,-2.148709923694822610e+00
2.173611111111111160e-01,7.825000000000000000e+01,6.040382126970325061e-01,5.583560312510040813e-01,6.401623107084507547e-01,4.731307226929294951e-01,1.242075786383349811e+00,-1.591947330184541487e+00,2.258591306477362615e+00,-2.149283752550341209e+00
2.177083333333333370e-01,7.837500000000000000e+01,6.044678708959346780e-01,5.578037013804153510e-01,6.409477433635452082e-01,4.723843452750642324e-01,1.232781634813715277e+00,-1.589472570992442213e+00,2.265507131407410224e+00,-2.149848692944758444e+00
2.180555555555555580e-01,7.850000000000000000e+01,6.048943292458747178e-01,5.572522309610185021e-01,6.417355839556375674e-01,4.716377732404750667e-01,1.223644656359440530e+00,-1.586996891321861280e+00,2.272461023585254480e+00,-2.150404744878074759e+00
2.184027777777777790e-01,7.862500000000000000e+01,6.053176423208505019e-01,5.567016203124233176e-01,6.425258457025222469e-01,4.708910096754335695e-01,1.214664851020530456e+00,-1.584520291172797357e+00,2.279452983010897160e+00,-2.150951908350289710e+00
2.187500000000000000e-01,7.875000000000000000e+01,6.057378646948606837e-01,5.561518697542409129e-01,6.433185418219931062e-01,4.701440576662108128e-01,1.205842218796984167e+00,-1.582042770545251553e+00,2.286483009684334267e+00,-2.151490183361402853e+00
2.190972222222222210e-01,7.887500000000000000e+01,6.061550509419035837e-01,5.556029796060816262e-01,6.441136855318454479e-01,4.693969202990785905e-01,1.197176759688802550e+00,-1.579564329439222981e+00,2.293551103605572017e+00,-2.152019569911414187e+00
2.194444444444444420e-01,7.900000000000000000e+01,6.065692556359774112e-01,5.550549501875560177e-01,6.449112900498727985e-01,4.686496006603073639e-01,1.188668473695988270e+00,-1.577084967854711639e+00,2.300657264774604638e+00,-2.152540068000324602e+00
2.197916666666666630e-01,7.912500000000000000e+01,6.069805333510807088e-01,5.545077818182746476e-01,6.457113685938703496e-01,4.679021018361688711e-01,1.180317360818537997e+00,-1.574604685791717751e+00,2.307801493191437903e+00,-2.153051677628133653e+00
2.201388888888888840e-01,7.925000000000000000e+01,6.073889386612119079e-01,5.539614748178486314e-01,6.465139343816319606e-01,4.671544269129339066e-01,1.172123421056448400e+00,-1.572123483250242648e+00,2.314983788856068703e+00,-2.153554398794841340e+00
2.204861111111111327e-01,7.937500000000001421e+01,6.077945261403694399e-01,5.534160295058878631e-01,6.473190006309520461e-01,4.664065789768737647e-01,1.164086654409723476e+00,-1.569641360230284333e+00,2.322204151768497038e+00,-2.154048231500447663e+00
2.208333333333333537e-01,7.950000000000001421e+01,6.081973503625515143e-01,5.528714462020034581e-01,6.481265805596246876e-01,4.656585611142597947e-01,1.156207060878362558e+00,-1.567158316731844581e+00,2.329462581928720688e+00,-2.154533175744951734e+00
2.211805555555555747e-01,7.962500000000000000e+01,6.085974659017566735e-01,5.523277252258054215e-01,6.489366873854450768e-01,4.649103764113636239e-01,1.148484640462365425e+00,-1.564674352754921394e+00,2.336759079336744538e+00,-2.155009231528355329e+00
2.215277777777777957e-01,7.975000000000000000e+01,6.089949273319831269e-01,5.517848668969047576e-01,6.497493343262065180e-01,4.641620279544556582e-01,1.140919393161736073e+00,-1.562189468299516104e+00,2.344093643992562370e+00,-2.155476398850657560e+00
2.218750000000000167e-01,7.987500000000000000e+01,6.093897892272294170e-01,5.512428715349120267e-01,6.505645345997044249e-01,4.634135188298078023e-01,1.133511318976470506e+00,-1.559703663365627824e+00,2.351466275896181735e+00,-2.155934677711857539e+00
2.222222222222222376e-01,8.000000000000000000e+01,6.097821061614940863e-01,5.507017394594377890e-01,6.513823014237327680e-01,4.626648521236906286e-01,1.126260417906566280e+00,-1.557216937953258551e+00,2.358876975047598634e+00,-2.156384068111956154e+00
2.225694444444444586e-01,8.012500000000000000e+01,6.101719327087752331e-01,5.501614709900924938e-01,6.522026480160859618e-01,4.619160309223758198e-01,1.119166689952026283e+00,-1.554729292062406065e+00,2.366325741446813069e+00,-2.156824570050954293e+00
2.229166666666666796e-01,8.025000000000000000e+01,6.105593234430714000e-01,5.496220664464869232e-01,6.530255875945577548e-01,4.611670583121343925e-01,1.112230135112850293e+00,-1.552240725693071699e+00,2.373812575093821930e+00,-2.157256183528850624e+00
2.232638888888889006e-01,8.037500000000000000e+01,6.109443329383807963e-01,5.490835261482314156e-01,6.538511333769432277e-01,4.604179373792379737e-01,1.105450753389040974e+00,-1.549751238845254342e+00,2.381337475988629215e+00,-2.157678908545645147e+00
2.236111111111111216e-01,8.050000000000000000e+01,6.113270157687020756e-01,5.485458504149366421e-01,6.546792985810367949e-01,4.596686712099570804e-01,1.098828544780593663e+00,-1.547260831518954882e+00,2.388900444131235812e+00,-2.158092745101338750e+00
2.239583333333333426e-01,8.062500000000000000e+01,6.117074265080334472e-01,5.480090395662136071e-01,6.555100964246327599e-01,4.589192628905636173e-01,1.092363509287512802e+00,-1.544769503714173320e+00,2.396501479521641276e+00,-2.158497693195930545e+00
2.243055555555555636e-01,8.075000000000000000e+01,6.120856197303733426e-01,5.474730939216720937e-01,6.563435401255253154e-01,4.581697155073281569e-01,1.086055646909793726e+00,-1.542277255430908767e+00,2.404140582159844275e+00,-2.158893752829421420e+00
2.246527777777777846e-01,8.087500000000000000e+01,6.124616500097203042e-01,5.469380121673638184e-01,6.571796429015088759e-01,4.574200321465223262e-01,1.079904957647438657e+00,-1.539799983629393187e+00,2.411817752045844809e+00,-2.159280924001810487e+00
2.250000000000000056e-01,8.100000000000000000e+01,6.128355719200726526e-01,5.464037838189899077e-01,6.580184179703771896e-01,4.566702158944173640e-01,1.073911441500447816e+00,-1.537361871980536865e+00,2.419532989179639770e+00,-2.159659206713098190e+00
2.253472222222222265e-01,8.112500000000000000e+01,6.132074400354283750e-01,5.458703951944776644e-01,6.588598785499255595e-01,4.559202698372842866e-01,1.068075098468823647e+00,-1.534963174185520307e+00,2.427286293561231822e+00,-2.160028600963284084e+00
2.256944444444444475e-01,8.125000000000000000e+01,6.135773089297862359e-01,5.453378326084611372e-01,6.597040378579483999e-01,4.551701970613945547e-01,1.062395928552563484e+00,-1.532603890244343958e+00,2.435077665190625407e+00,-2.160389106752369504e+00
2.260416666666666685e-01,8.137500000000000000e+01,6.139452331771448890e-01,5.448060823755748183e-01,6.605509091122396814e-01,4.544200006530189073e-01,1.056873931751664886e+00,-1.530284020157008928e+00,2.442907104067816082e+00,-2.160740724080352670e+00
2.263888888888888895e-01,8.150000000000000000e+01,6.143112673515023214e-01,5.442751308104524233e-01,6.614005055305938185e-01,4.536696836984289161e-01,1.051509108066130960e+00,-1.528003563923513664e+00,2.450774610192805625e+00,-2.161083452947235362e+00
2.267361111111111105e-01,8.162500000000000000e+01,6.146754660268570758e-01,5.437449642277283335e-01,6.622528403308050038e-01,4.529192492838958195e-01,1.046301457495961040e+00,-1.525762521543859718e+00,2.458680183565588706e+00,-2.161417293353015801e+00
2.270833333333333315e-01,8.175000000000000000e+01,6.150378837772073615e-01,5.432155689420361533e-01,6.631079267306679847e-01,4.521687004956909672e-01,1.041250980041155128e+00,-1.523560893018044871e+00,2.466623824186172875e+00,-2.161742245297694875e+00
2.274305555555555525e-01,8.187500000000000000e+01,6.153985751765517209e-01,5.426869312680102642e-01,6.639657768632571955e-01,4.514180404200851537e-01,1.036357675701715664e+00,-1.521398678346070898e+00,2.474589114063996842e+00,-2.162058308781273031e+00
2.277777777777777735e-01,8.200000000000000000e+01,6.157575947988883636e-01,5.421590375202848255e-01,6.648263845969981656e-01,4.506672721433500062e-01,1.031621544477640207e+00,-1.519275877527937135e+00,2.482500981965998665e+00,-2.162365483803749822e+00
2.281250000000000222e-01,8.212500000000001421e+01,6.161149972182160539e-01,5.416318740134939969e-01,6.656897286213466769e-01,4.499163987517563190e-01,1.027042586368926536e+00,-1.517192490563644913e+00,2.490350147964554672e+00,-2.162663770365124360e+00
2.284722222222222432e-01,8.225000000000001421e+01,6.164708370085331124e-01,5.411054270622716045e-01,6.665557871648090105e-01,4.491654233315754974e-01,1.022620801375577981e+00,-1.515148517453192012e+00,2.498136612059668860e+00,-2.162953168465398424e+00
2.288194444444444642e-01,8.237500000000000000e+01,6.168251687438375264e-01,5.405796829812518078e-01,6.674245384558901151e-01,4.484143489690788353e-01,1.018356189497592990e+00,-1.513143958196580208e+00,2.505860374251334566e+00,-2.163233678104570679e+00
2.291666666666666852e-01,8.250000000000000000e+01,6.171780469981282824e-01,5.400546280850686554e-01,6.682959607230964938e-01,4.476631787505379045e-01,1.014248750734972004e+00,-1.511178812793808390e+00,2.513521434539559340e+00,-2.163505299282641126e+00
2.295138888888889062e-01,8.262500000000000000e+01,6.175295263454029238e-01,5.395302486883563065e-01,6.691700321949333174e-01,4.469119157622231109e-01,1.010298485087717468e+00,-1.509253081244876782e+00,2.521119792924335634e+00,-2.163768031999610653e+00
2.298611111111111271e-01,8.275000000000000000e+01,6.178796613596605480e-01,5.390065311057488096e-01,6.700467310999067561e-01,4.461605630904064146e-01,1.006505392555826495e+00,-1.507366763549785604e+00,2.528655449405671884e+00,-2.164021876255478816e+00
2.302083333333333481e-01,8.287500000000000000e+01,6.182285066148995867e-01,5.384834616518803241e-01,6.709260356665227576e-01,4.454091238213583881e-01,1.002869473139298639e+00,-1.505519859708535524e+00,2.536128403983564095e+00,-2.164266832050244727e+00
2.305555555555555691e-01,8.300000000000000000e+01,6.185761166851180270e-01,5.379610266413847874e-01,6.718079241232863819e-01,4.446576010413505475e-01,9.993907268381345688e-01,-1.503712369721125430e+00,2.543538656658012265e+00,-2.164502899383910162e+00
2.309027777777777901e-01,8.312500000000000000e+01,6.189225461443145226e-01,5.374392123888965811e-01,6.726923746987036878e-01,4.439059978366542425e-01,9.960691536523346157e-01,-1.501944293587556212e+00,2.550886207429011066e+00,-2.164730078256473789e+00
2.312500000000000111e-01,8.325000000000000000e+01,6.192678495664871718e-01,5.369180052090491984e-01,6.735793656212801794e-01,4.431543172935407116e-01,9.929047535819004455e-01,-1.500215631307826314e+00,2.558171056296568491e+00,-2.164948368667936052e+00
2.315972222222222321e-01,8.337500000000000000e+01,6.196120815256346281e-01,5.363973914164772427e-01,6.744688751195224707e-01,4.424025624982808602e-01,9.898975266268290607e-01,-1.498526382881937513e+00,2.565393203260681432e+00,-2.165157770618297395e+00
2.319444444444444531e-01,8.350000000000000000e+01,6.199552965957551010e-01,5.358773573258149847e-01,6.753608814219357326e-01,4.416507365371463156e-01,9.870474727871231257e-01,-1.496876548309889365e+00,2.572552648321352997e+00,-2.165358284107556930e+00
2.322916666666666741e-01,8.362500000000000000e+01,6.202975493508472438e-01,5.353578892516956955e-01,6.762553627570254688e-01,4.408988424964077613e-01,9.843545920627796431e-01,-1.495266127591681427e+00,2.579649391478580522e+00,-2.165549909135715101e+00
2.326388888888888951e-01,8.375000000000000000e+01,6.206388943649092660e-01,5.348389735087540897e-01,6.771522973532979606e-01,4.401468834623367132e-01,9.818188844538008331e-01,-1.493695120727313697e+00,2.586683432732360011e+00,-2.165732645702771464e+00
2.329861111111111160e-01,8.387500000000000000e+01,6.209793862119398211e-01,5.343205964116243267e-01,6.780516634392581565e-01,4.393948625212046877e-01,9.794403499601861407e-01,-1.492163527716786842e+00,2.593654772082695903e+00,-2.165906493808726907e+00
2.333333333333333370e-01,8.400000000000000000e+01,6.213190794659366745e-01,5.338027442749400109e-01,6.789534392434123378e-01,4.386427827592822015e-01,9.772189885819364541e-01,-1.490671348560099974e+00,2.600563409529585979e+00,-2.166071453453580542e+00
2.336805555555555580e-01,8.412500000000000000e+01,6.216580287008989236e-01,5.332854034133354126e-01,6.798576029942668963e-01,4.378906472628413260e-01,9.751548003190509961e-01,-1.489218583257253536e+00,2.607409345073033791e+00,-2.166227524637332813e+00
2.340277777777777790e-01,8.425000000000000000e+01,6.219962884908244449e-01,5.327685601414449135e-01,6.807641329203263370e-01,4.371384591181523560e-01,9.732477851715288786e-01,-1.487805231808247974e+00,2.614192578713039783e+00,-2.166374707359984164e+00
2.343750000000000000e-01,8.437500000000000000e+01,6.223339134097118919e-01,5.322522007739023397e-01,6.816730072500974957e-01,4.363862214114870297e-01,9.714979431393709897e-01,-1.486431294213082399e+00,2.620913110449600403e+00,-2.166513001621533707e+00
2.347222222222222210e-01,8.450000000000000000e+01,6.226709580315595849e-01,5.317363116253418509e-01,6.825842042120848774e-01,4.356339372291165857e-01,9.699052742225771073e-01,-1.485096770471757699e+00,2.627570940282711653e+00,-2.166642407421981886e+00
2.350694444444444420e-01,8.462500000000000000e+01,6.230074769303659554e-01,5.312208790103971623e-01,6.834977020347957621e-01,4.348816096573122625e-01,9.684697784211475646e-01,-1.483801660584272764e+00,2.634166068212385969e+00,-2.166762924761328701e+00
2.354166666666666630e-01,8.475000000000000000e+01,6.233435246801293239e-01,5.307058892437027664e-01,6.844134789467342106e-01,4.341292417823449656e-01,9.671914557350829167e-01,-1.482545964550628481e+00,2.640698494238610472e+00,-2.166874553639573708e+00
2.357638888888889117e-01,8.487500000000001421e+01,6.236791558548481218e-01,5.301913286398927116e-01,6.853315131764073920e-01,4.333768366904861002e-01,9.660703061643812761e-01,-1.481329682370824630e+00,2.647168218361393599e+00,-2.166977294056718240e+00
2.361111111111111327e-01,8.500000000000001421e+01,6.240144250285206695e-01,5.296771835136011575e-01,6.862517829523205881e-01,4.326243974680072379e-01,9.651063297090447524e-01,-1.480152814044861653e+00,2.653575240580730465e+00,-2.167071146012760074e+00
2.364583333333333537e-01,8.512500000000001421e+01,6.243493867751455095e-01,5.291634401794618192e-01,6.871742665029796360e-01,4.318719272011788957e-01,9.642995263690717911e-01,-1.479015359572738220e+00,2.659919560896627289e+00,-2.167156109507701878e+00
2.368055555555555747e-01,8.525000000000000000e+01,6.246840956687209623e-01,5.286500849521093004e-01,6.880989420568895953e-01,4.311194289762726450e-01,9.636498961444629474e-01,-1.477917318954455883e+00,2.666201179309074298e+00,-2.167232184541541429e+00
2.371527777777777957e-01,8.537500000000000000e+01,6.250186062832453482e-01,5.281371041461770943e-01,6.890257878425570803e-01,4.303669058795599467e-01,9.631574390352185544e-01,-1.476858692190013977e+00,2.672420095818081265e+00,-2.167299371114280060e+00
2.375000000000000167e-01,8.550000000000000000e+01,6.253529731927170987e-01,5.276244840762995825e-01,6.899547820884873728e-01,4.296143609973114841e-01,9.628221550413383900e-01,-1.475839479279412059e+00,2.678576310423639306e+00,-2.167357669225916883e+00
2.378472222222222376e-01,8.562500000000000000e+01,6.256872509711344232e-01,5.271122110571109243e-01,6.908859030231864207e-01,4.288617974157991064e-01,9.626440441628221212e-01,-1.474859680222650349e+00,2.684669823125757304e+00,-2.167407078876451898e+00
2.381944444444444586e-01,8.575000000000000000e+01,6.260214941924960863e-01,5.266002714032453902e-01,6.918191288751600609e-01,4.281092182212933306e-01,9.626231063996700810e-01,-1.473919295019729736e+00,2.690700633924429930e+00,-2.167447600065886437e+00
2.385416666666666796e-01,8.587500000000000000e+01,6.263557574308005194e-01,5.260886514293364735e-01,6.927544378729139085e-01,4.273566265000657838e-01,9.627593417518823804e-01,-1.473018323670649554e+00,2.696668742819659403e+00,-2.167479232794218724e+00
2.388888888888889006e-01,8.600000000000000000e+01,6.266900952600457098e-01,5.255773374500187778e-01,6.936918082449533562e-01,4.266040253383875935e-01,9.630527502194586864e-01,-1.472156766175409359e+00,2.702574149811440396e+00,-2.167501977061450091e+00
2.392361111111111216e-01,8.612500000000000000e+01,6.270245622542300890e-01,5.250663157799261294e-01,6.946312182197843521e-01,4.258514178225302760e-01,9.635033318023991100e-01,-1.471334622534010039e+00,2.708416854899779569e+00,-2.167515832867580095e+00
2.395833333333333426e-01,8.625000000000000000e+01,6.273592129873523104e-01,5.245555727336925766e-01,6.955726460259133992e-01,4.250988070387644591e-01,9.641110865007038733e-01,-1.470551892746450706e+00,2.714196858084673813e+00,-2.167520800212608290e+00
2.399305555555555636e-01,8.637500000000000000e+01,6.276941020334105836e-01,5.240450946259523901e-01,6.965160698918452242e-01,4.243461960733620475e-01,9.648760143143724211e-01,-1.469808576812731804e+00,2.719914159366127571e+00,-2.167516879096535565e+00
2.402777777777777846e-01,8.650000000000000000e+01,6.280292839664034510e-01,5.235348677713396182e-01,6.974614680460864413e-01,4.235935880125935027e-01,9.657981152434054195e-01,-1.469104674732853333e+00,2.725568758744132847e+00,-2.167504069519361032e+00
2.406250000000000056e-01,8.662500000000000000e+01,6.283648133603290109e-01,5.230248784844880872e-01,6.984088187171421103e-01,4.228409859427304518e-01,9.668773892878027576e-01,-1.468440186506815515e+00,2.731160656218697191e+00,-2.167482371481085135e+00
