motor_time_fraction,motor_angle_deg,small_fraction_0_1,large_fraction_0_1,dsmall_dt,dlarge_dt
5.253472222222221877e-01,1.891250000000000000e+02,9.067277945888128077e-01,7.296559339821012680e-02,-3.311804848440826898e+00,-1.250655274912066517e+00
5.256944444444444642e-01,1.892500000000000000e+02,9.055746554753044686e-01,7.253164472747118674e-02,-3.330264142514065551e+00,-1.248889058662367990e+00
5.260416666666667407e-01,1.893750000000000284e+02,9.044151197540736264e-01,7.209830935381600359e-02,-3.348649153733671557e+00,-1.247122633957880700e+00
5.263888888888889062e-01,1.895000000000000000e+02,9.032492133792816569e-01,7.166558740152673135e-02,-3.366958952281230655e+00,-1.245355701623497513e+00
5.267361111111111827e-01,1.896250000000000284e+02,9.020769626274750541e-01,7.123347909899166441e-02,-3.385192611043744026e+00,-1.243587961188114210e+00
5.270833333333333481e-01,1.897500000000000000e+02,9.008983940966333037e-01,7.080198477915014554e-02,-3.403349205720026749e+00,-1.241819110916484670e+00
5.274305555555556246e-01,1.898750000000000284e+02,8.997135347051662402e-01,7.037110487992510877e-02,-3.421427814927467281e+00,-1.240048847841211277e+00
5.277777777777777901e-01,1.900000000000000000e+02,8.985224116908887559e-01,6.994083994464626863e-02,-3.439427520308903752e+00,-1.238276867794852132e+00
5.281250000000000666e-01,1.901250000000000284e+02,8.973250526099471047e-01,6.951119062245972313e-02,-3.457347406639810217e+00,-1.236502865442138166e+00
5.284722222222222321e-01,1.902500000000000000e+02,8.961214853357160059e-01,6.908215766873038177e-02,-3.475186561935576179e+00,-1.234726534312336810e+00
5.288194444444445086e-01,1.903750000000000284e+02,8.949117380576523395e-01,6.865374194542758768e-02,-3.492944077559083205e+00,-1.232947566831695596e+00
5.291666666666666741e-01,1.905000000000000000e+02,8.936958392801161999e-01,6.822594442150475835e-02,-3.510619048328296188e+00,-1.231165654356035422e+00
5.295138888888889506e-01,1.906250000000000284e+02,8.924738178211506501e-01,6.779876617326398291e-02,-3.528210572624125962e+00,-1.229380487203424410e+00
5.298611111111111160e-01,1.907500000000000000e+02,8.912457028112278357e-01,6.737220838471193185e-02,-3.545717752498303010e+00,-1.227591754686987224e+00
5.302083333333333925e-01,1.908750000000000284e+02,8.900115236919531325e-01,6.694627234790172243e-02,-3.563139693781445683e+00,-1.225799145147808078e+00
5.305555555555555580e-01,1.910000000000000000e+02,8.887713102147366540e-01,6.652095946326572196e-02,-3.580475506191108881e+00,-1.224002345987946549e+00
5.309027777777778345e-01,1.911250000000000284e+02,8.875250924394241236e-01,6.609627123993493114e-02,-3.597724303439996607e+00,-1.222201043703547541e+00
5.312500000000000000e-01,1.912500000000000000e+02,8.862729007328902231e-01,6.567220929604933310e-02,-3.614885203344122999e+00,-1.220394923918068253e+00
5.315972222222222765e-01,1.913750000000000284e+02,8.850147657675948576e-01,6.524877535905332371e-02,-3.631957327931079949e+00,-1.218583671415591541e+00
5.319444444444444420e-01,1.915000000000000000e+02,8.837507185201044502e-01,6.482597126598227399e-02,-3.648939803548231442e+00,-1.216766970174244289e+00
5.322916666666667185e-01,1.916250000000000284e+02,8.824807902695691597e-01,6.440379896373651936e-02,-3.665831760970966524e+00,-1.214944503399709719e+00
5.326388888888888840e-01,1.917500000000000000e+02,8.812050125961706781e-01,6.398226050934388565e-02,-3.682632335510835908e+00,-1.213115953558830507e+00
5.329861111111111605e-01,1.918750000000000284e+02,8.799234173795251746e-01,6.356135807020983630e-02,-3.699340667123716120e+00,-1.211281002413305163e+00
5.333333333333333259e-01,1.920000000000000000e+02,8.786360367970547092e-01,6.314109392435705848e-02,-3.715955900517815991e+00,-1.209439331053478339e+00
5.336805555555556024e-01,1.921250000000000284e+02,8.773429033223156814e-01,6.272147046065197629e-02,-3.732477185261671160e+00,-1.207590619932210396e+00
5.340277777777777679e-01,1.922500000000000000e+02,8.760440497232946377e-01,6.230249017902128594e-02,-3.748903675891929854e+00,-1.205734548898835579e+00
5.343750000000000444e-01,1.923750000000000284e+02,8.747395090606630008e-01,6.188415569065447430e-02,-3.765234532021098701e+00,-1.203870797233203893e+00
5.347222222222222099e-01,1.925000000000000000e+02,8.734293146859978263e-01,6.146646971819624827e-02,-3.781468918445045624e+00,-1.201999043679804036e+00
5.350694444444444864e-01,1.926250000000000284e+02,8.721135002399603708e-01,6.104943509592645340e-02,-3.797606005250399264e+00,-1.200118966481964033e+00
5.354166666666666519e-01,1.927500000000000000e+02,8.707920996504440181e-01,6.063305476992796039e-02,-3.813644967921684614e+00,-1.198230243416128715e+00
5.357638888888889284e-01,1.928750000000000000e+02,8.694651471306782398e-01,6.021733179824289434e-02,-3.829584987448305444e+00,-1.196332551826208235e+00
5.361111111111110938e-01,1.930000000000000000e+02,8.681326771773009154e-01,5.980226935101697755e-02,-3.845425250431225184e+00,-1.194425568658008308e+00
5.364583333333333703e-01,1.931250000000000000e+02,8.667947245683900181e-01,5.938787071063138939e-02,-3.861164949189454187e+00,-1.192508970493716847e+00
5.368055555555555358e-01,1.932500000000000000e+02,8.654513243614609941e-01,5.897413927182384996e-02,-3.876803281866190165e+00,-1.190582433586472089e+00
5.371527777777778123e-01,1.933750000000000000e+02,8.641025118914238412e-01,5.856107854179540967e-02,-3.892339452534730349e+00,-1.188645633894989784e+00
5.374999999999999778e-01,1.935000000000000000e+02,8.627483227685091016e-01,5.814869214030844030e-02,-3.907772671303992418e+00,-1.186698247118251004e+00
5.378472222222222543e-01,1.936250000000000000e+02,8.613887928761501112e-01,5.773698379976945072e-02,-3.923102154423755650e+00,-1.184739948730255898e+00
5.381944444444444198e-01,1.937500000000000000e+02,8.600239583688360501e-01,5.732595736530174402e-02,-3.938327124389481959e+00,-1.182770414014841176e+00
5.385416666666666963e-01,1.938750000000000000e+02,8.586538556699215841e-01,5.691561679480486302e-02,-3.953446810046827853e+00,-1.180789318100535779e+00
5.388888888888888618e-01,1.940000000000000000e+02,8.572785214694081946e-01,5.650596615900366909e-02,-3.968460446695662114e+00,-1.178796335995506706e+00
5.392361111111111382e-01,1.941250000000000000e+02,8.558979927216807670e-01,5.609700964148234270e-02,-3.983367276193754858e+00,-1.176791142622506614e+00
5.395833333333333037e-01,1.942500000000000000e+02,8.545123066432158687e-01,5.568875153870960631e-02,-3.998166547059930576e+00,-1.174773412853924448e+00
5.399305555555555802e-01,1.943750000000000000e+02,8.531215007102479486e-01,5.528119626004892456e-02,-4.012857514576841034e+00,-1.172742821546846503e+00
5.402777777777777457e-01,1.945000000000000000e+02,8.517256126564068941e-01,5.487434832775851118e-02,-4.027439440893169298e+00,-1.170699043578182996e+00
5.406250000000000222e-01,1.946250000000000000e+02,8.503246804703127326e-01,5.446821237697756224e-02,-4.041911595125413648e+00,-1.168641753879824385e+00
5.409722222222221877e-01,1.947500000000000000e+02,8.489187423931412457e-01,5.406279315570203248e-02,-4.056273253459048433e+00,-1.166570627473853206e+00
5.413194444444444642e-01,1.948750000000000000e+02,8.475078369161497260e-01,5.365809552474639504e-02,-4.070523699249236849e+00,-1.164485339507778550e+00
5.416666666666667407e-01,1.950000000000000284e+02,8.460920027781718700e-01,5.325412445769405617e-02,-4.084662223120878899e+00,-1.162385565289828282e+00
5.420138888888889062e-01,1.951250000000000000e+02,8.446712789630765883e-01,5.285088504083623046e-02,-4.098688123068136235e+00,-1.160270980324250134e+00
5.423611111111111827e-01,1.952500000000000284e+02,8.432457046971888470e-01,5.244838247309637630e-02,-4.112600704553336151e+00,-1.158141260346665868e+00
5.427083333333333481e-01,1.953750000000000000e+02,8.418153194466838629e-01,5.204662206594499324e-02,-4.126399280605200559e+00,-1.155996081359443206e+00
