motor_time_fraction,motor_angle_deg,source16_aligned_small,source16_aligned_large,power_sigmoid_small,power_sigmoid_large,source16_aligned_dsmall_dt,source16_aligned_dlarge_dt,power_sigmoid_dsmall_dt,power_sigmoid_dlarge_dt
1.215277777777777797e-02,4.375000000000000000e+00,1.696491090332530316e-01,9.879392105733971752e-01,1.567649040728665566e-01,9.996101385529750916e-01,2.094311155082811293e+00,-1.848258581307020920e+00,2.113816044586840803e+00,-6.789196617932610756e-02
1.250000000000000069e-02,4.500000000000000000e+00,1.703764813858722749e-01,9.872902512576416933e-01,1.574998804544787412e-01,9.995861809698759481e-01,2.095348846067268234e+00,-1.889644058865703746e+00,2.119647789891716094e+00,-7.010578060830069402e-02
1.284722222222222342e-02,4.625000000000000000e+00,1.711042091000112009e-01,9.866270292954201215e-01,1.582368816137535439e-01,9.995614525504362691e-01,2.096358037434363997e+00,-1.930411424952575006e+00,2.125478749098713482e+00,-7.233197348697247009e-02
1.319444444444444441e-02,4.750000000000000000e+00,1.718322822799686900e-01,9.859497593087707124e-01,1.589759072622768943e-01,9.995359490067377006e-01,2.097338729184096806e+00,-1.970560679567634699e+00,2.131308833078554787e+00,-7.457048710909731926e-02
1.354166666666666713e-02,4.875000000000000000e+00,1.725606910300440666e-01,9.852586559197333838e-01,1.597169570806263594e-01,9.995096660701034974e-01,2.098290921316466662e+00,-2.010091822710867504e+00,2.137137952356614079e+00,-7.682126829083174568e-02
1.388888888888888985e-02,5.000000000000000000e+00,1.732894254545379042e-01,9.845539337503456112e-01,1.604600307182526830e-01,9.994825994895889520e-01,2.099214613831475340e+00,-2.049004854382304952e+00,2.142966017114508848e+00,-7.908426802211404594e-02
1.423611111111111084e-02,5.125000000000000000e+00,1.740184756577492775e-01,9.838358074226470906e-01,1.612051277933599369e-01,9.994547450305879543e-01,2.100109806729121953e+00,-2.087299774581930834e+00,2.148792937191704500e+00,-8.135944115268586851e-02
1.458333333333333356e-02,5.250000000000000000e+00,1.747478317439776496e-01,9.831044915586765187e-01,1.619522478927874209e-01,9.994260984735436892e-01,2.100976500009407388e+00,-2.124976583309745592e+00,2.154618622087152602e+00,-8.364674610855200865e-02
1.493055555555555629e-02,5.375000000000000000e+00,1.754774838175222340e-01,9.823602007804731473e-01,1.627013905718915077e-01,9.993966556127503731e-01,2.101814693672330314e+00,-2.162035280565718587e+00,2.160442980960960213e+00,-8.594614463527203152e-02
1.527777777777777901e-02,5.500000000000000000e+00,1.762074219826831878e-01,9.816031497100748959e-01,1.634525553544284582e-01,9.993664122552426976e-01,2.102624387717891619e+00,-2.198475866349910657e+00,2.166265922636075647e+00,-8.825760156497962361e-02
1.562500000000000000e-02,5.625000000000000000e+00,1.769376363437596966e-01,9.808335529695206834e-01,1.642057417324374047e-01,9.993353642197628783e-01,2.103405582146091302e+00,-2.234298340662291604e+00,2.172087355600009317e+00,-9.058108460444541654e-02
1.597222222222222446e-02,5.750000000000000888e+00,1.776681170050513348e-01,9.800516251808494284e-01,1.649609491661244431e-01,9.993035073357936504e-01,2.104158276956928475e+00,-2.269502703502875640e+00,2.177907188006581674e+00,-9.291656414185550661e-02
1.631944444444444545e-02,5.875000000000000000e+00,1.783988540708576209e-01,9.792575809661007158e-01,1.657181770837470314e-01,9.992708374426606532e-01,2.104882472150403139e+00,-2.304088954871633899e+00,2.183725327677697337e+00,-9.526401307028019294e-02
1.666666666666666644e-02,6.000000000000000000e+00,1.791298376454774910e-01,9.784516349473130203e-01,1.664774248814986646e-01,9.992373503886898822e-01,2.105578167726516625e+00,-2.338057094768552613e+00,2.189541682105141884e+00,-9.762340662606404373e-02
1.701388888888889089e-02,6.125000000000000888e+00,1.798610578332116017e-01,9.776340017465247056e-01,1.672386919233953273e-01,9.992030420304213179e-01,2.106245363685268046e+00,-2.371407123193688182e+00,2.195356158452416384e+00,-9.999472224058990333e-02
1.736111111111111188e-02,6.250000000000000000e+00,1.805925047383589443e-01,9.768048959857748015e-01,1.680019775411609739e-01,9.991679082318697391e-01,2.106884060026657846e+00,-2.404139040147012629e+00,2.201168663556592353e+00,-1.023779394040556651e-01
1.770833333333333287e-02,6.375000000000000000e+00,1.813241684652190377e-01,9.759645322871018935e-01,1.687672810341151741e-01,9.991319448638315004e-01,2.107494256750685580e+00,-2.436252845628525510e+00,2.206979103930191144e+00,-1.047730395400681969e-01
1.805555555555555733e-02,6.500000000000000888e+00,1.820560391180911231e-01,9.751131252725456777e-01,1.695346016690604252e-01,9.990951478032356059e-01,2.108075953857351248e+00,-2.467748539638213945e+00,2.212787385763104187e+00,-1.071800058899960162e-01
1.840277777777777832e-02,6.625000000000000000e+00,1.827881068012753019e-01,9.742508895641440736e-01,1.703039386801704913e-01,9.990575129325292014e-01,2.108629151346654851e+00,-2.498626122176104580e+00,2.218593414924526108e+00,-1.095988234061454347e-01
1.874999999999999931e-02,6.750000000000000000e+00,1.835203616190707876e-01,9.733780397839359999e-01,1.710752912688794647e-01,9.990190361391017015e-01,2.109153849218597276e+00,-2.528885593242182761e+00,2.224397096964922049e+00,-1.120294786529305309e-01
1.909722222222222376e-02,6.875000000000000888e+00,1.842527936757771823e-01,9.724947905539605975e-01,1.718486586037714925e-01,9.989797133147415575e-01,2.109650047473177192e+00,-2.558526952836450263e+00,2.230198337118029617e+00,-1.144719597152976803e-01
1.944444444444444475e-02,7.000000000000000000e+00,1.849853930756932829e-01,9.716013564962575622e-01,1.726240398204708926e-01,9.989395403551221131e-01,2.110117746110394599e+00,-2.587550200958883551e+00,2.235997040302868832e+00,-1.169262561137471568e-01
1.979166666666666574e-02,7.125000000000000000e+00,1.857181499231199129e-01,9.706979522328638144e-01,1.734014340215337124e-01,9.988985131593186573e-01,2.110556945130250828e+00,-2.615955337609528364e+00,2.241793111125812477e+00,-1.193923587253643143e-01
2.013888888888889020e-02,7.250000000000000888e+00,1.864510543223560357e-01,9.697847923858191610e-01,1.741808402763388441e-01,9.988566276293484592e-01,2.110967644532744991e+00,-2.643742362788362055e+00,2.247586453882642665e+00,-1.218702597103320795e-01
2.048611111111111119e-02,7.375000000000000000e+00,1.871840963777013644e-01,9.688620915771624098e-01,1.749622576209813318e-01,9.988138796697387800e-01,2.111349844317877977e+00,-2.670911276495384623e+00,2.253376972560675817e+00,-1.243599524434556985e-01
2.083333333333333565e-02,7.500000000000000888e+00,1.879172661934542798e-01,9.679300644289327016e-01,1.757456850581648466e-01,9.987702651871149806e-01,2.111703544485648010e+00,-2.697462078730584967e+00,2.259164570840883624e+00,-1.268614314502728158e-01
2.118055555555555663e-02,7.625000000000000000e+00,1.886505538739158550e-01,9.669889255631680669e-01,1.765311215570963821e-01,9.987257800898129423e-01,2.112028745036056421e+00,-2.723394769493985290e+00,2.264949152100067309e+00,-1.293746923473686750e-01
2.152777777777777762e-02,7.750000000000000000e+00,1.893839495233849701e-01,9.660388896019077576e-01,1.773185660533806440e-01,9.986804202875092518e-01,2.112325445969102322e+00,-2.748709348785573603e+00,2.270730619413042550e+00,-1.318997317865509555e-01
2.187500000000000208e-02,7.875000000000000888e+00,1.901174432461611163e-01,9.650801711671908034e-01,1.781080174489154955e-01,9.986341816908703706e-01,2.112593647284787046e+00,-2.773405816605350349e+00,2.276508875554857703e+00,-1.344365474025735196e-01
2.222222222222222307e-02,8.000000000000000000e+00,1.908510251465435903e-01,9.641129848810564562e-01,1.788994746117886780e-01,9.985870602112209005e-01,2.112833348983109705e+00,-2.797484172953297321e+00,2.282283823003040002e+00,-1.369851377641272960e-01
2.256944444444444406e-02,8.125000000000000000e+00,1.915846853288324658e-01,9.631375453655421914e-01,1.796929363761743947e-01,9.985390517602269478e-01,2.113044551064070298e+00,-2.820944417829451378e+00,2.288055363939876852e+00,-1.395455023278418805e-01
2.291666666666666852e-02,8.250000000000000000e+00,1.923184138973270119e-01,9.621540672426874830e-01,1.804884015422316412e-01,9.984901522495953641e-01,2.113227253527669713e+00,-2.843786551233795201e+00,2.293823400254712208e+00,-1.421176413950680228e-01
2.326388888888888951e-02,8.375000000000000000e+00,1.930522009563267194e-01,9.611627651345314716e-01,1.812858688760023984e-01,9.984403575907878636e-01,2.113381456373906175e+00,-2.866010573166327013e+00,2.299587833546278048e+00,-1.447015560712276161e-01
2.361111111111111049e-02,8.500000000000000000e+00,1.937860366101305520e-01,9.601638536631128540e-01,1.820853371093119899e-01,9.983896636947477976e-01,2.113507159602781016e+00,-2.887616483627039266e+00,2.305348565125060922e+00,-1.472972482275412553e-01
2.395833333333333495e-02,8.625000000000000000e+00,1.945199109630391943e-01,9.591575474504699939e-01,1.828868049396681628e-01,9.983380664716415831e-01,2.113604363214293791e+00,-2.908604282615948389e+00,2.311105496015680494e+00,-1.499047204649565368e-01
2.430555555555555594e-02,8.750000000000000000e+00,1.952538141193516652e-01,9.581440611186422540e-01,1.836902710301633879e-01,9.982855618306106793e-01,2.113673067208445389e+00,-2.928973970133047278e+00,2.316858526959309827e+00,-1.525239760801184175e-01
2.465277777777778040e-02,8.875000000000001776e+00,1.959877361833673726e-01,9.571236092896681091e-01,1.844957340093763276e-01,9.982321456795355541e-01,2.113713271585234477e+00,-2.948725546178334156e+00,2.322607558416118767e+00,-1.551550190332348367e-01
2.500000000000000139e-02,9.000000000000000000e+00,1.967216672593856130e-01,9.560964065855874772e-01,1.853031924712746081e-01,9.981778139248108639e-01,2.113724976344661499e+00,-2.967859010751793480e+00,2.328352490567742628e+00,-1.577978539177029293e-01
