motor_time_fraction,motor_angle_deg,source_small,source_large,fit_small,fit_large,source_dsmall_dt,source_dlarge_dt,fit_dsmall_dt,fit_dlarge_dt,source_ddsmall_dt2,source_ddlarge_dt2,fit_ddsmall_dt2,fit_ddlarge_dt2
2.430555555555555594e-03,8.750000000000000000e-01,1.494671364806999247e-01,9.994480714716333924e-01,1.534307999624615337e-01,9.997451873677724032e-01,2.053684962869088970e+00,-4.385119521087454397e-01,2.071207148001315890e+00,-2.078824431443362653e-01,5.327798628301474437e+00,-1.699247649752531117e+02,5.276310565986307211e+00,-8.332715995462261560e+01
2.604166666666666956e-03,9.375000000000001110e-01,1.498237590949192677e-01,9.993693845599858072e-01,1.537904639025964026e-01,9.997078424560874588e-01,2.054606365456554062e+00,-4.679355154273969752e-01,2.072120576704174599e+00,-2.223219316902194653e-01,5.286759179300332789e+00,-1.690346844558455928e+02,5.246393711426414086e+00,-8.301585124598435073e+01
2.777777777777777884e-03,1.000000000000000000e+00,1.501805410563846477e-01,9.992856028046951389e-01,1.541502859734136532e-01,9.996679953771935301e-01,2.055520643139678860e+00,-4.972045508781202661e-01,2.073028814437587908e+00,-2.367074272945073055e-01,5.245719730299155614e+00,-1.681446039364373348e+02,5.216510607107615272e+00,-8.270516117639475340e+01
2.951388888888888812e-03,1.062500000000000000e+00,1.505374811281331437e-01,9.991967530335159609e-01,1.545102652742122440e-01,9.996256554955444962e-01,2.056427795918463364e+00,-5.263190584608908873e-01,2.073931867065730739e+00,-2.510390373123906338e-01,5.204680281297978439e+00,-1.672545234170290200e+02,5.186661307818346778e+00,-8.239508919955507338e+01
3.125000000000000173e-03,1.125000000000000000e+00,1.508945780732022235e-01,9.991028620742030686e-01,1.548704009053095132e-01,9.995808321569648047e-01,2.057327823792907573e+00,-5.552790381757082283e-01,2.074829740462283301e+00,-2.653168690042169153e-01,5.163640832296802152e+00,-1.663644428976207337e+02,5.156845868347025963e+00,-8.208563476916668833e+01
3.298611111111111101e-03,1.187500000000000000e+00,1.512518306546290769e-01,9.990039567545120347e-01,1.552306919680447872e-01,9.995335346886655703e-01,2.058220726763010600e+00,-5.840844900225498071e-01,2.075722440510447075e+00,-2.795410295354897601e-01,5.122601383295659616e+00,-1.654743623782131863e+02,5.127064343482002684e+00,-8.177679733893084801e+01
3.472222222222222463e-03,1.250000000000000000e+00,1.516092376354516713e-01,9.989000639021969885e-01,1.555911375647776318e-01,9.994837723992607836e-01,2.059106504828773332e+00,-6.127354140014608097e-01,2.076609973102925721e+00,-2.937116259768696724e-01,5.081561934294482441e+00,-1.645842818588049283e+02,5.097316788011753808e+00,-8.146857636254887325e+01
3.645833333333333391e-03,1.312500000000000000e+00,1.519667977787071966e-01,9.987912103450131696e-01,1.559517367988932923e-01,9.994315545787841870e-01,2.059985157990196214e+00,-6.412318101124202530e-01,2.077492344141941949e+00,-3.078287653041731353e-01,5.040522485293305266e+00,-1.636942013393966420e+02,5.067603256724638072e+00,-8.116097129372204222e+01
3.819444444444444753e-03,1.375000000000000000e+00,1.523245098474330650e-01,9.986774229107152623e-01,1.563124887748014724e-01,9.993768904987054835e-01,2.060856686247278358e+00,-6.695736783554265825e-01,2.078369559539229083e+00,-3.218925543983736093e-01,4.999483036292128091e+00,-1.628041208199883556e+02,5.037923804409071948e+00,-8.085398158615171837e+01
3.993055555555556115e-03,1.437500000000000222e+00,1.526823726046667440e-01,9.985587284270579511e-01,1.566733925979391095e-01,9.993197894119469904e-01,2.061721089600020651e+00,-6.977610187304801315e-01,2.079241625216027956e+00,-3.359031000456006999e-01,4.958443587290951804e+00,-1.619140403005800692e+02,5.008278485853481676e+00,-8.054760669353913727e+01
4.166666666666666609e-03,1.500000000000000000e+00,1.530403848134456457e-01,9.984351537217963646e-01,1.570344473747728176e-01,9.992602605528998483e-01,2.062578368048421762e+00,-7.257938312375800116e-01,2.080108547103098449e+00,-3.498605089371406018e-01,4.917404138289775517e+00,-1.610239597811718397e+02,4.978667355846240206e+00,-8.024184606958563393e+01
4.340277777777777971e-03,1.562500000000000000e+00,1.533985452368072377e-01,9.983067256226854091e-01,1.573956522127985258e-01,9.991983131374407856e-01,2.063428521592482134e+00,-7.536721158767275552e-01,2.080970331140704843e+00,-3.637648876694359878e-01,4.876364689288598342e+00,-1.601338792617635534e+02,4.949090469175761342e+00,-7.993669916799248654e+01
4.513888888888889332e-03,1.625000000000000222e+00,1.537568526377889877e-01,9.981734709574797693e-01,1.577570062205448931e-01,9.991339563629483278e-01,2.064271550232202213e+00,-7.813958726479227623e-01,2.081826983278629140e+00,-3.776163427440860643e-01,4.835325240287422055e+00,-1.592437987423552386e+02,4.919547880630478431e+00,-7.963216544246105855e+01
4.687499999999999827e-03,1.687500000000000000e+00,1.541153057794279468e-01,9.980354165539342404e-01,1.581185085075747510e-01,9.990671994083194507e-01,2.065107453967581552e+00,-8.089651015511423182e-01,2.082678509476161732e+00,-3.914149805678462379e-01,4.794285791286279519e+00,-1.583537182229476912e+02,4.890039644998737778e+00,-7.932824434669257130e+01
4.861111111111111188e-03,1.750000000000000000e+00,1.544739034247622211e-01,9.978925892398038400e-01,1.584801581844851037e-01,9.989980514339859008e-01,2.065936232798621042e+00,-8.363798025864318531e-01,2.083524915702107183e+00,-4.051609074526288934e-01,4.753246342285102344e+00,-1.574636377035394048e+02,4.860565817069022465e+00,-7.902493533438840245e+01
5.034722222222222550e-03,1.812500000000000222e+00,1.548326443368289174e-01,9.977450158428434746e-01,1.588419543629114306e-01,9.989265215819307375e-01,2.066757886725320237e+00,-8.636399757537674970e-01,2.084366207934779780e+00,-4.188542296155023381e-01,4.712206893283926057e+00,-1.565735571841311469e+02,4.831126451629678797e+00,-7.872223785924977335e+01
5.208333333333333912e-03,1.875000000000000222e+00,1.551915272786655309e-01,9.975927231908076065e-01,1.592038961555270471e-01,9.988526189757048757e-01,2.067572415747678249e+00,-8.907456210531513596e-01,2.085202392162006646e+00,-4.324950531786918018e-01,4.671167444282748882e+00,-1.556834766647228605e+02,4.801721603469130351e+00,-7.842015137497806165e+01
5.381944444444444406e-03,1.937500000000000000e+00,1.555505510133091684e-01,9.974357381114516974e-01,1.595659826760457978e-01,9.987763527204432945e-01,2.068379819865695080e+00,-9.176967384845601261e-01,2.086033474381126851e+00,-4.460834841695784370e-01,4.630127995281606346e+00,-1.547933961453152847e+02,4.772351327375803365e+00,-7.811867533527453134e+01
5.555555555555555768e-03,2.000000000000000000e+00,1.559097143037978528e-01,9.972740874325299876e-01,1.599282130392239709e-01,9.986977319028819133e-01,2.069180099079372503e+00,-9.444933280480382054e-01,2.086859460598990967e+00,-4.596196285207007071e-01,4.589088546280429171e+00,-1.539033156259070267e+02,4.743015678138061020e+00,-7.781780919384051742e+01
