case,policy,attempt,normalized_residual,retained,anderson_trial
production_cold,anderson_m3_b0.5,39,431.6647417457822,True,False
production_cold,anderson_m3_b0.5,40,402.5724356027877,True,False
production_cold,anderson_m3_b0.5,41,375.4555809181538,True,False
production_cold,anderson_m3_b0.5,42,350.17314412825016,True,False
production_cold,anderson_m3_b0.5,43,326.5797690382457,True,False
production_cold,anderson_m3_b0.5,44,304.61308525651697,True,False
production_cold,anderson_m3_b0.5,45,284.1011710832614,True,False
production_cold,anderson_m3_b0.5,46,264.97835416360715,True,False
production_cold,anderson_m3_b0.5,47,247.15119593312338,True,False
production_cold,anderson_m3_b0.5,48,230.5281189379138,True,False
production_cold,anderson_m3_b0.5,49,215.02495595010632,True,False
production_cold,anderson_m3_b0.5,50,200.55136927537708,True,False
production_cold,anderson_m3_b0.5,51,187.07094393786312,True,False
production_cold,anderson_m3_b0.5,52,174.48513980341085,True,False
production_cold,anderson_m3_b0.5,53,162.76513724692492,True,False
production_cold,anderson_m3_b0.5,54,151.81965607434628,True,False
production_cold,anderson_m3_b0.5,55,141.61538109042897,True,False
production_cold,anderson_m3_b0.5,56,132.09393329827796,True,False
production_cold,anderson_m3_b0.5,57,123.22519618695937,True,False
production_cold,anderson_m3_b0.5,58,114.94382691373053,True,False
production_cold,anderson_m3_b0.5,59,107.21920177066477,True,False
production_cold,anderson_m3_b0.5,60,100.02538637247214,True,False
production_cold,anderson_m3_b0.5,61,93.28845434545615,True,False
production_cold,anderson_m3_b0.5,62,87.0392592742622,True,False
production_cold,anderson_m3_b0.5,63,81.20832477068022,True,False
production_cold,anderson_m3_b0.5,64,75.74965183329428,True,False
production_cold,anderson_m3_b0.5,65,70.65573305175968,True,False
production_cold,anderson_m3_b0.5,66,65.90875261404324,True,False
production_cold,anderson_m3_b0.5,67,61.49278968483053,True,False
production_cold,anderson_m3_b0.5,68,57.36817459623604,True,False
production_cold,anderson_m3_b0.5,69,53.50476298139468,True,False
production_cold,anderson_m3_b0.5,70,49.936964366579204,True,False
production_cold,anderson_m3_b0.5,71,46.567883805663556,True,False
production_cold,anderson_m3_b0.5,72,43.45733675302928,True,False
production_cold,anderson_m3_b0.5,73,40.533192026877956,True,False
production_cold,anderson_m3_b0.5,74,37.81837411182886,True,False
production_cold,anderson_m3_b0.5,75,35.26474791544279,True,False
production_cold,anderson_m3_b0.5,76,32.92480254025262,True,False
production_cold,anderson_m3_b0.5,77,30.706725747362682,True,False
production_cold,anderson_m3_b0.5,78,28.64558855096988,True,False
production_cold,anderson_m3_b0.5,79,26.724227024083483,True,False
production_cold,anderson_m3_b0.5,80,24.924633509415308,True,False
production_cold,anderson_m3_b0.5,81,23.27170286538746,True,False
production_cold,anderson_m3_b0.5,82,21.68905754081764,True,False
production_cold,anderson_m3_b0.5,83,20.258894014520184,True,False
production_cold,anderson_m3_b0.5,84,18.883532340905074,True,False
production_cold,anderson_m3_b0.5,85,17.627819289141154,True,False
production_cold,anderson_m3_b0.5,86,16.44827121531826,True,False
production_cold,anderson_m3_b0.5,87,15.341131841393198,True,False
production_cold,anderson_m3_b0.5,88,14.314553546024552,True,False
production_cold,anderson_m3_b0.5,89,13.35145192739076,True,False
production_cold,anderson_m3_b0.5,90,12.467145280769094,True,False
production_cold,anderson_m3_b0.5,91,11.621615962507976,True,False
production_cold,anderson_m3_b0.5,92,10.855775894247248,True,False
production_cold,anderson_m3_b0.5,93,10.11493728015504,True,False
production_cold,anderson_m3_b0.5,94,9.441255463463156,True,False
production_cold,anderson_m3_b0.5,95,8.812926028468825,True,False
production_cold,anderson_m3_b0.5,96,8.220822935421996,True,False
production_cold,anderson_m3_b0.5,97,7.669299386252087,True,False
production_cold,anderson_m3_b0.5,98,7.162786437875184,True,False
production_cold,anderson_m3_b0.5,99,6.675816203741457,True,False
