theta_deg,theta_rad,normalized_t_deg,small_fraction_0_1,large_fraction_0_1,small_dq_dtheta_per_rad,large_dq_dtheta_per_rad,small_d2q_dtheta2_per_rad2,large_d2q_dtheta2_per_rad2
101.0,1.7627825445142729,259.0,0.2045348594614006,0.13777550049775328,0.2494871850664667,-0.25620406255212586,-0.07198428486494685,0.08902861641070282
101.25,1.7671458676442586,258.75,0.20562276511979716,0.13665845438029808,0.24917151179092703,-0.2558104414657312,-0.07270623878804548,0.09139432655104918
101.5,1.7715091907742444,258.5,0.20670928658677068,0.13554314828479358,0.24885273346819903,-0.2554064938855976,-0.07340754661567563,0.09376189895247349
101.75,1.7758725139042304,258.25,0.2077944105102869,0.1344296272861578,0.24853094001424766,-0.25499221212492557,-0.07408828609636528,0.09613113246224861
102.0,1.7802358370342162,258.0,0.2088781239299029,0.13331793649093404,0.24820622100579587,-0.25456758937460977,-0.07474853497864253,0.0985018259276476
102.25,1.784599160164202,257.75,0.20996041427528922,0.13220812103346108,0.24787866568032468,-0.25413261970323914,-0.07538837101103531,0.10087377819594318
102.5,1.7889624832941877,257.5,0.2110412693647472,0.13110022607204352,0.24754836293607302,-0.25368729805709717,-0.07600787194207163,0.10324678811440823
102.75,1.7933258064241737,257.25,0.21212067740372942,0.12999429678512206,0.24721540133203823,-0.2532316202601613,-0.07660711552027963,0.10562065453031581
103.0,1.7976891295541595,256.99999999999994,0.21319862698336078,0.128890378367444,0.2468798690879755,-0.25276558301410407,-0.07718617949418742,0.10799517629093901
103.25,1.8020524526841453,256.75,0.21427510707895703,0.12778851602623367,0.246541854084398,-0.2522891838982916,-0.07774514161232264,0.11037015224354958
103.5,1.806415775814131,256.5,0.21535010704854562,0.12668875497736212,0.2462014438625768,-0.2518024213697847,-0.07828407962321368,0.11274538123542165
103.75,1.8107790989441168,256.25,0.21642361663138332,0.12559114044151815,0.2458587256245414,-0.25130529476333857,-0.07880307127538846,0.1151206621138276
104.0,1.8151424220741028,255.99999999999997,0.2174956259464781,0.12449571764037831,0.2455137862330793,-0.25079780429140247,-0.07930219431737506,0.1174957937260408
104.25,1.8195057452040886,255.75,0.21856612549110843,0.12340253179277788,0.24516671221173575,-0.25027995104412054,-0.07978152649770134,0.11987057491933308
104.5,1.8238690683340744,255.49999999999997,0.21963510613934356,0.12231162811087946,0.24481758974481405,-0.24975173698933043,-0.08024114556489549,0.1222448045409786
104.75,1.8282323914640601,255.25,0.22070255914056025,0.1212230517963461,0.2444665046773761,-0.24921316497256524,-0.08068112926748536,0.1246182814382488
105.0,1.8325957145940461,254.99999999999997,0.22176847611796746,0.1201368480365083,0.24411354251524126,-0.2486642387170513,-0.08110155535399925,0.1269908044584182
105.25,1.836959037724032,254.75,0.22283284906712164,0.11905306200053782,0.24375878842498722,-0.2481049628237101,-0.0815025015729649,0.12936217244875797
105.5,1.8413223608540177,254.49999999999997,0.2238956703544508,0.11797173883561468,0.24340232723394933,-0.24753534277115716,-0.08188404567291055,0.13173218425654276
105.75,1.8456856839840035,254.25000000000003,0.22495693271576844,0.11689292366310046,0.24304424343022185,-0.2469553849157022,-0.08224626540236406,0.13410063872904365
106.0,1.8500490071139892,253.99999999999997,0.22601662925479993,0.11581666157470613,0.24268462116265624,-0.24636509649134963,-0.08258923850985367,0.13646733471353534
106.25,1.8544123302439752,253.75000000000003,0.2270747534416977,0.11474299762866468,0.24232354424086225,-0.24576448560979797,-0.08291304274390711,0.13883207105728892
106.5,1.858775653373961,253.49999999999997,0.22813129911156316,0.11367197684589896,0.24196109613520775,-0.24515356126044002,-0.08321775585305267,0.14119464660757905
106.75,1.8631389765039468,253.25000000000003,0.22918626046296464,0.11260364420619487,0.2415973599768189,-0.2445323333103634,-0.08350345558581823,0.14355486021167693
107.0,1.8675022996339325,252.99999999999997,0.23023963205645903,0.11153804464436863,0.24123241855757954,-0.2439008125043493,-0.08377021969073196,0.1459125107168569
107.25,1.8718656227639185,252.75000000000003,0.2312914088131116,0.11047522304644022,0.2408663543301316,-0.24325901046487416,-0.08401812591632164,0.14826739697039062
107.5,1.8762289458939043,252.49999999999997,0.2323415860130148,0.10941522424580068,0.24049924940787493,-0.24260693969210775,-0.08424725201111553,0.15061931781955218
107.75,1.88059226902389,252.25000000000003,0.23339015929380613,0.10835809301938537,0.24013118556496815,-0.24194461356391536,-0.08445767572364153,0.15296807211161303
108.0,1.8849555921538759,251.99999999999997,0.23443712464919264,0.1073038740838414,0.23976224423632714,-0.24127204633585536,-0.08464947480242782,0.1553134586938476
108.25,1.8893189152838616,251.75000000000003,0.2354824784274674,0.10625261209170092,0.2393925065176261,-0.24058925314118149,-0.08482272699600216,0.15765527641352736
108.5,1.8936822384138476,251.5,0.23652621733002988,0.10520435162754868,0.23902205316529718,-0.23989624999084144,-0.08497751005289281,0.15999332411792658
108.75,1.8980455615438334,251.25,0.23756833840990488,0.10415913720419462,0.23865096459653098,-0.23919305377347708,-0.08511390172162768,0.16232740065431694
109.0,1.9024088846738192,251.0,0.23860883907026464,0.10311701325884265,0.23827932088927584,-0.23847968225542499,-0.08523197975073488,0.16465730486997188
109.25,1.906772207803805,250.75000000000003,0.23964771706294707,0.10207802414926206,0.23790720178223784,-0.23775615408071596,-0.08533182188874233,0.1669828356121638
109.5,1.911135530933791,250.5,0.24068497048697546,0.10104221414995661,0.23753468667488165,-0.23702248877107476,-0.08541350588417818,0.16930379172816665
109.75,1.9154988540637767,250.25,0.241720597787078,0.10000962744833651,0.23716185462742975,-0.23627870672592108,-0.08547710948557032,0.17161997206525245
110.0,1.9198621771937625,250.0,0.24275459775220853,0.09898030814088749,0.23678878436086273,-0.2355248292223687,-0.08552271044144687,0.17393117547069423
110.25,1.9242255003237483,249.75,0.2437869695140662,0.09795430022934143,0.23641555425691912,-0.23476087841522575,-0.08555038650033588,0.17623720079176491
110.5,1.928588823453734,249.5,0.24481771254561469,0.09693164761684696,0.23604224235809562,-0.23398687733699466,-0.08556021541076525,0.17853784687573732
110.75,1.93295214658372,249.25,0.24584682665960134,0.09591239410413946,0.23566892636764697,-0.2332028498978722,-0.08555227492126312,0.18083291256988446
111.0,1.9373154697137058,249.0,0.24687431200707877,0.09489658338571175,0.23529568364958595,-0.23240882088574966,-0.08552664278035754,0.18312219672147909
111.25,1.9416787928436916,248.75,0.24790016907592383,0.09388425904598413,0.2349225912286832,-0.23160481596621252,-0.08548339673657641,0.18540549817779417
111.5,1.9460421159736774,248.5,0.248924398689357,0.09287546455547492,0.2345497257904676,-0.2307908616825406,-0.08542261453844784,0.18768261578610265
111.75,1.9504054391036634,248.25,0.24994700200446163,0.09187024326697049,0.23417716368122615,-0.229966985455708,-0.08534437393449981,0.18995334839367725
112.0,1.9547687622336491,248.0,0.2509679805107049,0.09086863841169605,0.23380498090800378,-0.22913321558438363,-0.08524875267326044,0.19221749484779108
112.25,1.959132085363635,247.75,0.2519873360284576,0.08987069309548563,0.23343325313860355,-0.22828958124493018,-0.08513582850325767,0.1944748539957168
112.5,1.9634954084936207,247.5,0.25300507070751355,0.08887645029495253,0.23306205570158628,-0.22743611249140486,-0.08500567917301953,0.19672522468472733
112.75,1.9678587316236065,247.25,0.2540211870256087,0.08788595285365965,0.23269146358627124,-0.22657284025555938,-0.08485838243107403,0.19896840576209585
113.0,1.9722220547535925,247.0,0.2550356877869412,0.08689924347828985,0.23232155144273564,-0.22569979634683962,-0.08469401602594931,0.20120419607509474
113.25,1.9765853778835782,246.75,0.25604857612069276,0.08591636473481629,0.23195239358181455,-0.2248170134523859,-0.08451265770617329,0.20343239447099723
113.5,1.980948701013564,246.5,0.2570598554795469,0.08493735904467267,0.23158406397510126,-0.2239245251370329,-0.08431438522027401,0.2056527997970762
113.75,1.9853120241435498,246.25,0.25806952963820773,0.08396226868092371,0.23121663625494696,-0.22302236584330956,-0.0840992763167795,0.20786521090060436
114.0,1.9896753472735358,246.0,0.25907760269192204,0.0829911357644354,0.23085018371446117,-0.2221105708914391,-0.08386740874421782,0.21006942662885472
114.25,1.9940386704035216,245.74999999999997,0.2600840790549983,0.0820240022600451,0.23048477930751118,-0.22118917647933925,-0.08361886025111696,0.21226524582910047
114.5,1.9984019935335073,245.5,0.2610889634593251,0.08106090997273294,0.23012049564872256,-0.22025821968262232,-0.08335370858600498,0.21445246734861334
114.75,2.0027653166634933,245.24999999999997,0.26209226095289273,0.08010190054379011,0.2297574050134785,-0.2193177384545943,-0.08307203149740983,0.21663089003466787
115.0,2.007128639793479,245.0,0.2630939768983124,0.07914701544699167,0.2293955793379209,-0.2183677716262562,-0.08277390673385966,0.21880031273453535
115.25,2.011491962923465,244.74999999999997,0.26409411697133545,0.07819629598476452,0.2290350902189491,-0.2174083589063029,-0.08245941204388235,0.22096053429549012
115.5,2.0158552860534504,244.5,0.26509268715937306,0.07724978328435991,0.22867600891422094,-0.2164395408811241,-0.08212862517600611,0.22311135356480366
115.75,2.0202186091834364,244.24999999999997,0.2660896937600178,0.07630751829402169,0.22831840634215186,-0.215461359014803,-0.08178162387875876,0.22525256938975005
116.0,2.0245819323134224,244.0,0.2670851433795608,0.07536954177915882,0.2279623530819159,-0.21447385564911847,-0.08141848590066852,0.2273839806176014
116.25,2.028945255443408,243.75,0.2680790429315133,0.0744358943185134,0.22760791937344457,-0.2134770740035423,-0.0810392889902633,0.22950538609563087
116.5,2.033308578573394,243.5,0.26907139963512605,0.07350661630033299,0.22725517511742796,-0.2124710581752417,-0.08064411089607115,0.23161658467111146
116.75,2.0376719017033795,243.25000000000003,0.2700622210139094,0.07258174791853984,0.22690418987531363,-0.21145585313907753,-0.08023302936662005,0.23371737519131583
