motor_time_fraction,motor_angle_deg,source16_aligned_small,source16_aligned_large,structured15_small,structured15_large,source16_aligned_dsmall_dt,source16_aligned_dlarge_dt,structured15_dsmall_dt,structured15_dlarge_dt,source16_aligned_ddsmall_dt2,source16_aligned_ddlarge_dt2,structured15_ddsmall_dt2,structured15_ddlarge_dt2
1.368055555555555691e-01,4.925000000000000711e+01,4.074993812952267813e-01,7.301783160451537080e-01,4.331706731162517920e-01,7.502532186425417970e-01,1.880759875857584973e+00,-1.917896864417717007e+00,1.823989903688350900e+00,-2.053243661588144864e+00,1.532959347507239301e+01,-9.883919488039444090e+00,-2.801481086224050010e+00,7.251706945384959191e+00
1.371527777777777901e-01,4.937500000000000711e+01,4.081533509400666615e-01,7.295117869949689915e-01,4.338038346420315383e-01,7.495407240783383829e-01,1.886116591947303078e+00,-1.921301306519645147e+00,1.823022147758510902e+00,-2.050724696034408101e+00,1.552509120171443868e+01,-9.725667019076661646e+00,-2.772745218107143028e+00,7.257447224729990154e+00
1.375000000000000111e-01,4.950000000000000711e+01,4.088091923406940720e-01,7.288440853865492119e-01,4.344366618794628376e-01,7.488291044904606952e-01,1.891541189192108119e+00,-1.924650799847629878e+00,1.822064419424544779e+00,-2.048203828220398481e+00,1.572058892835656252e+01,-9.567414550113747751e+00,-2.743722080629775295e+00,7.262664453027147360e+00
1.378472222222222321e-01,4.962500000000000000e+01,4.094669290669543105e-01,7.281752302993308446e-01,4.350691583276730667e-01,7.481183605079445575e-01,1.897033667591996542e+00,-1.927945344401669203e+00,1.821116818488339284e+00,-2.045681239252238992e+00,1.591608665499868813e+01,-9.409162081150835633e+00,-2.714411353651411840e+00,7.267361561102749334e+00
1.381944444444444531e-01,4.975000000000000000e+01,4.101265846886927857e-01,7.275052408127486991e-01,4.357013275204624225e-01,7.474084926971180654e-01,1.902594027146969680e+00,-1.931184940181763565e+00,1.820179444862939810e+00,-2.043157109218403988e+00,1.611158438164081375e+01,-9.250909612187923514e+00,-2.684812717031520357e+00,7.271541479783119932e+00
1.385416666666666741e-01,4.987500000000000000e+01,4.107881827757550730e-01,7.268341360062384737e-01,4.363331730263428909e-01,7.466995015619550813e-01,1.908222267857026866e+00,-1.934369587187911632e+00,1.819252398572551943e+00,-2.040631617189723634e+00,1.630708210828293758e+01,-9.092657143225013172e+00,-2.654925850629549000e+00,7.275207139894591002e+00
1.388888888888888951e-01,5.000000000000000000e+01,4.114517468979861370e-01,7.261619349592356443e-01,4.369646984485760499e-01,7.459913875444292852e-01,1.913918389722163216e+00,-1.937499285420113404e+00,1.818335779752539683e+00,-2.038104941219374133e+00,1.650257983492490155e+01,-8.934404674262163226e+00,-2.624750434304949476e+00,7.278361472263476628e+00
1.392361111111111160e-01,5.012500000000000000e+01,4.121173006252324966e-01,7.254886567511752427e-01,4.375959074252121495e-01,7.452841510248666701e-01,1.919682392742388499e+00,-1.940574034878371101e+00,1.817429688649430108e+00,-2.035577258342887053e+00,1.669807756156702894e+01,-8.776152205299252884e+00,-2.594286147917183705e+00,7.281007407716101554e+00
1.395833333333333370e-01,5.025000000000000000e+01,4.127848675273392831e-01,7.248143204614927448e-01,4.382268036291279145e-01,7.445777923222992589e-01,1.925514276917697165e+00,-1.943593835562683392e+00,1.816534225620908494e+00,-2.033048744578146660e+00,1.689357528820915277e+01,-8.617899736336338989e+00,-2.563532671325726042e+00,7.283147877078788746e+00
1.399305555555555580e-01,5.037500000000000000e+01,4.134544711741512391e-01,7.241389451696240709e-01,4.388573907680666797e-01,7.438723116948187108e-01,1.931414042248085661e+00,-1.946558687473048721e+00,1.815649491135818305e+00,-2.030519574925386372e+00,1.708907301485112029e+01,-8.459647267373492596e+00,-2.532489684390019313e+00,7.284785811177863835e+00
1.402777777777777790e-01,5.050000000000000000e+01,4.141261351355152165e-01,7.234625499550039196e-01,4.394876725846759147e-01,7.431677093399289280e-01,1.937381688733563312e+00,-1.949468590609470420e+00,1.814775585774166089e+00,-2.027989923367193636e+00,1.728457074149324413e+01,-8.301394798410580478e+00,-2.501156866969511672e+00,7.285924140839642682e+00
1.406250000000000000e-01,5.062500000000000000e+01,4.147998829812763466e-01,7.227851538970679890e-01,4.401176528565455826e-01,7.424639853948999946e-01,1.943417216374127010e+00,-1.952323544971946045e+00,1.813912610227115474e+00,-2.025459962868508601e+00,1.748006846813544612e+01,-8.143142329447668359e+00,-2.469533898923676141e+00,7.286565796890452695e+00
1.409722222222222210e-01,5.075000000000000000e+01,4.154757382812795385e-01,7.221067760752517550e-01,4.407473353962471641e-01,7.417611399371217829e-01,1.949520625169772314e+00,-1.955123550560476042e+00,1.813060665296992502e+00,-2.022929865376621006e+00,1.767556619477756996e+01,-7.984889860484755353e+00,-2.437620460111975973e+00,7.286713710156620394e+00
1.413194444444444420e-01,5.087500000000000000e+01,4.161537246053706451e-01,7.214274355689904716e-01,4.413767240513727375e-01,7.410591729844567821e-01,1.955691915120502333e+00,-1.957868607375061520e+00,1.812219851897281853e+00,-2.020399801821172403e+00,1.787106392141969380e+01,-7.826637391521845011e+00,-2.405416230393863763e+00,7.286370811464459862e+00
1.416666666666666630e-01,5.100000000000000000e+01,4.168338655233947421e-01,7.207471514577200589e-01,4.420058227045730037e-01,7.403580844955930385e-01,1.961931086226310628e+00,-1.960558715415698261e+00,1.811390271052627066e+00,-2.017869942114160153e+00,1.806656164806166132e+01,-7.668384922559060790e+00,-2.372920889628779229e+00,7.285540031640306502e+00
1.420138888888888840e-01,5.112500000000000000e+01,4.175161846051981818e-01,7.200659428208749935e-01,4.426346352735954781e-01,7.396578743703987602e-01,1.968238138487208300e+00,-1.963193874682392259e+00,1.810572023898834093e+00,-2.015340455149930321e+00,1.826205937470378871e+01,-7.510132453596148672e+00,-2.340134117676199388e+00,7.284224301510469957e+00
1.423611111111111049e-01,5.125000000000000000e+01,4.182007054206262064e-01,7.193838287378911955e-01,4.432631657113238477e-01,7.389585424502744804e-01,1.974613071903190242e+00,-1.965774085175140851e+00,1.809765211682867081e+00,-2.012811508805180338e+00,1.845755710134590899e+01,-7.351879984633235665e+00,-2.307055594395586162e+00,7.282426551901278522e+00
1.427083333333333259e-01,5.137500000000000000e+01,4.188874515395238363e-01,7.187008282882044741e-01,4.438914180058162740e-01,7.382600885185072181e-01,1.981055886474253347e+00,-1.968299346893942259e+00,1.808969935762849923e+00,-2.010283269938962114e+00,1.865305482798795467e+01,-7.193627515670454109e+00,-2.273684999646390370e+00,7.280149713639050724e+00
1.430555555555555747e-01,5.150000000000000711e+01,4.195764465317372571e-01,7.180169605512491948e-01,4.445193961803444171e-01,7.375625123006229744e-01,1.987566582200403165e+00,-1.970769659838799592e+00,1.808186297608067594e+00,-2.007755904392679369e+00,1.884855255463008206e+01,-7.035375046707542879e+00,-2.240022013288060609e+00,7.277396717550120187e+00
1.434027777777777957e-01,5.162500000000000711e+01,4.202677139671117668e-01,7.173322446064610558e-01,4.451471042934310729e-01,7.368658134647415592e-01,1.994145159081637031e+00,-1.973185024009713073e+00,1.807414398798963262e+00,-2.005229576990085416e+00,1.904405028127220589e+01,-6.877122577744565035e+00,-2.206066315180063242e+00,7.274170494460799219e+00
1.437500000000000167e-01,5.175000000000000711e+01,4.209612774154927184e-01,7.166466995332758660e-01,4.457745464388893630e-01,7.361699916219281992e-01,2.000791617117955390e+00,-1.975545439406679593e+00,1.806654341027142507e+00,-2.002704451537287156e+00,1.923954800791432973e+01,-6.718870108781652917e+00,-2.171817585181865962e+00,7.270473975197415228e+00
1.440972222222222376e-01,5.187500000000000711e+01,4.216571604467256873e-01,7.159603444111292125e-01,4.464017267458616489e-01,7.354750463265475879e-01,2.007505956309357131e+00,-1.977850906029700706e+00,1.805906226095368439e+00,-2.000180690822743301e+00,1.943504573455645712e+01,-6.560617639818741686e+00,-2.137275503152904488e+00,7.266310090586288517e+00
1.444444444444444586e-01,5.200000000000000711e+01,4.223553866306556936e-01,7.152731983194564602e-01,4.470286493788571680e-01,7.347809770766180471e-01,2.014288176655838036e+00,-1.980101423878774858e+00,1.805170155917565467e+00,-1.997658456617264155e+00,1.963054346119842464e+01,-6.402365170855959242e+00,-2.102439748952666054e+00,7.261681771453746492e+00
1.447916666666666796e-01,5.212500000000000711e+01,4.230559795371292009e-01,7.145852803376923079e-01,4.476553185377922794e-01,7.340877833141633557e-01,2.021138278157408319e+00,-1.982296992953904713e+00,1.804446232518816862e+00,-1.995137909674013166e+00,1.982604118784054492e+01,-6.244112701893045347e+00,-2.067310002440576167e+00,7.256591948626113897e+00
1.451388888888889006e-01,5.225000000000000711e+01,4.237589627359913957e-01,7.138966095452722316e-01,4.482817384580266573e-01,7.333954644255675781e-01,2.028056260814062650e+00,-1.984437613255089827e+00,1.803734558035367419e+00,-1.992619209728504481e+00,2.002153891448267231e+01,-6.085860232930135005e+00,-2.031885943476125167e+00,7.251043552929701264e+00
1.454861111111111216e-01,5.237500000000000711e+01,4.244643597970877980e-01,7.132072050216321513e-01,4.489079134104046465e-01,7.327040197419272261e-01,2.035042124625801030e+00,-1.986523284782329313e+00,1.803035234714619683e+00,-1.990102515498604285e+00,2.021703664112479615e+01,-5.927607763967221999e+00,-1.996167251918738561e+00,7.245039515190839552e+00
1.458333333333333426e-01,5.250000000000000000e+01,4.251721942902633167e-01,7.125170858462075429e-01,4.495338477012911782e-01,7.320134485394054202e-01,2.042095869592620794e+00,-1.988554007535622281e+00,1.802348364915138168e+00,-1.987587984684530795e+00,2.041253436776684183e+01,-5.769355295004374717e+00,-1.960153607627904027e+00,7.238582766235851729e+00
1.461805555555555636e-01,5.262500000000000000e+01,4.258824897853643598e-01,7.118262710984332164e-01,4.501595456726127376e-01,7.313237500395846080e-01,2.049217495714526827e+00,-1.990529781514970731e+00,1.801674051106646246e+00,-1.985075773968855373e+00,2.060803209440896566e+01,-5.611102826041461711e+00,-1.923844690463056173e+00,7.231676236891058984e+00
1.465277777777777846e-01,5.275000000000000000e+01,4.265952698522360031e-01,7.111347798577448698e-01,4.507850117018939451e-01,7.306349234098208356e-01,2.056407002991517796e+00,-1.992450606720373996e+00,1.801012395870026817e+00,-1.982566039016501191e+00,2.080352982105109305e+01,-5.452850357078551369e+00,-1.887240180283672908e+00,7.224322857982784285e+00
1.468750000000000056e-01,5.287500000000000000e+01,4.273105580607238219e-01,7.104426312035778679e-01,4.514102502022979690e-01,7.299469677635959108e-01,2.063664391423592370e+00,-1.994316483151831854e+00,1.800363501897323859e+00,-1.980058934474739907e+00,2.099902754769321334e+01,-5.294597888115638362e+00,-1.850339756949191949e+00,7.216525560337350598e+00
1.472222222222222265e-01,5.300000000000000000e+01,4.280283779806730027e-01,7.097498442153681308e-01,4.520352656226633292e-01,7.292598821608715642e-01,2.070989661010748328e+00,-1.996127410809342306e+00,1.799727471991739547e+00,-1.977554613973200537e+00,2.119452527433525901e+01,-5.136345419152855918e+00,-1.813143100319092094e+00,7.208287274781084442e+00
1.475694444444444475e-01,5.312500000000000000e+01,4.287487531819296760e-01,7.090564379725502464e-01,4.526600624475442536e-01,7.285736656084425000e-01,2.078382811752990555e+00,-1.997883389692908906e+00,1.799104409067638466e+00,-1.975053230123860359e+00,2.139002300097738285e+01,-4.978092950189942911e+00,-1.775649890252810170e+00,7.199610932140304342e+00
1.479166666666666685e-01,5.325000000000000000e+01,4.294717072343391395e-01,7.083624315545598016e-01,4.532846451972476487e-01,7.278883170602901131e-01,2.085843843650317719e+00,-1.999584419802530100e+00,1.798494416150543174e+00,-1.972554934521049352e+00,2.158552072761950669e+01,-4.819840481227030793e+00,-1.737859806609824975e+00,7.190499463241335931e+00
1.482638888888888895e-01,5.337500000000000000e+01,4.301972637077466910e-01,7.076678440408323834e-01,4.539090184278733453e-01,7.272038354179350961e-01,2.093372756702728932e+00,-2.001230501138206108e+00,1.797897596377135976e+00,-1.970059877741450638e+00,2.178101845426163408e+01,-4.661588012264117786e+00,-1.699772529249574449e+00,7.180955798910495069e+00
1.486111111111111105e-01,5.350000000000000000e+01,4.309254461719974616e-01,7.069726945108033567e-01,4.545331867313507912e-01,7.265202195307918220e-01,2.100969550910217976e+00,-2.002821633699935600e+00,1.797314052995260925e+00,-1.967568209344098262e+00,2.197651618090360159e+01,-4.503335543301271393e+00,-1.661387738031537165e+00,7.170982869974113605e+00
1.489583333333333315e-01,5.362500000000000000e+01,4.316562781969379703e-01,7.062770020439081975e-01,4.551571547354796299e-01,7.258374681965205077e-01,2.108634226272796841e+00,-2.004357817487720350e+00,1.796743889363919155e+00,-1.965080077870378750e+00,2.217201390754572543e+01,-4.345083074338359275e+00,-1.622705112815149509e+00,7.160583607258508287e+00
1.493055555555555525e-01,5.375000000000000000e+01,4.323897833524133483e-01,7.055807857195819377e-01,4.557809271039665600e-01,7.251555801613815966e-01,2.116366782790459755e+00,-2.005839052501560360e+00,1.796187208953275549e+00,-1.962595630844029326e+00,2.236751163418785282e+01,-4.186830605375447156e+00,-1.583724333459891387e+00,7.149760941590007413e+00
1.496527777777777735e-01,5.387500000000000000e+01,4.331259852082690043e-01,7.048840646172601643e-01,4.564045085364655252e-01,7.244745541205886985e-01,2.124167220463207162e+00,-2.007265338741453853e+00,1.795644115344650737e+00,-1.960115014771140807e+00,2.256300936082997310e+01,-4.028578136412535926e+00,-1.544445079825195410e+00,7.138517803794929506e+00
1.499999999999999944e-01,5.400000000000000000e+01,4.338649073343501805e-01,7.041868578163787973e-01,4.570279037686145740e-01,7.237943887186615299e-01,2.132035539291035064e+00,-2.008636676207401717e+00,1.795114712230528653e+00,-1.957638375140155595e+00,2.275850708747201878e+01,-3.870325667449687312e+00,-1.504867031770551700e+00,7.126857124699596646e+00
1.503472222222222154e-01,5.412500000000000000e+01,4.346065733005028964e-01,7.034891843963727576e-01,4.576511175720763269e-01,7.231150825497798529e-01,2.139971739273951012e+00,-2.009953064899404840e+00,1.794599103414551200e+00,-1.955165856421867465e+00,2.295400481411414617e+01,-3.712073198486775638e+00,-1.464989869155382651e+00,7.114781835130337129e+00
1.506944444444444364e-01,5.425000000000000000e+01,4.353510066765724495e-01,7.027910634366770770e-01,4.582741547545748362e-01,7.224366341581369699e-01,2.147975820411950121e+00,-2.011214504817462334e+00,1.794097392811520697e+00,-1.952697602069422445e+00,2.314950254075627001e+01,-3.553820729523863076e+00,-1.424813271839178386e+00,7.102294865913464150e+00
1.510416666666666852e-01,5.437500000000000711e+01,4.360982310324043043e-01,7.020925140167277867e-01,4.588970201599356646e-01,7.217590420382924421e-01,2.156047782705033722e+00,-2.012420995961574643e+00,1.793609684447399211e+00,-1.950233754518319040e+00,2.334500026739839385e+01,-3.395568260560951401e+00,-1.384336919681371958e+00,7.089399147875306895e+00
1.513888888888889062e-01,5.450000000000000711e+01,4.368482699378440914e-01,7.013935552159598075e-01,4.595197186681230783e-01,7.210823046355255839e-01,2.164187626153201371e+00,-2.013572538331741324e+00,1.793136082459309000e+00,-1.947774455186406239e+00,2.354049799404052123e+01,-3.237315791598039727e+00,-1.343560492541442608e+00,7.076097611842190993e+00
1.517361111111111271e-01,5.462500000000000711e+01,4.376011469627366091e-01,7.006942061138093925e-01,4.601422551952801254e-01,7.204064203461891802e-01,2.172395350756445964e+00,-2.014669131927961487e+00,1.792676691095532737e+00,-1.945319844473887949e+00,2.373599572068248520e+01,-3.079063322635255950e+00,-1.302483670278826722e+00,7.062393188640437636e+00
1.520833333333333481e-01,5.475000000000000711e+01,4.383568856769288757e-01,6.999944857897107964e-01,4.607646346937659398e-01,7.197313875180626486e-01,2.180670956514785708e+00,-2.015710776750237354e+00,1.792231614715511290e+00,-1.942870061763316114e+00,2.393149344732468720e+01,-2.920810853672343832e+00,-1.261106132752993547e+00,7.048288809096364460e+00
1.524305555555555691e-01,5.487500000000000711e+01,4.391155096502653565e-01,6.992944133230999393e-01,4.613868621521948765e-01,7.190572044507053118e-01,2.189014443428205503e+00,-2.016697472798567592e+00,1.791800957789848159e+00,-1.940425245419598266e+00,2.412699117396681459e+01,-2.762558384709431714e+00,-1.219427559823411222e+00,7.033787404036294433e+00
1.527777777777777901e-01,5.500000000000000711e+01,4.398770424525910716e-01,6.985940077934126302e-01,4.620089425954754248e-01,7.183838693958097821e-01,2.197425811496702241e+00,-2.017629220072951757e+00,1.791384824900304151e+00,-1.937985532789991305e+00,2.432248890060877855e+01,-2.604305915746583988e+00,-1.177447631349527901e+00,7.018891904286559402e+00
1.531250000000000111e-01,5.512500000000000711e+01,4.406415076537528175e-01,6.978932882800834570e-01,4.626308810848484554e-01,7.177113805575552341e-01,2.205905060720290134e+00,-2.018506018573391181e+00,1.790983320739800266e+00,-1.935551060204105056e+00,2.451798662725090594e+01,-2.446053446783671870e+00,-1.135166027190789739e+00,7.003605240673475230e+00
1.534722222222222321e-01,5.525000000000000000e+01,4.414089288235955588e-01,6.971922738625482285e-01,4.632526827179256901e-01,7.170397360929607888e-01,2.214452191098962519e+00,-2.019327868299885420e+00,1.790596550112419472e+00,-1.933121962973902930e+00,2.471348435389302978e+01,-2.287800977820759751e+00,-1.092582427206661766e+00,6.987930344023361329e+00
1.538194444444444531e-01,5.537500000000000000e+01,4.421793295319647044e-01,6.964909836202423099e-01,4.638743526287280039e-01,7.163689341122395637e-01,2.223067202632718509e+00,-2.020094769252434030e+00,1.790224617933403151e+00,-1.930698375393697042e+00,2.490898208053515717e+01,-2.129548508857848077e+00,-1.049696511256625664e+00,6.971870145162551324e+00
1.541666666666666741e-01,5.550000000000000000e+01,4.429527322430261149e-01,6.957894366326011770e-01,4.644958959877254490e-01,7.156989726791502804e-01,2.231729236106033021e+00,-2.020806721431037012e+00,1.789867629229151991e+00,-1.928280430740153983e+00,2.484213326795267918e+01,-1.971296039894935959e+00,-1.006507959200115598e+00,6.955427574917365519e+00
1.545138888888888951e-01,5.562500000000000000e+01,4.437291281700275758e-01,6.950876519790606389e-01,4.651173180018742803e-01,7.150298498113529799e-01,2.240289466725320811e+00,-2.021463724835694364e+00,1.789525689137227538e+00,-1.925868261272291049e+00,2.446479509918105677e+01,-1.813043570932153292e+00,-9.630164508965783909e-01,6.938605564114111779e+00
1.548611111111111160e-01,5.575000000000000000e+01,4.445084736527658009e-01,6.943856487390552834e-01,4.657386239146562579e-01,7.143615634807597425e-01,2.248718677147126588e+00,-2.022065779466406088e+00,1.789198902906351751e+00,-1.923461998231478676e+00,2.408745693040911817e+01,-1.654791101969239842e+00,-9.192216662054916165e-01,6.921407043579131724e+00
1.552083333333333370e-01,5.587500000000000000e+01,4.452907231981163005e-01,6.936834459920206974e-01,4.663598190061167825e-01,7.136941116138906249e-01,2.257016867371441027e+00,-2.022612885323172627e+00,1.788887375896405230e+00,-1.921061771841438226e+00,2.371011876163719023e+01,-1.496538633006328167e+00,-8.751232849863210816e-01,6.903834944138734997e+00
1.555555555555555580e-01,5.600000000000000000e+01,4.460758313129545294e-01,6.929810628173928011e-01,4.669809085929044756e-01,7.130274920922251569e-01,2.265184037398262351e+00,-2.023105042405993537e+00,1.788591213578429429e+00,-1.918667711308243318e+00,2.333278059286540085e+01,-1.338286164043481330e+00,-8.307209870985167166e-01,6.885892196619256111e+00
1.559027777777777790e-01,5.612500000000000000e+01,4.468637525041569969e-01,6.922785182946061822e-01,4.676018980283090376e-01,7.123617027525563916e-01,2.273220187227596778e+00,-2.023542250714869706e+00,1.788310521534624886e+00,-1.916279944820319381e+00,2.295544242409346580e+01,-1.180033695080569212e+00,-7.860144524015125755e-01,6.867581731847005599e+00
1.562500000000000000e-01,5.625000000000000000e+01,4.476544412785992688e-01,6.915758315030967607e-01,4.682227927022995506e-01,7.116967413873440673e-01,2.281125316859440755e+00,-2.023924510249799802e+00,1.788045405458353443e+00,-1.913898599548445878e+00,2.257810425532152721e+01,-1.021781226117657537e+00,-7.410033607547905632e-01,6.848906480648320638e+00
1.565972222222222210e-01,5.637500000000000000e+01,4.484478521431570774e-01,6.908730215222999016e-01,4.688435980415635029e-01,7.110326057450686577e-01,2.288899426293794281e+00,-2.024251821010784713e+00,1.787795971154134689e+00,-1.911523801645749421e+00,2.220076608654959216e+01,-8.635287571547440866e-01,-6.956873920178170412e-01,6.829869373849503766e+00
1.569444444444444420e-01,5.650000000000000000e+01,4.492439396047065436e-01,6.901701074316508588e-01,4.694643195095458132e-01,7.103692935305833123e-01,2.296542515530657802e+00,-2.024524182997823996e+00,1.787562324537649960e+00,-1.909155676247713318e+00,2.182342791777766067e+01,-7.052762881918320792e-01,-6.500662260500377210e-01,6.810473342276898379e+00
1.572916666666666630e-01,5.662500000000000000e+01,4.500426581701230666e-01,6.894671083105857745e-01,4.700849626064867448e-01,7.097068024054687951e-01,2.304054584570027764e+00,-2.024741596210917649e+00,1.787344571635739898e+00,-1.906794347472171358e+00,2.144608974900587128e+01,-5.470238192290495238e-01,-6.041395427108984251e-01,6.790721316756817671e+00
1.576388888888888840e-01,5.675000000000000000e+01,4.508439623462831003e-01,6.887640432385387923e-01,4.707055328694606522e-01,7.090451299883855363e-01,2.311435633411910828e+00,-2.024904060650066118e+00,1.787142818586405335e+00,-1.904439938419308476e+00,2.106875158023394334e+01,-3.887713502661376275e-01,-5.579070218598692898e-01,6.770616228115587276e+00
1.579861111111111049e-01,5.687500000000000000e+01,4.516478066400623770e-01,6.880609312949459433e-01,4.713260358724145060e-01,7.083842738554276819e-01,2.318685662056303887e+00,-2.025011576315269402e+00,1.786957171638806185e+00,-1.902092571171661861e+00,2.069141341146199764e+01,-2.305188813032256201e-01,-5.113683433564206737e-01,6.750161007179522166e+00
1.583333333333333259e-01,5.700000000000000000e+01,4.524541455583360183e-01,6.873577915592429255e-01,4.719464772262071395e-01,7.077242315404764783e-01,2.325804670503200278e+00,-2.025064143206527056e+00,1.786787737153263667e+00,-1.899752366794122294e+00,2.031407524269037879e+01,-7.226641234037765871e-02,-4.645231870599985102e-01,6.729358584774957741e+00
1.586805555555555747e-01,5.712500000000000711e+01,4.532629336079811999e-01,6.866546431108644377e-01,4.725668625786471067e-01,7.070650005355531009e-01,2.332792658752612436e+00,-2.025061761323839082e+00,1.786634621601257189e+00,-1.897419445333929700e+00,1.993673707391844019e+01,8.598605662253432091e-02,-4.173712328300476782e-01,6.708211891728202758e+00
1.590277777777777957e-01,5.725000000000000711e+01,4.540741252958730434e-01,6.859515050292462890e-01,4.731871976145314296e-01,7.064065782911725933e-01,2.339649626804534588e+00,-2.025004430667205924e+00,1.786497931565427244e+00,-1.895093925820678482e+00,1.955939890514650870e+01,2.442385255854463144e-01,-3.699121605260347612e-01,6.686723858865594394e+00
1.593750000000000167e-01,5.737500000000000711e+01,4.548876751288876141e-01,6.852483963938238443e-01,4.738074880556839563e-01,7.057489622166970289e-01,2.346375574658965846e+00,-2.024892151236627136e+00,1.786377773739574071e+00,-1.892775926266313746e+00,1.918206073637456299e+01,4.024909945483582385e-01,-3.221456500074433293e-01,6.664897417013448511e+00
1.597222222222222376e-01,5.750000000000000711e+01,4.557035376139006444e-01,6.845453362840324685e-01,4.744277396609953845e-01,7.050921496806883404e-01,2.352970502315907542e+00,-2.024724923032102275e+00,1.786274254928657435e+00,-1.890465563665131965e+00,1.880472256760263150e+01,5.607434635112702459e-01,-2.740713811336885075e-01,6.642735496998085409e+00
1.600694444444444586e-01,5.762500000000000711e+01,4.565216672577877555e-01,6.838423437793077486e-01,4.750479582264593437e-01,7.044361380112624804e-01,2.359434409775356123e+00,-2.024502746053632674e+00,1.786187482048797737e+00,-1.888162953993784088e+00,1.842738439883084212e+01,7.189959324741181934e-01,-2.256890337642669664e-01,6.620241029645830722e+00
1.604166666666666796e-01,5.775000000000000711e+01,4.573420185674254013e-01,6.831394379590848276e-01,4.756681495852138064e-01,7.037809244964423616e-01,2.365767297037316919e+00,-2.024225620301217887e+00,1.786117562127274461e+00,-1.885868212211270878e+00,1.805004623005891062e+01,8.772484014370300898e-01,-1.769982877586065706e-01,6.597416945783006526e+00
1.607638888888889006e-01,5.787500000000000711e+01,4.581645460496891475e-01,6.824366379027990703e-01,4.762883196075771153e-01,7.031265063845111296e-01,2.371969164101787264e+00,-2.023893545774857472e+00,1.786064602302527504e+00,-1.883581452258944466e+00,1.767270806128698268e+01,1.035500870399941986e+00,-1.279988229761913343e-01,6.574266176235936676e+00
1.611111111111111216e-01,5.800000000000000711e+01,4.589892042114548931e-01,6.817339626898860638e-01,4.769084742010886169e-01,7.024728808843656580e-01,2.378040010968768048e+00,-2.023506522474550984e+00,1.786028709824156513e+00,-1.881302787060512127e+00,1.729536989251504053e+01,1.193753339362854105e+00,-7.869031927645296631e-02,6.550791651830947693e+00
1.614583333333333426e-01,5.812500000000000000e+01,4.598159475595982038e-01,6.810314313997818392e-01,4.775286193105456323e-01,7.018200451658702654e-01,2.383979837638255272e+00,-2.023064550400300199e+00,1.786009992052921103e+00,-1.879032328522028950e+00,1.691803172374325825e+01,1.352005808325637437e+00,-2.907245651887591792e-02,6.526996303394356325e+00
1.618055555555555636e-01,5.825000000000000000e+01,4.606447306009955889e-01,6.803290631119203180e-01,4.781487607991929401e-01,7.011679963602088783e-01,2.389788644110256044e+00,-2.022567629552102897e+00,1.786006093972128062e+00,-1.876770187531905165e+00,1.654069355497131610e+01,1.510258277288549333e+00,-1.315442488038048342e-02,6.502883061752483762e+00
1.621527777777777846e-01,5.837500000000000000e+01,4.614755078425225032e-01,6.796268769057377535e-01,4.787689003827100831e-01,7.005167315602400802e-01,2.395466430384765033e+00,-2.022015759929959966e+00,1.785996106142782702e+00,-1.874516473960902152e+00,1.616335538619938461e+01,1.668510746251461452e+00,-4.427478308501314741e-02,6.478454857731656524e+00
1.625000000000000056e-01,5.850000000000000000e+01,4.623082337910549566e-01,6.789248918606695105e-01,4.793890346343707143e-01,6.998662478208488302e-01,2.401013196461785348e+00,-2.021408941533872738e+00,1.785975417360373241e+00,-1.872271296662132434e+00,1.578601721742744424e+01,1.826763215214373126e+00,-7.479236834431117475e-02,6.453714622158198466e+00
1.628472222222222265e-01,5.862500000000000000e+01,4.631428629534680153e-01,6.782231270561510650e-01,4.800091598748471577e-01,6.992165421593009578e-01,2.406428942341308996e+00,-2.020747174363839438e+00,1.785944236448337552e+00,-1.870034763471061456e+00,1.540867904865582538e+01,1.985015684177221296e+00,-1.047099035445433896e-01,6.428665285858430778e+00
1.631944444444444475e-01,5.875000000000000000e+01,4.639793498366390767e-01,6.775216015716176710e-01,4.806292724971564789e-01,6.985676115555958798e-01,2.411713668023348411e+00,-2.020030458419860508e+00,1.785902771284667789e+00,-1.867806981205506478e+00,1.503134087988388323e+01,2.143268153140132970e+00,-1.340301115720165803e-01,6.403309779658672873e+00
1.635416666666666685e-01,5.887500000000000000e+01,4.648176489474430406e-01,6.768203344865043602e-01,4.812493689663308594e-01,6.979194529528203184e-01,2.416867373507896932e+00,-2.019258793701936394e+00,1.785851228801908830e+00,-1.865588055665636125e+00,1.465400271111195352e+01,2.301520622103045532e+00,-1.627557153130109457e-01,6.377651034385264595e+00
1.638888888888888895e-01,5.900000000000000000e+01,4.656577147927561944e-01,6.761193448802472750e-01,4.818694458190906360e-01,6.972720632575014621e-01,2.421890058794955447e+00,-2.018432180210066651e+00,1.785789814987158497e+00,-1.863378091633971056e+00,1.427666454234000959e+01,2.459773091065957207e+00,-1.908894376538322890e-01,6.351691980864506704e+00
1.642361111111111105e-01,5.912500000000000000e+01,4.664995018794532711e-01,6.754186518322818911e-01,4.824894996635142319e-01,6.966254393399602396e-01,2.426781723884519515e+00,-2.017550617944251723e+00,1.785718734882069780e+00,-1.861177192875384856e+00,1.389932637356838185e+01,2.618025560028740539e+00,-2.184340014807512054e-01,6.325435549922727496e+00
