motor_time_fraction,motor_angle_deg,source16_aligned_small,source16_aligned_large,power_sigmoid_small,power_sigmoid_large,source16_aligned_dsmall_dt,source16_aligned_dlarge_dt,power_sigmoid_dsmall_dt,power_sigmoid_dlarge_dt
5.555555555555555768e-03,2.000000000000000000e+00,1.559097143037978528e-01,9.972740874325299876e-01,1.260396766667067348e-01,9.999233409949539464e-01,2.069180099079372503e+00,-9.444933280480382054e-01,1.829027940300854471e+00,-2.864801577796013271e-02
5.902777777777777624e-03,2.125000000000000000e+00,1.566284546044592885e-01,9.969368965870094579e-01,1.266757336633308195e-01,9.999130554043180741e-01,2.070759282793706024e+00,-9.976229235711352450e-01,1.834660823808950791e+00,-3.059926127568692034e-02
6.250000000000000347e-03,2.250000000000000000e+00,1.573477382849490791e-01,9.965813652762851582e-01,1.273137470011853900e-01,9.999020899454739153e-01,2.072309966890677035e+00,-1.050134407622421717e+00,1.840296454346784349e+00,-3.256400786687749238e-02
6.597222222222222203e-03,2.375000000000000000e+00,1.580675554495667712e-01,9.962077081223956743e-01,1.279537176221605121e-01,9.998904399793182574e-01,2.073832151370286425e+00,-1.102027780201895624e+00,1.845934763079890795e+00,-3.454198030093870442e-02
6.944444444444444926e-03,2.500000000000000000e+00,1.587878962026115504e-01,9.958161397473801468e-01,1.285956464441814495e-01,9.998781009566964917e-01,2.075325836232533749e+00,-1.153303041309538424e+00,1.851575680807272084e+00,-3.653293485679380559e-02
7.291666666666666782e-03,2.625000000000000000e+00,1.595087506483835460e-01,9.954068747732769395e-01,1.292395343610820979e-01,9.998650684082998064e-01,2.076791021477419008e+00,-1.203960190945390085e+00,1.857219137961827471e+00,-3.853665463559013959e-02
7.638888888888889506e-03,2.750000000000000000e+00,1.602301088911817217e-01,9.949801278221255263e-01,1.298853822424775040e-01,9.998513379360385311e-01,2.078227707104942201e+00,-1.253999229109410640e+00,1.862865064610796706e+00,-4.055294574546917941e-02
7.986111111111112229e-03,2.875000000000000444e+00,1.609519610353061791e-01,9.945361135159640487e-01,1.305331909336369112e-01,9.998369052056124140e-01,2.079635893115104217e+00,-1.303420155801639835e+00,1.868513390456226775e+00,-4.258163417650514398e-02
8.333333333333333218e-03,3.000000000000000000e+00,1.616742971850558541e-01,9.940750464768318695e-01,1.311829612553574720e-01,9.998217659400703283e-01,2.081015579507902835e+00,-1.352222971022038589e+00,1.874164044835465726e+00,-4.462256321641557694e-02
8.680555555555555941e-03,3.125000000000000000e+00,1.623971074447308482e-01,9.935971413267673524e-01,1.318346940038373771e-01,9.998059159141896579e-01,2.082366766283340720e+00,-1.400407674770645983e+00,1.879816956721667376e+00,-4.667559129486756331e-02
9.027777777777778664e-03,3.250000000000000444e+00,1.631203819186304582e-01,9.931026126878094162e-01,1.324883899505494012e-01,9.997893509495410225e-01,2.083689453441416983e+00,-1.447974267047440922e+00,1.885472054724321112e+00,-4.874059017103118951e-02
9.374999999999999653e-03,3.375000000000000000e+00,1.638441107110541195e-01,9.925916751819972017e-01,1.331440498421152252e-01,9.997720669101354263e-01,2.084983640982130737e+00,-1.494922747852425626e+00,1.891129267089810995e+00,-5.081744339865591070e-02
9.722222222222222376e-03,3.500000000000000000e+00,1.645682839263011288e-01,9.920645434313694055e-01,1.338016744001788161e-01,9.997540596985603489e-01,2.086249328905482869e+00,-1.541253117185579224e+00,1.896788521701979979e+00,-5.290604501749673894e-02
1.006944444444444510e-02,3.625000000000000444e+00,1.652928916686715877e-01,9.915214320579646134e-01,1.344612643212810821e-01,9.997353252525402745e-01,2.087486517211472936e+00,-1.586965375046941462e+00,1.902449746082726989e+00,-5.500629843084181569e-02
1.041666666666666782e-02,3.750000000000000444e+00,1.660179240424643765e-01,9.909625556838218552e-01,1.351228202767340292e-01,9.997158595418560445e-01,2.088695205900100493e+00,-1.632059521436473037e+00,1.908112867392626866e+00,-5.711811543718936512e-02
1.076388888888888881e-02,3.875000000000000000e+00,1.667433711519797357e-01,9.903881289309800495e-01,1.357863429124959442e-01,9.996956585655794036e-01,2.089875394971366429e+00,-1.676535556354212364e+00,1.913777812431566305e+00,-5.924141539048752292e-02
1.111111111111111154e-02,4.000000000000000000e+00,1.674692231015167676e-01,9.897983664214775601e-01,1.364518328490454402e-01,9.996747183495803268e-01,2.091027084425271632e+00,-1.720393479800140124e+00,1.919444507639397557e+00,-6.137612446828449170e-02
1.145833333333333426e-02,4.125000000000000000e+00,1.681954699953750743e-01,9.891934827773537497e-01,1.371192906812572221e-01,9.996530349442704910e-01,2.092150274261813880e+00,-1.763633291774256540e+00,1.925112879096623431e+00,-6.352217503099383267e-02
1.180555555555555525e-02,4.250000000000000000e+00,1.689221019378541744e-01,9.885736926206472042e-01,1.377887169782772425e-01,9.996306044225572451e-01,2.093244964480994064e+00,-1.806254992276561389e+00,1.930782852525107840e+00,-6.567950505852264420e-02
1.215277777777777797e-02,4.375000000000000000e+00,1.696491090332530316e-01,9.879392105733971752e-01,1.384601122833982179e-01,9.996074228779786575e-01,2.094311155082811293e+00,-1.848258581307020920e+00,1.936454353288785235e+00,-6.784805765292717394e-02
1.250000000000000069e-02,4.500000000000000000e+00,1.703764813858722749e-01,9.872902512576416933e-01,1.391334771139353943e-01,9.995834864230056516e-01,2.095348846067268234e+00,-1.889644058865703746e+00,1.942127306394420216e+00,-7.002778059769761143e-02
1.284722222222222342e-02,4.625000000000000000e+00,1.711042091000112009e-01,9.866270292954201215e-01,1.398088119611031188e-01,9.995587911874833642e-01,2.096358037434363997e+00,-1.930411424952575006e+00,1.947801636492373145e+00,-7.221862596583349114e-02
1.319444444444444441e-02,4.750000000000000000e+00,1.718322822799686900e-01,9.859497593087707124e-01,1.404861172898906885e-01,9.995333333172057300e-01,2.097338729184096806e+00,-1.970560679567634699e+00,1.953477267877389290e+00,-7.442054977013809469e-02
1.354166666666666713e-02,4.875000000000000000e+00,1.725606910300440666e-01,9.852586559197333838e-01,1.411653935389391989e-01,9.995071089726010882e-01,2.098290921316466662e+00,-2.010091822710867504e+00,1.959154124489421056e+00,-7.663351165019467726e-02
1.388888888888888985e-02,5.000000000000000000e+00,1.732894254545379042e-01,9.845539337503456112e-01,1.418466411204185873e-01,9.994801143275230393e-01,2.099214613831475340e+00,-2.049004854382304952e+00,1.964832129914452219e+00,-7.885747459133560233e-02
1.423611111111111084e-02,5.125000000000000000e+00,1.740184756577492775e-01,9.838358074226470906e-01,1.425298604199049246e-01,9.994523455681344482e-01,2.100109806729121953e+00,-2.087299774581930834e+00,1.970511207385372554e+00,-8.109240467161603350e-02
1.458333333333333356e-02,5.250000000000000000e+00,1.747478317439776496e-01,9.831044915586765187e-01,1.432150517962577640e-01,9.994237988918722726e-01,2.100976500009407388e+00,-2.124976583309745592e+00,1.976191279782846921e+00,-8.333827083338751773e-02
1.493055555555555629e-02,5.375000000000000000e+00,1.754774838175222340e-01,9.823602007804731473e-01,1.439022155814979886e-01,9.993944705064907730e-01,2.101814693672330314e+00,-2.162035280565718587e+00,1.981872269636226980e+00,-8.559504467654839577e-02
1.527777777777777901e-02,5.500000000000000000e+00,1.762074219826831878e-01,9.816031497100748959e-01,1.445913520806864916e-01,9.993643566291716684e-01,2.102624387717891619e+00,-2.198475866349910657e+00,1.987554099124480445e+00,-8.786270027095829938e-02
1.562500000000000000e-02,5.625000000000000000e+00,1.769376363437596966e-01,9.808335529695206834e-01,1.452824615718016632e-01,9.993334534856951334e-01,2.103405582146091302e+00,-2.234298340662291604e+00,1.993236690077136108e+00,-9.014121398584176714e-02
1.597222222222222446e-02,5.750000000000000888e+00,1.776681170050513348e-01,9.800516251808494284e-01,1.459755443056192925e-01,9.993017573096713013e-01,2.104158276956928475e+00,-2.269502703502875640e+00,1.998919963975263947e+00,-9.243056433429885921e-02
1.631944444444444545e-02,5.875000000000000000e+00,1.783988540708576209e-01,9.792575809661007158e-01,1.466706005055912754e-01,9.992692643418188414e-01,2.104882472150403139e+00,-2.304088954871633899e+00,2.004603841952471655e+00,-9.473073183128165320e-02
1.666666666666666644e-02,6.000000000000000000e+00,1.791298376454774910e-01,9.784516349473130203e-01,1.473676303677249610e-01,9.992359708292934961e-01,2.105578167726516625e+00,-2.338057094768552613e+00,2.010288244795922274e+00,-9.704169886360833330e-02
1.701388888888889089e-02,6.125000000000000888e+00,1.798610578332116017e-01,9.776340017465247056e-01,1.480666340604633313e-01,9.992018730250594727e-01,2.106245363685268046e+00,-2.371407123193688182e+00,2.015973092947380696e+00,-9.936344957076072293e-02
1.736111111111111188e-02,6.250000000000000000e+00,1.805925047383589443e-01,9.768048959857748015e-01,1.487676117245653462e-01,9.991669671872991376e-01,2.106884060026657846e+00,-2.404139040147012629e+00,2.021658306504282354e+00,-1.016959697353673892e-01
1.770833333333333287e-02,6.375000000000000000e+00,1.813241684652190377e-01,9.759645322871018935e-01,1.494705634729861232e-01,9.991312495788619019e-01,2.107494256750685580e+00,-2.436252845628525510e+00,2.027343805220823914e+00,-1.040392466824046763e-01
1.805555555555555733e-02,6.500000000000000888e+00,1.820560391180911231e-01,9.751131252725456777e-01,1.501754893907583932e-01,9.990947164667430824e-01,2.108075953857351248e+00,-2.467748539638213945e+00,2.033029508509076599e+00,-1.063932691862606444e-01
1.840277777777777832e-02,6.625000000000000000e+00,1.827881068012753019e-01,9.742508895641440736e-01,1.508823895348737065e-01,9.990573641215968470e-01,2.108629151346654851e+00,-2.498626122176104580e+00,2.038715335440125731e+00,-1.087580273849068219e-01
1.874999999999999931e-02,6.750000000000000000e+00,1.835203616190707876e-01,9.733780397839359999e-01,1.515912639341641943e-01,9.990191888172770263e-01,2.109153849218597276e+00,-2.528885593242182761e+00,2.044401204745234679e+00,-1.111335127005073642e-01
1.909722222222222376e-02,6.875000000000000888e+00,1.842527936757771823e-01,9.724947905539605975e-01,1.523021125891849403e-01,9.989801868304030164e-01,2.109650047473177192e+00,-2.558526952836450263e+00,2.050087034817030585e+00,-1.135197177658697348e-01
1.944444444444444475e-02,7.000000000000000000e+00,1.849853930756932829e-01,9.716013564962575622e-01,1.530149354720965194e-01,9.989403544399524382e-01,2.110117746110394599e+00,-2.587550200958883551e+00,2.055772743710714057e+00,-1.159166363562047913e-01
