motor_time_fraction,motor_angle_deg,source16_aligned_small,source16_aligned_large,beta_cdf_small,beta_cdf_large,source16_aligned_dsmall_dt,source16_aligned_dlarge_dt,beta_cdf_dsmall_dt,beta_cdf_dlarge_dt
1.503472222222222154e-01,5.412500000000000000e+01,4.346065733005028964e-01,7.034891843963727576e-01,5.024977461092394737e-01,8.545351004933178229e-01,2.139971739273951012e+00,-2.009953064899404840e+00,2.249014655148099173e+00,-1.755190591206462924e+00
1.506944444444444364e-01,5.425000000000000000e+01,4.353510066765724495e-01,7.027910634366770770e-01,5.032786509801788766e-01,8.539251757610182292e-01,2.147975820411950121e+00,-2.011214504817462334e+00,2.248996587262912961e+00,-1.757974875873073994e+00
1.510416666666666852e-01,5.437500000000000711e+01,4.360982310324043043e-01,7.020925140167277867e-01,5.040595487294218247e-01,8.533142852954790358e-01,2.156047782705033722e+00,-2.012420995961574643e+00,2.248973634175381875e+00,-1.760753214626954222e+00
1.513888888888889062e-01,5.450000000000000711e+01,4.368482699378440914e-01,7.013935552159598075e-01,5.048404376607175115e-01,8.527024311612944052e-01,2.164187626153201371e+00,-2.013572538331741324e+00,2.248945795886108989e+00,-1.763525607232447445e+00
1.517361111111111271e-01,5.462500000000000711e+01,4.376011469627366091e-01,7.006942061138093925e-01,5.056213160778147975e-01,8.520896154231397679e-01,2.172395350756445964e+00,-2.014669131927961487e+00,2.248913072395823054e+00,-1.766292053455035704e+00
1.520833333333333481e-01,5.475000000000000711e+01,4.383568856769288757e-01,6.999944857897107964e-01,5.064021822844643195e-01,8.514758401457720449e-01,2.180670956514785708e+00,-2.015710776750237354e+00,2.248875463705384714e+00,-1.769052553061336130e+00
1.524305555555555691e-01,5.487500000000000711e+01,4.391155096502653565e-01,6.992944133230999393e-01,5.071830345844158261e-01,8.508611073940287595e-01,2.189014443428205503e+00,-2.016697472798567592e+00,2.248832969815780292e+00,-1.771807105819089845e+00
1.527777777777777901e-01,5.500000000000000711e+01,4.398770424525910716e-01,6.985940077934126302e-01,5.079638712814200652e-01,8.502454192328282589e-01,2.197425811496702241e+00,-2.017629220072951757e+00,2.248785590728124895e+00,-1.774555711497157962e+00
1.531250000000000111e-01,5.512500000000000711e+01,4.406415076537528175e-01,6.978932882800834570e-01,5.087446906792275625e-01,8.496287777271683828e-01,2.205905060720290134e+00,-2.018506018573391181e+00,2.248733326443661529e+00,-1.777298369865513816e+00
1.534722222222222321e-01,5.525000000000000000e+01,4.414089288235955588e-01,6.971922738625482285e-01,5.095254910815896210e-01,8.490111849421274615e-01,2.214452191098962519e+00,-2.019327868299885420e+00,2.248676176963762430e+00,-1.780035080695237193e+00
1.538194444444444531e-01,5.537500000000000000e+01,4.421793295319647044e-01,6.964909836202423099e-01,5.103062707922583208e-01,8.483926429428623184e-01,2.223067202632718509e+00,-2.020094769252434030e+00,2.248614142289928175e+00,-1.782765843758504998e+00
1.541666666666666741e-01,5.550000000000000000e+01,4.429527322430261149e-01,6.957894366326011770e-01,5.110870281149862970e-01,8.477731537946091578e-01,2.231729236106033021e+00,-2.020806721431037012e+00,2.248547222423785019e+00,-1.785490658828590371e+00
1.545138888888888951e-01,5.562500000000000000e+01,4.437291281700275758e-01,6.950876519790606389e-01,5.118677613535259630e-01,8.471527195626826767e-01,2.240289466725320811e+00,-2.021463724835694364e+00,2.248475417367091556e+00,-1.788209525679849365e+00
1.548611111111111160e-01,5.575000000000000000e+01,4.445084736527658009e-01,6.943856487390552834e-01,5.126484688116313970e-01,8.465313423124753989e-01,2.248718677147126588e+00,-2.022065779466406088e+00,2.248398727121732055e+00,-1.790922444087720944e+00
1.552083333333333370e-01,5.587500000000000000e+01,4.452907231981163005e-01,6.936834459920206974e-01,5.134291487930565667e-01,8.459090241094581186e-01,2.257016867371441027e+00,-2.022612885323172627e+00,2.248317151689718685e+00,-1.793629413828714325e+00
1.555555555555555580e-01,5.600000000000000000e+01,4.460758313129545294e-01,6.929810628173928011e-01,5.142097996015566608e-01,8.452857670191787909e-01,2.265184037398262351e+00,-2.023105042405993537e+00,2.248230691073195509e+00,-1.796330434680409205e+00
1.559027777777777790e-01,5.612500000000000000e+01,4.468637525041569969e-01,6.922785182946061822e-01,5.149904195408872010e-01,8.446615731072624200e-01,2.273220187227596778e+00,-2.023542250714869706e+00,2.248139345274430045e+00,-1.799025506421442877e+00
1.562500000000000000e-01,5.625000000000000000e+01,4.476544412785992688e-01,6.915758315030967607e-01,5.157710069148051524e-01,8.440364444394106158e-01,2.281125316859440755e+00,-2.023924510249799802e+00,2.248043114295821265e+00,-1.801714628831511789e+00
1.565972222222222210e-01,5.637500000000000000e+01,4.484478521431570774e-01,6.908730215222999016e-01,5.165515600270675911e-01,8.434103830814013714e-01,2.288899426293794281e+00,-2.024251821010784713e+00,2.247941998139897812e+00,-1.804397801691357550e+00
1.569444444444444420e-01,5.650000000000000000e+01,4.492439396047065436e-01,6.901701074316508588e-01,5.173320771814331476e-01,8.427833910990888411e-01,2.296542515530657802e+00,-2.024524182997823996e+00,2.247835996809312675e+00,-1.807075024782765826e+00
1.572916666666666630e-01,5.662500000000000000e+01,4.500426581701230666e-01,6.894671083105857745e-01,5.181125566816607853e-01,8.421554705584025635e-01,2.304054584570027764e+00,-2.024741596210917649e+00,2.247725110306851626e+00,-1.809746297888558342e+00
1.576388888888888840e-01,5.675000000000000000e+01,4.508439623462831003e-01,6.887640432385387923e-01,5.188929968315107999e-01,8.415266235253470173e-01,2.311435633411910828e+00,-2.024904060650066118e+00,2.247609338635425669e+00,-1.812411620792587996e+00
1.579861111111111049e-01,5.687500000000000000e+01,4.516478066400623770e-01,6.880609312949459433e-01,5.196733959347447085e-01,8.408968520660021762e-01,2.318685662056303887e+00,-2.025011576315269402e+00,2.247488681798075483e+00,-1.815070993279732869e+00
1.583333333333333259e-01,5.700000000000000000e+01,4.524541455583360183e-01,6.873577915592429255e-01,5.204537522951249162e-01,8.402661582465220658e-01,2.325804670503200278e+00,-2.025064143206527056e+00,2.247363139797971865e+00,-1.817724415135889338e+00
1.586805555555555747e-01,5.712500000000000711e+01,4.532629336079811999e-01,6.866546431108644377e-01,5.212340642164147164e-01,8.396345441331350967e-01,2.332792658752612436e+00,-2.025061761323839082e+00,2.247232712638413066e+00,-1.820371886147966078e+00
1.590277777777777957e-01,5.725000000000000711e+01,4.540741252958730434e-01,6.859515050292462890e-01,5.220143300023787347e-01,8.390020117921433984e-01,2.339649626804534588e+00,-2.025004430667205924e+00,2.247097400322824345e+00,-1.823013406103880296e+00
1.593750000000000167e-01,5.737500000000000711e+01,4.548876751288876141e-01,6.852483963938238443e-01,5.227945479567832621e-01,8.383685632899225970e-01,2.346375574658965846e+00,-2.024892151236627136e+00,2.246957202854761970e+00,-1.825648974792551282e+00
1.597222222222222376e-01,5.750000000000000711e+01,4.557035376139006444e-01,6.845453362840324685e-01,5.235747163833949225e-01,8.377342006929213714e-01,2.352970502315907542e+00,-2.024724923032102275e+00,2.246812120237910104e+00,-1.828278592003892200e+00
1.600694444444444586e-01,5.762500000000000711e+01,4.565216672577877555e-01,6.838423437793077486e-01,5.243548335859826715e-01,8.370989260676613419e-01,2.359434409775356123e+00,-2.024502746053632674e+00,2.246662152476082142e+00,-1.830902257528808086e+00
1.604166666666666796e-01,5.775000000000000711e+01,4.573420185674254013e-01,6.831394379590848276e-01,5.251348978683157975e-01,8.364627414807364048e-01,2.365767297037316919e+00,-2.024225620301217887e+00,2.246507299573219818e+00,-1.833519971159189410e+00
1.607638888888889006e-01,5.787500000000000711e+01,4.581645460496891475e-01,6.824366379027990703e-01,5.259149075341655877e-01,8.358256489988126203e-01,2.371969164101787264e+00,-2.023893545774857472e+00,2.246347561533393655e+00,-1.836131732687903195e+00
1.611111111111111216e-01,5.800000000000000711e+01,4.589892042114548931e-01,6.817339626898860638e-01,5.266948608873049942e-01,8.351876506886276585e-01,2.378040010968768048e+00,-2.023506522474550984e+00,2.246182938360803405e+00,-1.838737541908792794e+00
1.614583333333333426e-01,5.812500000000000000e+01,4.598159475595982038e-01,6.810314313997818392e-01,5.274747562315078575e-01,8.345487486169909097e-01,2.383979837638255272e+00,-2.023064550400300199e+00,2.246013430059778049e+00,-1.841337398616669674e+00
1.618055555555555636e-01,5.825000000000000000e+01,4.606447306009955889e-01,6.803290631119203180e-01,5.282545918705497945e-01,8.339089448507824853e-01,2.389788644110256044e+00,-2.022567629552102897e+00,2.245839036634773578e+00,-1.843931302607307643e+00
1.621527777777777846e-01,5.837500000000000000e+01,4.614755078425225032e-01,6.796268769057377535e-01,5.290343661082081983e-01,8.332682414569533291e-01,2.395466430384765033e+00,-2.022015759929959966e+00,2.245659758090377878e+00,-1.846519253677437300e+00
1.625000000000000056e-01,5.850000000000000000e+01,4.623082337910549566e-01,6.789248918606695105e-01,5.298140772482612393e-01,8.326266405025253281e-01,2.401013196461785348e+00,-2.021408941533872738e+00,2.245475594431306288e+00,-1.849101251624743147e+00
1.628472222222222265e-01,5.862500000000000000e+01,4.631428629534680153e-01,6.782231270561510650e-01,5.305937235944903074e-01,8.319841440545895361e-01,2.406428942341308996e+00,-2.020747174363839438e+00,2.245286545662404709e+00,-1.851677296247854931e+00
1.631944444444444475e-01,5.875000000000000000e+01,4.639793498366390767e-01,6.775216015716176710e-01,5.313733034506766817e-01,8.313407541803073952e-01,2.411713668023348411e+00,-2.020030458419860508e+00,2.245092611788645609e+00,-1.854247387346346976e+00
1.635416666666666685e-01,5.887500000000000000e+01,4.648176489474430406e-01,6.768203344865043602e-01,5.321528151206049717e-01,8.306964729469096254e-01,2.416867373507896932e+00,-2.019258793701936394e+00,2.244893792815133349e+00,-1.856811524720728412e+00
1.638888888888888895e-01,5.900000000000000000e+01,4.656577147927561944e-01,6.761193448802472750e-01,5.329322569080607863e-01,8.300513024216962243e-01,2.421890058794955447e+00,-2.018432180210066651e+00,2.244690088747099743e+00,-1.859369708172439406e+00
1.642361111111111105e-01,5.912500000000000000e+01,4.664995018794532711e-01,6.754186518322818911e-01,5.337116271168311776e-01,8.294052446720353577e-01,2.426781723884519515e+00,-2.017550617944251723e+00,2.244481499589907170e+00,-1.861921937503849156e+00
1.645833333333333315e-01,5.925000000000000000e+01,4.673429647144119459e-01,6.747182744220425743e-01,5.344909240507059733e-01,8.287583017653643580e-01,2.431542368776597574e+00,-2.016614106904492054e+00,2.244268025349046791e+00,-1.864468212518246348e+00
1.649305555555555525e-01,5.937500000000000000e+01,4.681880578045070629e-01,6.740182317289650227e-01,5.352701460134765554e-01,8.281104757691886142e-01,2.436171993471185182e+00,-2.015622647090784980e+00,2.244049666030139445e+00,-1.867008533019835825e+00
1.652777777777777735e-01,5.950000000000000000e+01,4.690347356566146320e-01,6.733185428324852673e-01,5.360492913089359712e-01,8.274617687510805730e-01,2.440670597968282340e+00,-2.014576238503133165e+00,2.243826421638936530e+00,-1.869542898813737031e+00
1.656249999999999944e-01,5.962500000000000000e+01,4.698829527776102188e-01,6.726192268120388951e-01,5.368283582408802657e-01,8.268121827786815148e-01,2.445038182267887272e+00,-2.013474881141537498e+00,2.243598292181316456e+00,-1.872071309705972908e+00
1.659722222222222154e-01,5.975000000000000000e+01,4.707326636743702775e-01,6.719203027470602718e-01,5.376073451131058167e-01,8.261617199196986672e-01,2.449274746370004419e+00,-2.012318575005995314e+00,2.243365277663290414e+00,-1.874593765503468790e+00
1.663194444444444642e-01,5.987500000000000711e+01,4.715838228537705401e-01,6.712217897169853176e-01,5.383862502294134433e-01,8.255103822419068704e-01,2.453380290274631115e+00,-2.011107320096507056e+00,2.243127378090996604e+00,-1.877110266014048179e+00
1.666666666666666852e-01,6.000000000000000711e+01,4.724363848226866280e-01,6.705237068012493973e-01,5.391650718936034092e-01,8.248581718131470231e-01,2.457354813981767361e+00,-2.009841116413073614e+00,2.242884593470705568e+00,-1.879620811046426754e+00
1.670138888888889062e-01,6.012500000000000711e+01,4.732903040879943846e-01,6.698260730792878759e-01,5.399438084094806412e-01,8.242050907013268590e-01,2.461198317491413157e+00,-2.008519963955694987e+00,2.242636923808815297e+00,-1.882125400410206595e+00
1.673611111111111271e-01,6.025000000000000711e+01,4.741455351565696530e-01,6.691289076305366734e-01,5.407224580808509540e-01,8.235511409744197264e-01,2.464910800803567614e+00,-2.007143862724372063e+00,2.242384369111855680e+00,-1.884624033915872854e+00
1.677083333333333481e-01,6.037500000000000711e+01,4.750020325352888317e-01,6.684322295344302667e-01,5.415010192115229382e-01,8.228963247004648096e-01,2.468492263918232954e+00,-2.005712812719102178e+00,2.242126929386484058e+00,-1.887116711374789757e+00
1.680555555555555691e-01,6.050000000000000711e+01,4.758597507310273755e-01,6.677360578704045757e-01,5.422794901053066274e-01,8.222406439475662410e-01,2.471942706835408288e+00,-2.004226813939887109e+00,2.241864604639491443e+00,-1.889603432599193500e+00
1.684027777777777901e-01,6.062500000000000711e+01,4.767186442506604060e-01,6.670404117178951875e-01,5.430578690660161634e-01,8.215841007838937671e-01,2.475262129555090063e+00,-2.002685866386726854e+00,2.241597394877796301e+00,-1.892084197402190693e+00
1.687500000000000111e-01,6.075000000000000711e+01,4.775786676010653764e-01,6.663453101563366898e-01,5.438361543974661316e-01,8.209266972776814164e-01,2.478450532077285828e+00,-2.001089970059620970e+00,2.241325300108448548e+00,-1.894559005597751478e+00
1.690972222222222321e-01,6.087500000000000000e+01,4.784397752891174083e-01,6.656507722651652248e-01,5.446143444034755587e-01,8.202684354972277214e-01,2.481507914401990256e+00,-1.999439124958569236e+00,2.241048320338627775e+00,-1.897027857000705975e+00
1.694444444444444531e-01,6.100000000000000000e+01,4.793019218216922894e-01,6.649568171238160463e-01,5.453924373878643594e-01,8.196093175108958295e-01,2.484434276529204677e+00,-1.997733331083572539e+00,2.240766455575643690e+00,-1.899490751426739399e+00
1.697916666666666741e-01,6.112500000000000000e+01,4.801650617056659742e-01,6.642634638117242973e-01,5.461704316544556681e-01,8.189493453871120598e-01,2.487229618458928204e+00,-1.995972588434629991e+00,2.240479705826937451e+00,-1.901947688692386729e+00
1.701388888888888951e-01,6.125000000000000000e+01,4.810291494479140284e-01,6.635707314083260089e-01,5.469483255070753946e-01,8.182885211943666803e-01,2.489893940191161281e+00,-1.994156897011742480e+00,2.240188071100081224e+00,-1.904398668615033818e+00
1.704861111111111160e-01,6.137500000000000000e+01,4.818941395553127949e-01,6.628786389930559908e-01,5.477261172495520025e-01,8.176268470012132417e-01,2.492427241725904352e+00,-1.992286256814909118e+00,2.239891551402775072e+00,-1.906843691012903408e+00
1.708333333333333370e-01,6.150000000000000000e+01,4.827599865347380614e-01,6.621872056453496080e-01,5.485038051857157315e-01,8.169643248762681331e-01,2.494829523063157861e+00,-1.990360667844130349e+00,2.239590146742852728e+00,-1.909282755705058010e+00
1.711805555555555580e-01,6.162500000000000000e+01,4.836266448930651718e-01,6.614964504446428917e-01,5.492813876194014844e-01,8.163009568882105826e-01,2.497100784202920032e+00,-1.988380130099407284e+00,2.239283857128277599e+00,-1.911715862511395025e+00
1.715277777777777790e-01,6.175000000000000000e+01,4.844940691371707464e-01,6.608063924703704295e-01,5.500588628544452741e-01,8.156367451057816575e-01,2.499241025145192197e+00,-1.986344643580737701e+00,2.238972682567143213e+00,-1.914143011252639193e+00
1.718750000000000000e-01,6.187500000000000000e+01,4.853622137739304065e-01,6.601170508019679195e-01,5.508362291946866662e-01,8.149716915977854859e-01,2.501250245889974355e+00,-1.984254208288122934e+00,2.238656623067674101e+00,-1.916564201750340812e+00
1.722222222222222210e-01,6.200000000000000000e+01,4.862310333102199400e-01,6.594284445188709487e-01,5.516134849439681131e-01,8.143057984330871468e-01,2.503128446437266952e+00,-1.982108824221561649e+00,2.238335678638229354e+00,-1.918979433826871750e+00
1.725694444444444420e-01,6.212500000000000000e+01,4.871004822529151901e-01,6.587405927005145490e-01,5.523906284061345096e-01,8.136390676806137812e-01,2.504875626787069098e+00,-1.979908491381055624e+00,2.238009849287293740e+00,-1.921388707305419219e+00
1.729166666666666630e-01,6.225000000000000000e+01,4.879705151088913340e-01,6.580535144263347513e-01,5.531676578850338588e-01,8.129715014093535919e-01,2.506491786939379907e+00,-1.977653209766605302e+00,2.237679135023487031e+00,-1.923792022009983782e+00
1.732638888888888840e-01,6.237500000000000000e+01,4.888410863850257138e-01,6.573672287534534364e-01,5.539445716845183831e-01,8.123031016883555111e-01,2.507976926894200709e+00,-1.975343980705086322e+00,2.237343535855558674e+00,-1.926189377765373800e+00
1.736111111111111049e-01,6.250000000000000000e+01,4.897121505881933956e-01,6.566817495257224468e-01,5.547213681084411929e-01,8.116338705867298664e-01,2.509331046651531949e+00,-1.973016217611880396e+00,2.237003051792390451e+00,-1.928580774397203434e+00
1.739583333333333537e-01,6.262500000000000711e+01,4.905836622252703894e-01,6.559970787088706956e-01,5.554980454606603946e-01,8.109638101736464932e-01,2.510554146211372739e+00,-1.970687534040191702e+00,2.236657682842996042e+00,-1.930966211731884652e+00
1.743055555555555747e-01,6.275000000000000711e+01,4.914555758031316501e-01,6.553132166225091870e-01,5.562746020450360929e-01,8.102929225183361783e-01,2.511646225573723079e+00,-1.968357929990021571e+00,2.236307429016519688e+00,-1.933345689596628114e+00
1.746527777777777957e-01,6.287500000000000711e+01,4.923278458286546866e-01,6.546301635862480373e-01,5.570510361654323894e-01,8.096212096900889943e-01,2.512607284738583857e+00,-1.966027405461368227e+00,2.235952290322236635e+00,-1.935719207819435850e+00
1.750000000000000167e-01,6.300000000000000711e+01,4.932004268087146204e-01,6.539479199196976955e-01,5.578273461257161614e-01,8.089486737582547438e-01,2.513437323705953741e+00,-1.963695960454232781e+00,2.235592266769556691e+00,-1.938086766229097702e+00
1.753472222222222376e-01,6.312500000000000711e+01,4.940732732501871838e-01,6.532664859424691661e-01,5.586035302297576166e-01,8.082753167922427373e-01,2.514136342475833175e+00,-1.961363594968614565e+00,2.235227358368018447e+00,-1.940448364655190217e+00
1.756944444444444586e-01,6.325000000000000711e+01,4.949463396599479426e-01,6.525858619741733424e-01,5.593795867814301825e-01,8.076011408615211273e-01,2.514704341048223046e+00,-1.959030309004515802e+00,2.234857565127295942e+00,-1.942804002928066431e+00
1.760416666666666796e-01,6.337500000000000711e+01,4.958195805448736282e-01,6.519060483344200074e-01,5.601555140846111724e-01,8.069261480356171301e-01,2.515141319423122912e+00,-1.956696102561933159e+00,2.234482887057192446e+00,-1.945153680878859648e+00
1.763888888888889006e-01,6.350000000000000711e+01,4.966929504118395844e-01,6.512270453428199435e-01,5.609313104431804531e-01,8.062503403841158045e-01,2.515447277600531439e+00,-1.954360975640867748e+00,2.234103324167644011e+00,-1.947497398339475216e+00
1.767361111111111216e-01,6.362500000000000711e+01,4.975664037677217655e-01,6.505488533189838218e-01,5.617069741610228872e-01,8.055737199766610512e-01,2.515622215580450849e+00,-1.952024928241320456e+00,2.233718876468719916e+00,-1.949835155142588539e+00
1.770833333333333426e-01,6.375000000000000000e+01,4.984398951193955707e-01,6.498714725825228689e-01,5.624825035420248920e-01,8.048962888829547246e-01,2.515666133362879364e+00,-1.949687960363292172e+00,2.233329543970623110e+00,-1.952166951121639071e+00
1.774305555555555636e-01,6.387500000000000000e+01,4.993133789737378425e-01,6.491949034530463125e-01,5.632578968900777694e-01,8.042180491727559666e-01,2.515579030947817873e+00,-1.947350072006778676e+00,2.232935326683685329e+00,-1.954492786110826996e+00
1.777777777777777846e-01,6.400000000000000000e+01,5.001868098376237581e-01,6.485191462501657123e-01,5.640331525090761522e-01,8.035390029158818725e-01,2.515360908335265488e+00,-1.945011263171784188e+00,2.232536224618374643e+00,-1.956812659945113664e+00
1.781250000000000056e-01,6.412500000000000000e+01,5.010601422179294939e-01,6.478442012934914063e-01,5.648082687029183369e-01,8.028591521822061594e-01,2.515011765525223986e+00,-1.942671533858306487e+00,2.232132237785290130e+00,-1.959126572460212046e+00
1.784722222222222265e-01,6.425000000000000000e+01,5.019333306215300050e-01,6.471700689026345099e-01,5.655832437755061726e-01,8.021784990416597205e-01,2.514531602517691589e+00,-1.940330884066349126e+00,2.231723366195164537e+00,-1.961434523492586512e+00
1.788194444444444475e-01,6.437500000000000000e+01,5.028063295553026890e-01,6.464967493972048063e-01,5.663580760307452833e-01,8.014970455642304037e-01,2.513920419312669186e+00,-1.937989313795906998e+00,2.231309609858863396e+00,-1.963736512879449725e+00
1.791666666666666685e-01,6.450000000000000000e+01,5.036790935261227231e-01,6.458242430968130776e-01,5.671327637725450677e-01,8.008147938199619009e-01,2.513178215910155888e+00,-1.935646823046983211e+00,2.230890968787384576e+00,-1.966032540458755973e+00
1.795138888888888895e-01,6.462500000000000000e+01,5.045515770408658396e-01,6.451525503210699952e-01,5.679073053048192543e-01,8.001317458789545256e-01,2.512304992310153029e+00,-1.933303411819576434e+00,2.230467442991861393e+00,-1.968322606069201175e+00
1.798611111111111105e-01,6.475000000000000000e+01,5.054237346064076597e-01,6.444816713895863414e-01,5.686816989314850135e-01,7.994479038113641023e-01,2.511300748512660164e+00,-1.930959080113688220e+00,2.230039032483558614e+00,-1.970606709550216662e+00
1.802083333333333315e-01,6.487500000000000000e+01,5.062955207296249149e-01,6.438116066219723432e-01,5.694559429564628461e-01,7.987632696874022997e-01,2.510165484517676404e+00,-1.928613827929316793e+00,2.229605737273874677e+00,-1.972884850741965845e+00
1.805555555555555525e-01,6.500000000000000000e+01,5.071668899173926714e-01,6.431423563378387831e-01,5.702300356836785822e-01,7.980778455773359648e-01,2.508899200325202639e+00,-1.926267655266463041e+00,2.229167557374343023e+00,-1.975157029485344218e+00
1.809027777777777735e-01,6.512500000000000000e+01,5.080377966765873277e-01,6.424739208567961102e-01,5.710039754170609383e-01,7.973916335514871223e-01,2.507501895935237979e+00,-1.923920562125126521e+00,2.228724492796628986e+00,-1.977423245621971359e+00
1.812499999999999944e-01,6.525000000000000000e+01,5.089081955140840607e-01,6.418063004984556619e-01,5.717777604605436270e-01,7.967046356802331974e-01,2.505973571347784645e+00,-1.921572548505309896e+00,2.228276543552534239e+00,-1.979683498994188495e+00
1.815972222222222154e-01,6.537500000000000000e+01,5.097780409367596022e-01,6.411394955824268882e-01,5.725513891180634696e-01,7.960168540340053500e-01,2.504314226562840418e+00,-1.919223614407009171e+00,2.227823709653992346e+00,-1.981937789445058051e+00
1.819444444444444642e-01,6.550000000000000000e+01,5.106472874514893512e-01,6.404735064283209045e-01,5.733248596935621721e-01,7.953282906832894739e-01,2.502523861580404407e+00,-1.916873759830225898e+00,2.227365991113071875e+00,-1.984186116818359213e+00
1.822916666666666852e-01,6.562500000000000000e+01,5.115158895651492621e-01,6.398083333557481600e-01,5.740981704909856598e-01,7.946389476986259748e-01,2.500602476400479279e+00,-1.914522984774960079e+00,2.226903387941975954e+00,-1.986428480958579712e+00
1.826388888888889062e-01,6.575000000000000000e+01,5.123838017846151782e-01,6.391439766843194370e-01,5.748713198142838543e-01,7.939488271506087713e-01,2.498550071023063701e+00,-1.912171289241212158e+00,2.226435900153042713e+00,-1.988664881710919596e+00
1.829861111111111271e-01,6.587500000000000000e+01,5.132509786167623878e-01,6.384804367336454067e-01,5.756443059674106744e-01,7.932579311098848507e-01,2.496366645448159893e+00,-1.909818673228982577e+00,2.225963527758741733e+00,-1.990895318921284352e+00
1.833333333333333481e-01,6.600000000000000000e+01,5.141173745684679552e-01,6.378177138233361854e-01,5.764171272543257007e-01,7.925662616471558231e-01,2.494052199675764747e+00,-1.907465136738269784e+00,2.225486270771681596e+00,-1.993119792436280902e+00
1.836805555555555691e-01,6.612500000000000000e+01,5.149829441466071689e-01,6.371558082730027772e-01,5.771897819789906237e-01,7.918738208331753681e-01,2.491606733705877819e+00,-1.905110679769074444e+00,2.225004129204603665e+00,-1.995338302103216499e+00
1.840277777777777901e-01,6.625000000000000000e+01,5.158476418580553169e-01,6.364947204022557425e-01,5.779622684453741277e-01,7.911806107387506781e-01,2.489030247538503549e+00,-1.902755302321397890e+00,2.224517103070384305e+00,-1.997550847770094284e+00
1.843750000000000111e-01,6.637500000000000000e+01,5.167114222096892417e-01,6.358344505307053085e-01,5.787345849574476730e-01,7.904866334347413481e-01,2.486322741173637052e+00,-1.900399004395237901e+00,2.224025192382034444e+00,-1.999757429285611732e+00
1.847222222222222321e-01,6.650000000000000000e+01,5.175742397083845647e-01,6.351749989779624794e-01,5.795067298191878269e-01,7.897918909920595976e-01,2.483484214611279661e+00,-1.898041785990595365e+00,2.223528397152702230e+00,-2.001958046499153099e+00
1.850694444444444531e-01,6.662500000000000000e+01,5.184360488610171291e-01,6.345163660636373715e-01,5.802787013345759304e-01,7.890963854816696044e-01,2.480514667851433153e+00,-1.895683647107470726e+00,2.223026717395669039e+00,-2.004152699260791870e+00
1.854166666666666741e-01,6.675000000000000000e+01,5.192968041744625562e-01,6.338585521073411000e-01,5.810504978075976545e-01,7.884001189745868388e-01,2.477414100894095306e+00,-1.893324587745863541e+00,2.222520153124353914e+00,-2.006341387421285205e+00
1.857638888888888951e-01,6.687500000000000000e+01,5.201564601555964673e-01,6.332015574286844473e-01,5.818221175422432223e-01,7.877030935418802837e-01,2.474182513739268785e+00,-1.890964607905776029e+00,2.222008704352309572e+00,-2.008524110832067944e+00
1.861111111111111160e-01,6.700000000000000000e+01,5.210149713112954828e-01,6.325453823472769743e-01,5.825935588425081857e-01,7.870053112546687712e-01,2.470819906386950926e+00,-1.888603707587203973e+00,2.221492371093227280e+00,-2.010700869345253938e+00
1.864583333333333370e-01,6.712500000000000000e+01,5.218722921484355570e-01,6.318900271827300186e-01,5.833648200123919825e-01,7.863067741841227587e-01,2.467326278837141729e+00,-1.886241886790149591e+00,2.220971153360931094e+00,-2.012871662813633389e+00
1.868055555555555580e-01,6.725000000000000000e+01,5.227283771738910900e-01,6.312354922546545843e-01,5.841358993559000456e-01,7.856074844014636627e-01,2.463701631089845190e+00,-1.883879145514615105e+00,2.220445051169383177e+00,-2.015036491090664406e+00
1.871527777777777790e-01,6.737500000000000000e+01,5.235831808945394794e-01,6.305817778826596776e-01,5.849067951770415830e-01,7.849074439779644141e-01,2.459945963145057313e+00,-1.881515483760594964e+00,2.219914064532682918e+00,-2.017195354030476562e+00
1.875000000000000000e-01,6.750000000000000000e+01,5.244366578172561244e-01,6.299288843863570797e-01,5.856775057798311312e-01,7.842066549849475710e-01,2.456059275002778097e+00,-1.879150901528093609e+00,2.219378193465063376e+00,-2.019348251487861123e+00
1.878472222222222210e-01,6.762500000000000000e+01,5.252887624489169793e-01,6.292768120853572400e-01,5.864480294682884454e-01,7.835051194937860952e-01,2.452041566663008876e+00,-1.876785398817109707e+00,2.218837437980897498e+00,-2.021495183318275046e+00
1.881944444444444420e-01,6.775000000000000000e+01,5.261394492963976655e-01,6.286255612992708297e-01,5.872183645464381652e-01,7.828028395759036862e-01,2.447892838125749204e+00,-1.874418975627643480e+00,2.218291798094693235e+00,-2.023636149377832982e+00
1.885416666666666630e-01,6.787500000000000000e+01,5.269886728665735820e-01,6.279751323477086311e-01,5.879885093183093714e-01,7.820998173027731148e-01,2.443613089391003079e+00,-1.872051631959696927e+00,2.217741273821095316e+00,-2.025771149523306836e+00
1.888888888888888840e-01,6.800000000000000000e+01,5.278363876663217935e-01,6.273255255502804273e-01,5.887584620879373620e-01,7.813960547459172234e-01,2.439202320458762951e+00,-1.869683367813266051e+00,2.217185865174887027e+00,-2.027900183612121321e+00
1.892361111111111049e-01,6.812500000000000000e+01,5.286825482025176992e-01,6.266767412265973336e-01,5.895282211593618760e-01,7.806915539769080370e-01,2.434660531329032374e+00,-1.867314183188352628e+00,2.216625572170987102e+00,-2.030023251502352188e+00
