time_s,cycle_fraction,motor_angle_deg,study_angle_deg,S_volume_m3,S_pressure_Pa,S_temperature_K,S_mass_kg,S_internal_energy_J,L_volume_m3,L_pressure_Pa,L_temperature_K,L_mass_kg,L_internal_energy_J,Hi_volume_m3,Hi_pressure_Pa,Hi_temperature_K,Hi_mass_kg,Hi_internal_energy_J,Ho_volume_m3,Ho_pressure_Pa,Ho_temperature_K,Ho_mass_kg,Ho_internal_energy_J,Hi_wall_temperature_K,Hi_wall_energy_J,Hi_wall_to_gas_heat_W,Hi_external_to_wall_heat_W,Hi_air_inlet_temperature_K,Hi_air_outlet_temperature_K,Ho_wall_temperature_K,Ho_wall_energy_J,Ho_wall_to_gas_heat_W,Ho_external_to_wall_heat_W,Ho_air_inlet_temperature_K,Ho_air_outlet_temperature_K,S_to_Hi_mass_flow_kg_s,Hi_to_L_mass_flow_kg_s,L_to_Ho_mass_flow_kg_s,Ho_to_S_mass_flow_kg_s,Hi_to_L_valve_open,Ho_to_S_valve_open,S_volume_rate_m3_s,L_volume_rate_m3_s,S_indicated_power_W,L_indicated_power_W,total_indicated_power_W,cumulative_external_Hi_heat_J,cumulative_external_Ho_heat_J,cumulative_Hi_gas_heat_J,cumulative_Ho_gas_heat_J,cumulative_indicated_work_J
0.0,0.0,0.0,-0.0,0.00013510494093172247,103425.59864574454,269.19394908474163,0.00018086398059734689,34.93327348965338,0.0009761887535737402,104696.97428261263,375.1425883875636,0.0009492697977791859,255.5100220697139,4.04108331714767e-05,104819.373961804,545.6065413254892,2.705066218992794e-05,10.589595585772724,3.967222789601163e-05,103952.01960820942,315.4617777915254,4.555026188416618e-05,10.310020530368885,545.9759817058987,79001.03899619283,28.170275048026003,180.57746417022338,558.15,557.3311437668281,311.1594835503462,31534.123528226948,-149.30811252905193,-135.54394259134367,298.15,298.7646448161161,0,0.00017640071677448537,0.0030043193490095752,0.0033162042645392383,0,1,0.003549910791017142,0.0016357749642801963,367.15164869993646,171.2606893673853,538.4123380673218,0.0,0.0,0.0,0.0,0.0
1.857299749929657e-07,3.714599499859314e-07,0.0001337255819949353,-0.0001337255819949353,0.00013510560025680195,103425.46987118913,269.1940108828771,0.00018086459651663847,34.93340047197198,0.0009761890573797784,104696.84986447693,375.1424668983997,0.000949269272547932,255.50979794958977,4.04108331714767e-05,104819.2480168116,545.6065465679777,2.7050629427474876e-05,10.589582861917533,3.967222789601163e-05,103951.89221098436,315.46179234893077,4.555020395858148e-05,10.310007895039519,545.975981901526,79001.03902449949,28.16989030162911,180.57746126847948,558.15,557.3311437799864,311.15948357557227,31534.12353078346,-149.30862944253641,-135.54394285417064,298.15,298.76464481730795,0,0.0001763983065304572,0.003004327690914347,0.0033162083374541312,0,1,0.0035499133397020686,0.0016357059883765198,367.15145516068867,171.25326428748235,538.404719448171,3.353864736568793e-05,-2.5174573116753087e-05,5.231993021231136e-06,-2.773108801264401e-05,9.999789507920285e-05
3.714599499859314e-07,7.429198999718628e-07,0.0002674511639898706,-0.0002674511639898706,0.00013510625958235463,103425.34109837108,269.19407268165924,0.0001808652124366865,34.933527454575234,0.0009761893611730058,104696.72544804592,375.1423454107981,0.0009492687473146811,255.5095738300838,4.04108331714767e-05,104819.12207353863,545.6065518104,2.7050596665469464e-05,10.58957013823605,3.967222789601163e-05,103951.76481548362,315.4618069061149,4.555014603378966e-05,10.309995259881173,545.9759820971536,79001.03905280621,28.16950556030873,180.57745836673053,558.15,557.3311437931449,311.1594836007993,31534.12353334007,-149.3091463482434,-135.54394311700767,298.15,298.7646448184998,0,0.00017639589631575508,0.003004336032753472,0.003316212410326102,0,1,0.003549915888342003,0.0016356370130868184,367.15126162229865,171.24583929181253,538.3971009141112,6.70772941924341e-05,-5.0349146282322886e-05,1.046391458446646e-05,-5.546227203017206e-05,0.00019999437516826527
2.6441950501059425e-05,5.288390100211885e-05,0.019038204360762787,-0.019038204360762787,0.00013519881229040307,103407.28271566259,269.2027535658847,0.00018095167516655788,34.95135451333878,0.000976231876879426,104679.27828270388,375.1253078426052,0.0009491950018625029,255.47812077076938,4.04108331714767e-05,104801.4606396864,545.6072870413379,2.70460023459497e-05,10.587785855093621,3.967222789601163e-05,103933.89960240584,315.46384812187847,4.554202307561637e-05,10.30822337786959,545.9760095617902,79001.04302685433,28.115549116981555,180.5770509832106,558.15,557.331145640488,311.15948715118424,31534.123893150012,-149.3816279509207,-135.54398010795873,298.15,298.76464498624097,0,0.0001760577336161262,0.0030055065681111595,0.003316783491456563,0,1,0.003550273188830506,0.0016259611991438262,367.12410335523305,170.20444484205547,537.3285481972885,0.004774814905935068,-0.0035840467167556032,0.0007441534069053666,-0.003948969784024621,0.014222342060388388
5.251244105213292e-05,0.00010502488210426584,0.0378089575575357,-0.0378089575575357,0.00013529137430190344,103389.25849105815,269.211447147049,0.00018103815277966106,34.96918717327499,0.000976274140490176,104661.86464202382,375.108301005611,0.0009491212171055288,255.44667986372735,4.04108331714767e-05,104783.8330446605,545.6080210004872,2.7041416834582842e-05,10.586004990589107,3.967222789601163e-05,103916.06837513129,315.4658850671155,4.553391573085412e-05,10.306454866589336,545.9760370360659,79001.04700229721,28.061690320828383,180.57664345671273,558.15,557.3311474884795,311.159490720186,31534.124254846658,-149.45395959966297,-135.54401729287605,298.15,298.7646451548617,0,0.0001757201826965353,0.0030066755600416696,0.0033173542290432243,0,1,0.003550629603540475,0.0016162974693400879,367.0969618864495,169.16470695731792,536.2616688437674,0.009482541895125741,-0.007117745254129507,0.0014764375055641914,-0.007844364968784769,0.02821685386486312
7.85829316032064e-05,0.0001571658632064128,0.056579710754308614,-0.056579710754308614,0.00013538394559376961,103371.2683628293,269.2201533880853,0.00018112464526446115,34.9870254299806,0.0009763161523201363,104644.48446574982,375.0913248521336,0.0009490473930986233,255.41525108781283,4.04108331714767e-05,104766.23922750012,545.608753690159,2.7036840115454688e-05,10.584227538563812,3.967222789601163e-05,103898.27107903821,315.46791776157136,4.552582397208773e-05,10.304689720622994,545.9760645199634,79001.05097913233,28.00792899451531,180.5762357874949,558.15,557.3311493371181,311.1594943077659,31534.12461842609,-149.52614199276957,-135.54405467135626,298.15,298.7646453243601,0,0.00017538324192007003,0.003007842990635027,0.0033179246649309184,0,1,0.0035509851330953685,0.0016066458113770483,367.06983714561846,168.12662265060754,535.196459796226,0.014190258258040293,-0.010651444763455632,0.0022073187550203724,-0.011741643909226851,0.04218357337444252
0.00015454638516417747,0.00030909277032835494,0.11127339731820778,-0.11127339731820778,0.00013565372989052038,103319.04309827315,269.2455932475844,0.0001813767493140653,35.03903391250045,0.0009764371324977538,104594.03285925966,375.0420347626494,0.0009488320634926273,255.32374380367835,4.04108331714767e-05,104715.1669309929,545.6108813639192,2.7023554595285052e-05,10.579067853429219,3.967222789601163e-05,103846.60675847754,315.4738164371378,4.550233504864915e-05,10.299565623874555,545.9761446564697,79001.06257463738,27.851834859494673,180.5750471210458,558.15,557.3311547273086,311.1595048667491,31534.125688514898,-149.7356176275453,-135.54416468388735,298.15,298.7646458232288,0,0.00017440498033855536,0.0030112356692622334,0.0033195851637400743,0,1,0.0035520160237328814,0.0015785918026688048,366.9908966418144,165.1112828796989,532.1021795215133,0.027907407620866184,-0.02094784343224921,0.004328963057244743,-0.023108131386678082,0.08272131369686551
0.00023050983872514855,0.0004610196774502971,0.16596708388210696,-0.16596708388210696,0.0001359235922125381,103267.10533507413,269.2711394262326,0.00018162897930737052,35.091089786334585,0.000976555985475135,104543.86338003,374.9930035892213,0.000948616402523947,255.23233882115767,4.04108331714767e-05,104664.37935980987,545.6129983143662,2.7010343187578376e-05,10.573936933263564,3.967222789601163e-05,103795.22833381727,315.4796793197009,4.5478977431730945e-05,10.294469882444407,545.9762248740764,79001.07418187743,27.696564043136245,180.57385725163385,558.15,557.3311601229541,311.15951558217586,31534.12677445831,-149.9438359463847,-135.54427632638132,298.15,298.76464632948887,0,0.00017343178748157153,0.003014615782949254,0.0033212418855456775,0,1,0.003553039420038541,0.0015506398750787765,366.9120960487907,162.10988325186239,529.0219793006531,0.04162446664143576,-0.03124425052173234,0.006438782035256998,-0.03449048188682361,0.12302455245709225
0.0003064732922861196,0.0006129465845722392,0.22066077044600613,-0.22066077044600613,0.00013619353199111316,103215.45366059324,269.29679111753603,0.0001818813350599696,35.14319297525316,0.0009766727189951046,104493.97456664086,374.9442301902091,0.0009484004115617813,255.14103564651612,4.04108331714767e-05,104613.87505144419,545.61510460162,2.699720551029609e-05,10.568834630314047,3.967222789601163e-05,103744.13399769546,315.4855063786014,4.5455750318579916e-05,10.289402317077357,545.9763051723602,79001.08580079119,27.542111936072864,180.57266618553564,558.15,557.3311655240261,311.1595264531255,31534.127876163024,-150.1507950655467,-135.54438958924618,298.15,298.7646468430967,0,0.00017246364679956967,0.003017984521316145,0.003322892485811952,0,1,0.0035540553373966874,0.0015227897228456873,366.8334339842518,159.12235056937934,525.9557845536311,0.055341435229924914,-0.041540666153569134,0.008536836870055268,-0.045888602235225395,0.16309434098303083
0.00032186934722132593,0.0006437386944426519,0.23174592999935464,-0.23174592999935464,0.00013624825200076596,103205.0197720234,269.3020028988028,0.00018193249709246763,35.15375885410669,0.0009766961205870618,104483.89731986492,374.93437624916834,0.0009483565950278921,255.12254294032246,4.04108331714767e-05,104603.67338100505,545.6155302173879,2.6994551756163056e-05,10.567803985308581,3.967222789601163e-05,103733.81289854772,315.4866831171031,4.545105857410413e-05,10.28837866458354,545.9763214567798,79001.08815709644,27.51090634961498,180.57242463840356,558.15,557.3311666193587,311.1595286752891,31534.128101365804,-150.192590849096,-135.54441274164964,298.15,298.7646469480849,0,0.00017226805068175358,0.0030186656933445907,0.0033232267135510913,0,1,0.0035542603304729494,0.0015171575105761511,366.81750768137914,158.51852955310045,525.3360372344796,0.05812154005894024,-0.043627515199987366,0.0089606364483229,-0.048200654064174,0.17118721357174022
