theta_deg,phase,u_from_high_turn_deg,E_x,E_y,candidate_projected_velocity,candidate_velocity_normalized,target_velocity,target_velocity_normalized
187.0,long_regular,188.18818720333473,4.037901979899916,-1.3201310464014417,0.41090523261532313,0.2207674781062492,0.2680149447596583,0.8455796200446074
187.25,long_regular,188.43818720333473,4.038574321877961,-1.318146139603582,0.4164114903638573,0.22372583088557457,0.26988625246090026,0.8514835432621043
187.5,long_regular,188.68818720333473,4.039267769920999,-1.3161319774994213,0.4219556453073349,0.22670454472991175,0.2717452051224029,0.8573484866763752
187.75,long_regular,188.93818720333473,4.0399822387202695,-1.3140884087967164,0.4275376401202907,0.22970358883994887,0.2735916482314111,0.8631739628040188
188.0,long_regular,189.18818720333473,4.040717641475473,-1.3120152827879572,0.4331574139566925,0.23272293052487544,0.27542542939291453,0.8689594908430599
188.25,long_regular,189.43818720333473,4.041473889891726,-1.3099124493668892,0.43881490243853905,0.2357625351962564,0.27724639832964776,0.8747045966729482
188.5,long_regular,189.68818720333473,4.0422508941766955,-1.3077797590450326,0.4445100376449808,0.23882236636218684,0.2790544068820897,0.8804088128545579
188.75000000000003,long_regular,189.93818720333476,4.043048563037888,-1.3056170629682207,0.45024274810197074,0.24190238562173177,0.2808493090084643,0.8860716786301888
189.0,long_regular,190.18818720333473,4.043866803680131,-1.303424212933137,0.4560129587724553,0.2450025526596561,0.2826309607847397,0.8916927399235646
189.25,long_regular,190.43818720333473,4.044705521803224,-1.30120106140388,0.4618205910471134,0.24812282524144877,0.2843992204046293,0.8972715493398352
189.5,long_regular,190.68818720333473,4.045564621599755,-1.2989474615285026,0.46766556273565074,0.2512631592086456,0.28615394817959056,0.9028076661655743
189.75,long_regular,190.93818720333473,4.046444005753129,-1.296663267155576,0.4735477880586594,0.2544235084744556,0.28789500653882605,0.9083006563687812
190.0,long_regular,191.18818720333473,4.0473435754357325,-1.2943483328507415,0.479467177640049,0.2576038250196946,0.289622260029283,0.9137500925988803
190.25,long_regular,191.43818720333473,4.048263230307346,-1.2920025139132423,0.48542363850005704,0.2608040588890297,0.29133557531565296,0.9191555541867201
