index,label,feasible,small_min_deg,small_max_deg,large_max_deg,h_s_low_before,h_s_low_after,h_s_high_before,h_s_high_after,h_l_low_before,h_l_low_after,h_l_high_before,h_l_high_after,sector_smin_to_lmin_deg,sector_lmin_to_smax_deg,sector_smax_to_lmax_deg,sector_lmax_to_next_smin_deg,cross_symmetry_rms_h,cross_symmetry_max_abs_h,delta_cross_low_before,delta_cross_low_after,delta_cross_high_before,delta_cross_high_after,indicated_thermal_efficiency,indicated_power_w,heat_input_w,heat_out_w,maximum_pressure_pa,maximum_temperature_k,maximum_tube_reynolds,maximum_tube_mach_number,maximum_absolute_mass_flow_kg_s,cold_isothermality_error,hot_isothermality_error,pressure_equalization_error,small_max_abs_dV_dtheta,large_max_abs_dV_dtheta,small_max_abs_d2V_dtheta2,large_max_abs_d2V_dtheta2,convergence_cycles,constraint_power_ok,constraint_pressure_ok,constraint_temperature_ok,constraint_mass_flow_ok,constraint_validity_ok
10,sobol,True,73.85193198453635,241.26681978348643,371.01526260748506,0.05398298283107583,-0.03356720563024285,-1.0184873387217523,-0.5084194188937545,-0.5188288568519056,-0.14530695914290848,-1.7724886789917946,-0.8292274188250305,106.14806801546365,61.266819783486426,129.74844282399863,62.836669377051294,0.6908121602003126,1.26406926009804,-0.48526165122166276,-0.1992899419739843,-1.26406926009804,0.18925991989672186,0.1888192472559205,53.16069000239252,281.542749348746,-228.34635420945486,446392.0778320111,581.274894068322,659.5636973453238,0.04646314442819093,0.01267740270802702,0.03369317720764467,0.06752116488445888,0.012723767582824936,0.00047249464574583474,0.0005997145225292728,0.0009703106286923634,0.001218784821389089,22,True,True,True,True,True
11,sobol,True,66.81476923637092,235.80982577055693,366.8379703052342,-0.48317753393203017,-0.17237314521335068,-1.5798552921041846,-1.2071004061028363,-0.01699846899136903,0.12056492925621565,-0.5571094544604422,-1.7546632908284665,113.18523076362908,55.80982577055693,131.02814453467727,59.97679893113673,0.45871895685230557,0.6499909516423941,0.15537467622198164,0.6037424631882458,0.6499909516423941,-0.17480799872428188,0.1980422147939076,47.50887518452692,239.89266750004273,-192.40214067365028,546364.6680512205,587.9188680699331,548.4621081323605,0.0436113443674766,0.01054193104149426,0.022712445219369794,0.07960160589644649,0.011864485796076542,0.0005378825740973885,0.0006683372544752462,0.0012170754216229895,0.0014735223279618952,32,True,True,True,True,True
12,sobol,True,68.52896802593023,244.17378763202578,362.99395002797246,-0.4699406378902495,-0.28704780838452276,-1.415034953132272,-0.7187956770882011,-0.45799030335620045,-0.34421799089759586,-1.1750155961140991,-1.0488832918927073,111.47103197406977,64.17378763202578,118.82016239594668,65.53501799795777,0.3111395081384198,0.456219919025898,-0.17094249497167768,0.12572264699265362,-0.456219919025898,0.36615166123956455,0.19169122958879278,51.99652355234572,271.25144777821225,-219.2008626739296,461902.2685963173,582.1938682972874,557.2649928326668,0.04152559870630902,0.010711130339131899,0.029348599484601334,0.07921594206200004,0.012076542593790247,0.00048573496389866047,0.0005109486341282472,0.0010546918591373329,0.0010488960443266655,22,True,True,True,True,True
13,sobol,True,75.6531304307282,234.83598854392767,370.3589168526232,-0.07936556045897303,0.11176650505512953,-0.5708514453843236,-1.4174764348194004,0.047581061255186796,0.3361774394288659,-0.9903944451361896,-1.53438390288502,104.3468695692718,54.83598854392767,135.52292830869555,65.29421357810497,0.5673600220584548,0.9635324575006963,-0.06418544379994273,0.41554299988783894,0.42708198968321087,-0.9635324575006963,0.17666664019658918,44.145346394916544,249.8793566560895,-205.75342517475278,583368.5678913748,596.8230964108008,687.9085290947274,0.04570967739176802,0.013222215662749606,0.027515514768965327,0.07004817489829326,0.011470561429832899,0.00046557753381825143,0.000648366962286778,0.0008352449052917867,0.0014125502887425189,22,True,True,True,True,True
14,sobol,False,78.53199331089854,240.96121314913034,365.9781744815409,-0.21534245680086317,0.14491791944019494,-0.7833404503762722,-0.8296804420650007,0.3430246332660317,-0.10279746432788672,-0.577308800444007,-1.1502399500459433,101.46800668910146,60.961213149130344,125.01696133241057,72.55381882935762,0.25010964282987197,0.36689949966967106,0.19810671382583678,0.11254499247297645,0.2523716416209937,-0.36689949966967106,0.14925404178919888,29.463089448252585,197.40228870897317,-167.939270733191,656325.997275509,600.274470431035,716.6076375523746,0.04288866519066819,0.013773838131880815,0.02117505243010686,0.08743939949335515,0.012249425798980165,0.0004774375757659414,0.000600161938734858,0.0009107057872519142,0.0011388621550986276,22,False,True,True,True,True
15,sobol,True,71.50947902817279,231.4348010951653,373.42445166781545,0.14554356168955562,-0.46959288259968157,-1.629064711742103,-1.5311599016189577,-0.1589228821918368,-0.3724600173998624,-1.4838104588910939,-0.6674302853643896,108.49052097182721,51.43480109516531,141.98965057265013,58.085027360357344,0.5682926835760537,0.9616344263777135,0.31067000040784476,-0.518003579089418,0.04734944272786379,0.9616344263777135,0.169993861393195,52.27438553776189,307.5074894431128,-255.211111615403,441184.5484789249,581.1192941295099,584.7134804939141,0.03948448012305953,0.011238714760785954,0.03636752033961033,0.08551032222006669,0.009240051020390636,0.0005560350090089532,0.0005300792713445946,0.00138496749096842,0.0010648492325792075,22,True,True,True,True,True
16,sobol,True,71.02877120953053,240.74405565392226,363.87605595216155,-0.5519350716844201,-0.10361037058755757,-0.5020296750590207,-1.2784745194017888,0.30671661756932733,-0.5525867655873299,-0.6699871005490423,-0.7089909425005319,108.97122879046947,60.74405565392226,123.13200029823929,67.15271525736898,0.38126715274132844,0.6084874188527465,0.4103269881568849,-0.0006516939029097557,0.6084874188527465,-0.2069612674415111,0.18765947954400986,47.09234465637384,250.9457277127839,-203.86217954128907,521559.9611483206,591.9157329137344,723.7399272405881,0.03979202294287618,0.013910927102925944,0.028927993983079228,0.0683078043194072,0.011272541957388941,0.00041380980829716575,0.0005384127174895527,0.0008478275779366383,0.0008836806067880919,32,True,True,True,True,True
17,sobol,True,79.00720818899572,231.18366814218462,368.7213170044124,0.007491324888542317,-0.19046500069089234,-1.384692018479109,-0.5798790231347086,-0.13771224431693552,0.06955709308385849,-1.576397429406643,-1.1070342363789678,100.99279181100428,51.183668142184615,137.5376488622278,70.2858911845833,0.5188395202001892,0.9965184062719343,0.05275275637395682,0.06206576819531617,-0.9965184062719343,0.27765778210014114,0.200405445539572,51.72314733925226,258.092524382223,-206.31630872007716,489316.21544808743,585.8086157576868,617.9177820185464,0.045236168652036855,0.011876931060077102,0.028788372864530377,0.07412025302094183,0.012105036568550408,0.0005631479111298949,0.0005911544691729666,0.0013874260422834257,0.0011602844410061157,22,True,True,True,True,True
18,sobol,True,76.02581004612148,244.862902155146,366.96576131507754,-0.33153166552074254,-0.5066052405163646,-1.6970267744734884,-1.5619403814896942,-0.43654053350910543,0.16376123926602304,-1.2559869699180126,-1.4884658414870502,103.97418995387852,64.862902155146,122.10285915993154,69.06004873104393,0.31117891859854896,0.4952929047867656,0.07006470700725914,0.4952929047867656,0.30595341157168154,0.20856093298643819,0.1917475009221794,50.24227666225312,262.0231107087227,-211.74551088032274,484399.06209502526,582.6288551847322,566.44693157008,0.0469964992914727,0.010887615393544582,0.02880003112155354,0.07504124739791317,0.012406295890175327,0.0005352333344804362,0.0005885109684269197,0.0012747334536454835,0.0013330905848625255,22,True,True,True,True,True
19,sobol,True,68.15079502295703,235.55358357261866,371.6813723407686,0.25758061548694966,0.30063688890077167,-0.8131761554628611,-0.8607174573466183,0.011512177530676126,-0.1640369186643511,-1.0714461335912349,-1.0931990265846254,111.84920497704297,55.55358357261866,136.1277887681499,56.46942268218845,0.30990878786013354,0.42161753415130077,-0.28912471137009554,-0.42161753415130077,-0.21072867624461655,-0.28002287112176427,0.19166875741170056,50.0174190809875,260.95760079224135,-210.88395652585822,520227.69473030214,588.3520382604563,675.2204904791026,0.043242432486765424,0.012978340240629372,0.028124907633968594,0.06614399823526816,0.011320057582523945,0.0004834783828407798,0.0005758597738302187,0.0008717411334512455,0.0011850584773175686,28,True,True,True,True,True
20,sobol,True,66.34870985522866,241.9545619096607,370.8375382088125,0.21430831905454395,0.193622942501679,-0.6059506377205255,-1.7883807172998787,-0.482768211979419,0.3044601081870496,-1.6894774867221714,-1.7990437721833588,113.65129014477134,61.9545619096607,128.88297629915178,55.51117164641619,0.6890002567969623,1.1930931344628333,-0.676391154481098,0.09015178913250566,0.09890323057770734,-1.1930931344628333,0.1677125285176064,49.192096925269446,293.31199857323287,-244.096527638802,499907.7035146772,587.0018642367388,632.5066603305318,0.04933341797891538,0.012157342317039606,0.03457324595348269,0.10335568522844117,0.011322113496217508,0.000546759223763689,0.0006570512643103611,0.001104919681696167,0.0015688948766561601,22,True,True,True,True,True
21,sobol,True,74.31249842513353,236.5278812451288,363.30922977253795,-0.1688435226213187,-0.36893292609602213,-1.1167086079716684,-1.087157647125423,-0.038454609084874414,-0.32143092760816216,-0.47401869855821155,-0.7833727793768048,105.68750157486647,56.52788124512881,126.78134852740914,71.00326865259558,0.39355780358489567,0.6131389485672114,0.3304783170111477,-0.15258740498684348,0.6131389485672114,0.33333582859486355,0.19966798309696385,52.4470940265238,262.6715270672823,-210.17036918595926,461752.7949080399,583.5340461969984,653.8585952539562,0.04043492452098832,0.012567745555891784,0.030942040703227976,0.06981865903376297,0.01171604839335467,0.00047332432096697116,0.000500385771022957,0.0010838017653207364,0.0009162369633276302,23,True,True,True,True,True
22,sobol,True,77.05863934475929,237.9070049477741,373.87747107073665,-0.007107501523569204,-0.3283330232370645,-1.5931138643994929,-1.1504716835916042,0.1414497369900346,-0.4119454252999276,-0.7831925857812168,-0.4019618663936855,102.94136065524071,57.90700494777411,135.97046612296253,63.18116827402264,0.6961189920508892,1.1911519980058074,0.4697827602270991,-0.4048379237763584,0.3672790978103875,1.1911519980058074,0.1910553463865915,49.42630115098696,258.7014814595932,-209.2171790333706,511458.91167671786,586.3675462823581,653.4285914599521,0.03954648593694144,0.012559480499333168,0.034897720134134,0.07313561263671971,0.010665264657374022,0.0005563361832158883,0.0005295896732708955,0.0013503888719096756,0.0008148407838168283,24,True,True,True,True,True
23,sobol,True,68.99319460615516,232.20384947024286,366.2195354960859,-0.4199480057694018,0.0036862307228148206,-1.0811515968292953,-0.4518763333559037,-0.3067196486517787,-0.08777847769670188,-1.276781881414354,-1.4148550555109978,111.00680539384484,52.20384947024286,134.01568602584302,62.773659110069275,0.49962875389735567,0.8249055480584502,-0.3104058793745935,0.3321695280726999,-0.8249055480584502,-0.3337034586817025,0.19778940851685056,52.976640260857025,267.8436659379752,-214.8113348224189,477199.5814692712,583.4198471381255,590.5824829576785,0.04136566138731447,0.011351522224306174,0.02864756976025396,0.0629962575049878,0.011636471802191196,0.0004965143176864676,0.0005828549346934051,0.0010526336640142222,0.001282574653531058,23,True,True,True,True,True
24,sobol,True,70.51192179787904,243.59388392884284,372.6464015394449,-0.20135758854448793,-0.15434603886678816,-0.8549413582310081,-1.703307925723493,-0.582446857681498,0.2528187050018459,-0.9553333278745414,-1.349010241776705,109.48807820212096,63.59388392884284,129.05251761060208,57.86552025843412,0.5461493562672903,0.7479745978489517,-0.4281008188147098,0.4541762935463338,0.7479745978489517,-0.4940688835456968,0.184964912501572,54.469037466956266,294.48308184663586,-239.9901495125473,426421.82507940405,580.3519836823684,604.3344342290492,0.04576424916569476,0.011615846996864196,0.033957257702555414,0.08082473341358555,0.01179773597257007,0.0005017561020242196,0.0005709610917552073,0.0010424747687192907,0.0013452667322680436,22,True,True,True,True,True
