index,small_lambda_target,large_lambda_target,adiabatic_sector_fraction,status,feasible,failure_reasons,indicated_thermal_efficiency,indicated_power_w,heat_input_w,heat_out_w,maximum_pressure_pa,maximum_temperature_k,maximum_absolute_mass_flow_kg_s,maximum_tube_reynolds,maximum_tube_mach_number,cold_isothermality_error,hot_isothermality_error,pressure_equalization_error,convergence_cycles
0,0.619035229459405,0.5974640518426895,0.08983197969384492,converged,True,,0.1730373914790167,59.84021546691558,345.82245464658473,-285.9766043729273,466592.2006526237,587.7069288416284,0.010782931239667911,561.0005582730761,0.034719453659976,0.025878905753355642,0.13674271071443958,0.013116593146120936,22
1,0.5898326434195041,0.5798693427443504,0.12454577540047468,converged,True,,0.16663747487085995,58.719610152086865,352.379380434042,-293.6564525913104,447894.4717273338,589.445235564371,0.008315663496251152,432.6367070436414,0.037725158745805544,0.02580210818763721,0.09414980149780192,0.014331458687175403,22
2,0.5845900582149625,0.6278566133975982,0.15438122472725807,converged,True,,0.16222916471841967,54.98453691884304,338.93127055347554,-283.9368007817899,497441.28480642283,591.2867199757706,0.00793903967938747,413.0422046932797,0.041063802714934934,0.024680798733659567,0.0814142544051931,0.01567134361185272,22
3,0.5563807399570943,0.6042890868149698,0.03268236141651869,converged,True,,0.16506213778583703,58.96072261568138,357.2031927284322,-298.2376940318669,476760.35721750493,577.4490950065714,0.019962484261241396,1038.5826048742215,0.05311893527139721,0.04381623073860961,0.2238537237058714,0.011437656257766382,22
4,0.7164342135004699,0.5855375532060861,0.14693290391936897,converged,True,,0.14896934491571906,47.48532898802265,318.7590642550517,-271.2113117275561,617703.88683284,593.9496962326348,0.01188229478649851,618.1968391181377,0.04136655685712747,0.024780983537406227,0.138591436390936,0.015437565952013016,22
5,0.6452151090838015,0.6534901344031097,0.082108523696661,converged,True,,0.17204083293462274,56.2378187029735,326.88645912534287,-270.6293940675461,520863.1189463505,588.1527406629426,0.0135890198556897,706.9921486080644,0.03454787743722315,0.027143185016755604,0.16832021060630756,0.012941871444398246,23
6,0.6243806839361787,0.5391805913113058,0.09805401666089894,converged,True,,0.16465158845215588,58.62714320740785,356.0678870975095,-297.43701023870966,474113.864407915,587.9181127588098,0.010231205665547702,532.2960856009029,0.03529317100465036,0.027234029873145098,0.12481713647649194,0.0133509755738957,23
7,0.5913517286069692,0.6736162707954646,0.13286133660003543,converged,True,,0.16031904547844048,52.61753742127746,328.20515656297,-275.55620092462004,553891.1708612506,591.0494856204473,0.007579397162910136,394.33118372522495,0.03935638349316374,0.022625498578871306,0.09906117040554575,0.014787117104002427,22
8,0.6557771789655089,0.5190694752894343,0.04695883944630623,converged,True,,0.16124918027200824,57.00967312858055,353.5501577894039,-296.53215435845834,520943.61021316506,582.6917752443006,0.024491132258021426,1274.193312013822,0.050426559528788446,0.033923479737487446,0.2297740150892653,0.011814795761311234,23
9,0.6833694074302912,0.6300498362444341,0.11228763708844783,converged,True,,0.1663295390065795,53.55436870912167,321.9774973764775,-268.39555867770633,557817.5070964028,591.2553748705888,0.012584721148346885,654.7417796713152,0.03744184943703326,0.024041773290447467,0.15185183632779797,0.014003372646253459,23
