time_s,S_to_H_i_mass_flow_kg_s,H_i_to_L_mass_flow_kg_s,L_to_H_o_mass_flow_kg_s,H_o_to_S_mass_flow_kg_s
0.0,-0.00014469500080864346,0.0,0.003174517831190139,0.0034360201674895952
2.1704309910481533e-07,-0.00014469488489435637,0.0,0.003174535684465912,0.0034360376277554477
4.3408619820963067e-07,-0.0001446947689873948,0.0,0.003174553537745409,0.0034360550880393414
8.256000384524106e-05,-0.00014465218429711026,0.0,0.0031813094306336735,0.0034426643311664586
0.0001646859214922725,-0.0001446097140252664,0.0,0.0031880662841306424,0.0034492751252309115
0.00024681183913930393,-0.0001445668207674253,0.0,0.0031948246122866825,0.0034558864597834193
0.000354412532889627,-0.0001445099059117321,0.0,0.0032036818804283065,0.0034645489067434447
0.00046201322663995,-0.00014445257503023978,0.0,0.0032125417967482648,0.003473212310260568
0.0005696139203902731,-0.00014439586820665356,0.0,0.003221402914540005,0.003481879328069114
0.000677214614140596,-0.00014433948680399282,0.0,0.0032302653957381527,0.003490549596053837
0.0007112429689481333,-0.00014432163445513802,0.0,0.0032330685271007554,0.0034932920020858227
0.0007452713237556705,-0.00014430399185591793,0.0,0.0032358715741001884,0.003496035144101537
0.0007792996785632078,-0.00014428623168618083,0.0,0.003238674982698879,0.003498778212689411
0.0008133296117664007,-0.0001442683354069816,0.0,0.003241478904600599,0.003501521296054534
0.0008473595449695935,-0.00014425037840193428,0.0,0.0032442831070415637,0.0035042644540438823
0.0008813894781727864,-0.00014423239416014983,0.0,0.0032470875437374544,0.003507007771250909
0.000982686665622879,-0.0001441787434045321,0.0,0.0032554368635920507,0.0035151748711950035
0.0010839838530729718,-0.00014412496107396705,0.0,0.0032637881424165114,0.0035233436349240348
0.0011852810405230643,-0.00014407107160379764,0.0,0.0032721413152320944,0.003531514188501719
0.0012788568123818622,-0.00014402119258152092,0.0,0.0032798594193786047,0.0035390636014286667
0.00137243258424066,-0.00014397116699112303,0.0,0.00328757912951792,0.003546614554995872
0.0014660083560994576,-0.0001439210171502457,0.0,0.003295300550621604,0.003554166930347723
0.0016531598998170533,-0.000143820468511603,0.0,0.003310748335818851,0.003569276342613691
0.0018403114435346485,-0.00014371956587987987,0.0,0.0033262027951718727,0.003584391944763228
0.0020274629872522438,-0.00014361825029999997,0.0,0.0033416639565310388,0.00359951379375831
0.0022146145309698394,-0.00014351649588027207,0.0,0.0033571318741114483,0.0036146419227180418
0.002557457855873378,-0.0001433289537400999,0.0,0.0033854853045578084,0.0036423715894186503
0.002900301180776917,-0.0001431399295916671,0.0,0.0034138619551139747,0.003670122703202005
0.0032431445056804557,-0.0001429493979162341,0.0,0.0034422621548677863,0.0036978955024581854
0.0035859878305839945,-0.0001427572997285558,0.0,0.0034706862121397534,0.00372569023287766
0.003928831155487533,-0.00014256358504415918,0.0,0.0034991344405800612,0.0037535071355504703
0.004568201085144237,-0.00014219787869853035,0.0,0.003552253319021026,0.003805443015590195
0.005207571014800942,-0.000141826144725153,0.0,0.003605459372950296,0.003857458275664375
0.005846940944457646,-0.0001414480872307461,0.0,0.003658754547488583,0.00390955432994332
0.006486310874114351,-0.00014106340166406022,0.0,0.0037121407347995685,0.0039617325314503325
0.007125680803771055,-0.00014067178624218508,0.0,0.0037656197792562537,0.004013994177175231
0.0078201252482155,-0.0001402382276972889,0.0,0.0038238127260789025,0.0040708535581302245
0.008514569692659943,-0.00013979572123178291,0.0,0.003882119554546144,0.004127814351478296
0.009209014137104388,-0.00013934385009396015,0.0,0.003940542410197346,0.0041848779850173524
0.009903458581548832,-0.00013888219311801914,0.0,0.003999083359274615,0.00424204580139433
0.010597903025993276,-0.00013841032229772168,0.0,0.004057744384901786,0.00429931905698429
0.011292347470437721,-0.00013792780121016994,0.0,0.0041165273876125974,0.004356698917581319
0.011986791914882167,-0.00013743418235019102,0.0,0.004175434178552059,0.004414186452458922
0.012681236359326612,-0.00013692901663964858,0.0,0.004234466473333964,0.004471782638696789
0.013375680803771058,-0.00013641186284150904,0.0,0.004293625889959596,0.004529488369218083
0.014070125248215503,-0.0001358822659196636,0.0,0.004352913951907878,0.004587304432568623
0.014764569692659948,-0.00013533973762197134,0.0,0.004412332087235334,0.00464523148499656
0.015459014137104394,-0.000134783797173523,0.0,0.004471881606802644,0.004703270080799026
0.01615345858154884,-0.000134214010683534,0.0,0.004531563686809919,0.0047614207144145776
0.016847903025993285,-0.00013362992268203195,0.0,0.004591379398808872,0.004819683749777516
0.01754234747043773,-0.0001330309815492714,0.0,0.004651329730137121,0.004878059328996947
0.018236791914882176,-0.00013241670454691687,0.0,0.004711415482800445,0.004936547544960371
0.01893123635932662,-0.00013178666257560698,0.0,0.0047716373086536075,0.004995148401724957
0.019625680803771067,-0.00013114036102449827,0.0,0.0048319957538364745,0.005053861702491478
0.02032012524821551,-0.00013047728199340998,0.0,0.004892491204229164,0.005112687095392694
0.021014569692659954,-0.00012979695360657934,0.0,0.004953123856913025,0.005171624112282497
0.0217090141371044,-0.000129098901937522,0.0,0.005013893750960708,0.005230672107202928
0.022403458581548845,-0.00012838261970702993,0.0,0.005074800755764521,0.005289830240034988
0.02309790302599329,-0.00012764761920293775,0.0,0.005135844528135327,0.0053490975186683476
