time_s,S_to_H_i_mass_flow_kg_s,H_i_to_L_mass_flow_kg_s,L_to_H_o_mass_flow_kg_s,H_o_to_S_mass_flow_kg_s
0.0,-0.0001613437793035115,0.0,0.003141433455982406,0.0034493603348957577
2.2243673604894068e-07,-0.00016134364512495602,0.0,0.003141452595246284,0.0034493790406210506
4.4487347209788136e-07,-0.00016134351098680158,0.0,0.0031414717345109463,0.003449397746402737
1.9541278078582125e-05,-0.00016133258434050226,0.0,0.0031431149786033084,0.003451004449943282
3.863768268506637e-05,-0.0001613216536108092,0.0,0.003144758329682452,0.0034526112649308086
5.773408729155061e-05,-0.00016131070464218676,0.0,0.0031464017979562623,0.0034542181709834702
7.935511311565239e-05,-0.0001612983048689821,0.0,0.0031482626703096994,0.0034560376496650413
0.00010097613893975417,-0.00016128590546757,0.0,0.0031501236796827176,0.0034578572748513703
0.00012259716476385594,-0.00016127350351097814,0.0,0.0031519848287033547,0.0034596770418223923
0.00033880742300487375,-0.00016114640249698825,0.0,0.003170607065986381,0.003477877131616639
0.0003928599875651282,-0.00016111448486678793,0.0,0.003175264837373196,0.0034824293004594455
0.0004469125521253826,-0.00016108598397618893,0.0,0.0031799200488315874,0.003486988538690112
0.0005009651166856371,-0.00016105540676983871,0.0,0.003184578146934086,0.0034915450363067163
0.0005144782578257007,-0.000161046788778699,0.0,0.003185743751628459,0.0034926825945165384
0.0005279913989657643,-0.0001610395141238202,0.0,0.0031869082111489547,0.0034938224365129145
0.000541504540105828,-0.0001610319860021316,0.0,0.003188072943141095,0.003494961926468836
0.0005550176812458916,-0.0001610242367545341,0.0,0.0031892379214004344,0.0034961011148525634
0.0005741735358497392,-0.00016101328877834024,0.0,0.0031908894180024024,0.0034977161622155983
0.0005933293904535869,-0.00016100229981680627,0.0,0.003192541056488492,0.0034993312628518185
0.0006124852450574345,-0.00016099125249649022,0.0,0.003194192853510133,0.003500946386752521
0.0006315924303927111,-0.0001609802110388317,0.0,0.0031958405809639078,0.00350255748824683
0.0006506996157279876,-0.0001609691622341908,0.0,0.003197488422954431,0.0035041686944361546
0.0006698068010632642,-0.00016095810698825208,0.0,0.003199136379124054,0.003505780006374376
0.000780927298877696,-0.00016089366256184733,0.0,0.0032087226317270225,0.003515152823689059
0.0008920477966921277,-0.00016082839416754936,0.0,0.00321831339347592,0.003524528106753656
0.0010343547580666476,-0.00016074598673561125,0.0,0.0032306000364011717,0.0035365425190554385
0.0011766617194411673,-0.00016066333169609598,0.0,0.0032428930027458684,0.0035485630059053867
0.001318968680815687,-0.00016058012007594803,0.0,0.0032551926639359423,0.003560588993115426
0.0014612756421902066,-0.0001604966043442408,0.0,0.0032674987934330412,0.003572620950263879
0.0017330119443805384,-0.0001603365819514241,0.0,0.00329101514766334,0.0035956133219415326
0.0020047482465708703,-0.00016017581087755396,0.0,0.0033145548791923027,0.003618628443828129
0.002276484548761202,-0.00016001418804063294,0.0,0.003338118244169859,0.0036416662936233544
0.0025482208509515335,-0.00015985168461189977,0.0,0.003361705415628514,0.0036647269790948895
0.0030092302503930838,-0.00015957396139673337,0.0,0.003401776677960894,0.0037039028172237737
0.0034702396498346344,-0.00015929360831111176,0.0,0.0034419176608503216,0.0037431454241684645
0.003931249049276185,-0.00015901049825822633,0.0,0.0034821290928198695,0.003782455296834188
0.004392258448717735,-0.00015872452035777508,0.0,0.0035224117044038656,0.0038218329211324458
0.0048532678481592855,-0.0001584355878299972,0.0,0.003562766208651171,0.003861278820560929
0.00554771229260373,-0.00015799449540741727,0.0,0.003623691706993305,0.003920828307414509
0.006242156737048175,-0.000157545997167503,0.0,0.0036847841513781825,0.00398053523763797
0.006936601181492618,-0.00015708968382000503,0.0,0.00374604564137057,0.004040400918569215
