theta_deg,theta_rad,small_volume_m3,large_volume_m3,small_volume_l,large_volume_l,small_fraction_0_1,large_fraction_0_1,small_centered_minus1_plus1,large_centered_minus1_plus1,small_dq_dtheta_per_rad,large_dq_dtheta_per_rad,small_d2q_dtheta2_per_rad2,large_d2q_dtheta2_per_rad2,small_centered_dq_dtheta_per_rad,large_centered_dq_dtheta_per_rad,small_centered_d2q_dtheta2_per_rad2,large_centered_d2q_dtheta2_per_rad2,total_cylinder_volume_l,dtotal_volume_dtheta_l_per_rad
167.75,2.9277898202204877,0.0003705278179292738,2.398242975855001e-05,0.3705278179292738,0.02398242975855001,0.4355155906054364,0.01422225405613551,-0.12896881878912725,-0.9715554918877289,0.46410505790068357,-0.12987775625330153,0.6082973429994647,0.5492905936140562,0.9282101158013671,-0.25975551250660306,1.2165946859989294,1.0985811872281124,0.3945102476878238,0.25739652711215116
168.0,2.9321531433504737,0.00037221682702023374,2.342652986764217e-05,0.37221682702023373,0.023426529867642168,0.43754642296480484,0.01366079516631859,-0.12490715407039032,-0.9726784096673629,0.46676024140807615,-0.12747356133814658,0.6087299160305837,0.5527014608275663,0.9335204828161523,-0.25494712267629316,1.2174598320611674,1.1054029216551327,0.3956433568878759,0.26198518954914596
168.25,2.9365164664804593,0.0003739154746329988,2.288104835566039e-05,0.3739154746329988,0.02288104835566039,0.43958884449920094,0.013109858839216995,-0.12082231100159813,-0.973780282321566,0.4694170603301673,-0.12505461145736696,0.6090468332476492,0.5560536529407,0.9388341206603346,-0.2501092229147339,1.2180936664952984,1.1121073058814,0.3967965229886592,0.2665898210098748
168.5,2.9408797896104453,0.00037562376578465537,2.2346048410610718e-05,0.37562376578465534,0.02234604841061072,0.4416428612410737,0.012569508894716825,-0.11671427751785257,-0.9748609822105664,0.4720750083547445,-0.12262116417450489,0.6092473333597047,0.5593464638039897,0.944150016709489,-0.24524232834900977,1.2184946667194094,1.1186929276079793,0.39796981419526606,0.2712097453895846
168.75,2.9452431127404313,0.0003773417036489602,2.182159210117776e-05,0.3773417036489602,0.02182159210117776,0.44370847700648786,0.012039808022189537,-0.11258304598702429,-0.975920383955621,0.4747335758938421,-0.12017348010690033,0.6093306761938253,0.5625791998351289,0.9494671517876841,-0.24034696021380067,1.2186613523876506,1.1251583996702579,0.3991632957501379,0.2758442808355713
169.0,2.949606435870417,0.000379069289544621,2.1307740363650518e-05,0.37906928954462105,0.021307740363650518,0.4457856933810324,0.011520817767287023,-0.10842861323793518,-0.9769583644654259,0.4773922501762886,-0.11771182287053934,0.6092961428803121,0.5657511801616409,0.9547845003525772,-0.23542364574107869,1.2185922857606242,1.1315023603232819,0.40037702990827156,0.28049273987875556
169.25,2.953969759000403,0.0003808065229239148,2.0804552989087165e-05,0.3808065229239148,0.020804552989087163,0.4478745097061357,0.011012598518978036,-0.10425098058772864,-0.977974802962044,0.4800505153410601,-0.11523645902428813,0.6091430360338139,0.5688617367609146,0.9601010306821202,-0.23047291804857625,1.2182860720676278,1.1377234735218291,0.401611075913002,0.28515442956653697
169.5,2.9583330821303884,0.0003825534013616451,2.031208861072377e-05,0.38255340136164506,0.02031208861072377,0.44997492306578757,0.010515209496831008,-0.10005015386842486,-0.978969581006338,0.4827078525314087,-0.11274765801353033,0.6088706799303286,0.5719102145975701,0.9654157050628174,-0.22549531602706066,1.2177413598606572,1.1438204291951402,0.4028654899723689,0.2898286515968841
169.75,2.9626964052603744,0.00038430992054444194,1.983040469162741e-05,0.38430992054444196,0.01983040469162741,0.45208692827367425,0.010028708738543684,-0.0958261434526515,-0.9799425825229127,0.4853637399897561,-0.1102456921131992,0.608478420680051,0.5748959717581458,0.9707274799795123,-0.2204913842263984,1.216956841360102,1.1497919435162915,0.40414032523606935,0.2945147024536593
170.0,2.9670597283903604,0.00038607607426041,1.935955751259516e-05,0.38607607426041,0.01935955751259516,0.4542105178607311,0.009553153087721112,-0.09157896427853784,-0.9808936938245578,0.4880176531533348,-0.10773083637023678,0.6079656263960277,0.5778183795830653,0.9760353063066696,-0.21546167274047356,1.2159312527920554,1.1556367591661305,0.4054356317730052,0.2992118735431331
170.25,2.971423051520346,0.0003878518543891218,1.8899602160304865e-05,0.38785185438912184,0.018899602160304865,0.45634568206311077,0.009088598181907912,-0.08730863587377846,-0.9818228036361841,0.49066906475055205,-0.10520336854547949,0.6073316873585817,0.5806768227958679,0.9813381295011041,-0.21040673709095897,1.2146633747171633,1.1613536455917357,0.4067514565494267,0.30391945133166753
170.5,2.975786374650332,0.00038963725089196516,1.845059251571698e-05,0.38963725089196516,0.018450592515716978,0.4584924088105772,0.008635098440874149,-0.08301518237884564,-0.9827298031182518,0.49331744489806567,-0.10266356905498573,0.6065760161754676,0.5834706996296636,0.9866348897961313,-0.20532713810997147,1.2131520323509353,1.1669413992593272,0.4080878434076821,0.30863671748454397
170.75,2.980149697780318,0.00039143225180284126,1.8012581242731005e-05,0.39143225180284125,0.018012581242731005,0.46065068371532103,0.008192707055158314,-0.07869863256935794,-0.9836145858896834,0.49596226119854536,-0.10011172091081724,0.6056980479377302,0.5861994219508143,0.9919245223970907,-0.20022344182163448,1.2113960958754604,1.1723988439016286,0.4094448330455723,0.31336294900590184
171.0,2.9845130209103035,0.0003932368432192204,1.75856197771006e-05,0.3932368432192204,0.017585619777100603,0.4628204900612055,0.0077614759748716065,-0.07435901987758897,-0.9844770480502568,0.4986029788391074,-0.09754810966129208,0.6046972403712194,0.5888624153797776,0.9972059576782148,-0.19509621932258417,1.2093944807424388,1.1777248307595551,0.410822462996321,0.3180974183797606
171.25,2.9888763440402895,0.00039505100929355686,1.716975831560501e-05,0.39505100929355685,0.017169758315605008,0.4650018087934434,0.007341455898761059,-0.06999638241311323,-0.9853170882024779,0.5012390606904022,-0.09497302333070749,0.6035730739837436,0.5914591194091325,1.0024781213808045,-0.18994604666141499,1.2071461479674872,1.182918238818265,0.4122207676091619,0.3228393937121093
171.5,2.993239667170275,0.00039687473222506115,1.6765045805485455e-05,0.39687473222506114,0.016765045805485455,0.4671946185087045,0.00693269626354031,-0.06561076298259105,-0.9861346074729194,0.5038699674063288,-0.09238675235856228,0.6023250522078106,0.5939889875187268,1.0077399348126577,-0.18477350471712456,1.2046501044156213,1.1879779750374535,0.41363977803054663,0.3275881388740138
171.75,2.997602990300261,0.0003987079922518402,1.6371529934141107e-05,0.39870799225184017,0.016371529934141107,0.469398895445665,0.006535245233482518,-0.061202209108670025,-0.9869295095330349,0.5064951575243696,-0.08978958953828076,0.6009527015389419,0.5964514872879464,1.0129903150487392,-0.1795791790765615,1.2019054030778837,1.1929029745758928,0.4150795221859813,0.3323429136457323
172.0,3.001966313430247,0.0004005507676433976,1.598925711909522e-05,0.4005507676433976,0.01598925711909522,0.47161461347599,0.0061491496902861716,-0.05677077304802003,-0.9877017006194276,0.5091140875665121,-0.0871818299554487,0.5994555716695176,0.5988461005050805,1.0182281751330242,-0.1743636599108974,1.1989111433390351,1.197692201010161,0.4165400247624928,0.33710297386180343
172.25,3.0063296365602326,0.0004024030346935051,1.5618272498225602e-05,0.4024030346935051,0.015618272498225602,0.4738417440957621,0.005774455223207858,-0.05231651180847585,-0.9884510895535843,0.5117262121407515,-0.08456377092558369,0.5978332356181226,0.6011723232737477,1.023452424281503,-0.16912754185116738,1.1956664712362453,1.2023446465474954,0.4180213071917307,0.34186757155707675
172.5,3.0106929596902186,0.00040426476771344185,1.5258619920267011e-05,0.40426476771344183,0.015258619920267011,0.47608025641735274,0.005411206119469681,-0.047839487165294514,-0.9891775877610607,0.5143309840431419,-0.0819357119314484,0.5960852898543721,0.6034296661163804,1.0286619680862839,-0.1638714238628968,1.1921705797087443,1.2068593322327608,0.4195233876337089,0.34663595511365425
172.75,3.015056282820204,0.0004061359390256036,1.4910341935584371e-05,0.4061359390256036,0.014910341935584371,0.4783301171617377,0.0050594453549402145,-0.043339765676524644,-0.9898811092901195,0.5169278543603855,-0.07929795455991247,0.5942113544191823,0.6056176540747382,1.033855708720771,-0.15859590911982493,1.1884227088383645,1.2112353081494764,0.42104628096118796,0.3514073694087241
173.0,3.01941960595019,0.00040801651895748894,1.4573479787219649e-05,0.4080165189574889,0.01457347978721965,0.4805912906512665,0.004719214585091845,-0.03881741869746702,-0.9905615708298163,0.5195162725729366,-0.076650802438387,0.5922110730404572,0.6077358268074307,1.0390325451458733,-0.153301604876774,1.1844221460809143,1.2154716536148613,0.4225899987447086,0.3561810559632473
173.25,3.023782929080176,0.00040990647583605624,1.4248073402214987e-05,0.4099064758360562,0.014248073402214987,0.48286373880287714,0.004390554136237137,-0.03427252239424572,-0.9912188917275258,0.5220956866585993,-0.07399456117084242,0.5900841132441703,0.609783738684425,1.0441913733171986,-0.14798912234168485,1.1801682264883406,1.21956747736885,0.42415454923827123,0.36095625309146634
