index,label,feasible,small_min_deg,small_max_deg,large_max_deg,h_s_low_before,h_s_low_after,h_s_high_before,h_s_high_after,sector_smin_to_lmin_deg,sector_lmin_to_smax_deg,sector_smax_to_lmax_deg,sector_lmax_to_next_smin_deg,indicated_thermal_efficiency,indicated_power_w,heat_input_w,heat_out_w,maximum_tube_reynolds,maximum_tube_mach_number,maximum_absolute_mass_flow_kg_s,cold_isothermality_error,hot_isothermality_error,pressure_equalization_error,small_max_abs_dV_dtheta,large_max_abs_dV_dtheta,small_max_abs_d2V_dtheta2,large_max_abs_d2V_dtheta2,convergence_cycles
0,sobol,True,77.61742126569152,233.2187225781381,361.3240712080151,-0.2898684712126851,0.02545475559309124,-1.3830649688839913,-0.781418874906376,102.38257873430848,53.21872257813811,128.10534862987697,76.29335005767643,0.17932892370280287,42.18795425500256,235.25460022790048,-193.1012125890794,585.3233954443976,0.04090324927214674,0.011250437870284017,0.02537415604574335,0.061053717745909016,0.01898522148006843,0.0005680261064318235,0.0005888922952075926,0.0013261161557358335,0.00119727912129545,22
1,sobol,True,68.73707914724946,241.91970128938556,369.0894623231143,0.05417286218144002,-0.28737985719926656,-1.6860470265150072,-1.0572745743673295,111.26292085275054,61.91970128938556,127.16976103372872,59.647616824135184,0.19422868767081192,53.91311081936513,277.57542650311086,-223.64135718056448,511.0358843191461,0.045580950084285254,0.009822565629130675,0.029145047361629713,0.054456016440709826,0.01992288327988055,0.0005334619977112236,0.0006435163410632891,0.001206638534008747,0.0014749204415700585,22
2,sobol,True,71.64843902364373,236.7825018465519,364.5621723346412,-0.5072016132529825,-0.21822068402543665,-1.4771729797124862,-0.6135703290812672,108.35156097635627,56.782501846551895,127.77967048808932,67.08626668900251,0.19671586405706784,52.07632346339496,264.728641551184,-212.69309929656353,542.3077537164113,0.03664333124895832,0.010423638858869686,0.028689129883787513,0.05176749604547053,0.017881569932147595,0.0005312060365668368,0.0005952470432278185,0.0012239281365842378,0.0012909323092745717,22
3,sobol,False,74.71774580702186,243.9838468581438,367.11049745231867,0.3309153469279408,0.1911097494419664,-1.1802530720829965,-0.8899572728201747,105.28225419297814,63.98384685814381,123.12665059417486,67.60724835470319,0.16610769418874866,38.28429451107412,230.47875475034627,-192.21042326280258,614.5818329914274,0.049986893820474075,0.011812811143531578,0.02567523757379639,0.06098713986609257,0.022260819912848912,0.0005081240015029278,0.0005922321482495788,0.0010252684130845487,0.001169939157968132,22
4,sobol,False,73.65840703248978,238.22487127780914,370.65226111002266,0.14412912102416153,0.24460178981535136,-1.2869670391082764,-0.7085588506422937,106.34159296751022,58.22487127780914,132.42738983221352,63.00614592246711,0.1624214951047428,37.21873925345226,229.14909895054558,-191.94252692532106,609.6151970465105,0.04538135538710414,0.011717347969570826,0.025385543878420506,0.06466245103073603,0.02021830647621537,0.0005418011343981714,0.0006267904119803448,0.001137757242601774,0.0012790668388069236,22
5,sobol,True,70.44609478861094,243.01169316470623,362.88564426265657,-0.4390493356157094,-0.09588462514802815,-1.7836914405226707,-0.9629135305061937,109.55390521138906,63.01169316470623,119.87395109795034,67.56045052595437,0.18325671745363842,42.618206576954854,232.5601329606742,-190.01712224153783,499.140271096944,0.04226307643434999,0.00959392133005272,0.02382617377165801,0.0654136207955633,0.01951247489621478,0.000562516266016748,0.0006524630736790684,0.0012594565307107461,0.0014233350165447473,29
6,sobol,True,67.7324546650052,235.7857259772718,367.421484220773,-0.11724785161204637,-0.44922420107759536,-1.5810910686850548,-0.8657902691978961,112.2675453349948,55.785725977271795,131.6357582435012,60.310970444232225,0.18980500655760052,57.10474521299489,300.86005763849647,-243.73882018553576,539.8928256767138,0.04108295551412682,0.010377221787412638,0.032254371945473544,0.046577354698307614,0.018645145258715873,0.0005228000351600366,0.0006060617382794859,0.0012313478155706523,0.0013900249753094967,22
7,sobol,True,76.38373157382011,239.07291398569942,364.8768161088228,-0.23708187555894256,-0.011875662300735723,-1.077913510799408,-1.1205162621568887,103.61626842617989,59.072913985699415,125.80390212312341,71.50691546499729,0.1909642634398775,50.08918342978532,262.29610989783555,-212.1551001305358,624.6037570911878,0.04330831611516047,0.012005441466021,0.031233980507985627,0.04981224863116091,0.01923181631527482,0.0004962548489717624,0.0005488334172097483,0.0010577499274388685,0.0010867589682219834,22
8,sobol,True,77.29707479476929,236.22905343025923,367.8807187397033,-0.3965468693058938,-0.340367932850495,-1.1154540233314036,-0.636417390126735,102.70292520523071,56.22905343025923,131.65166530944407,69.41635605506599,0.19499482729212128,56.16146848392364,288.01517078085504,-231.826485872471,616.7369944645661,0.03650499006348397,0.011854235269822598,0.035926860448828965,0.04597022233908068,0.017790749414526415,0.0004851914872889101,0.0005333541484419307,0.0011283716616896074,0.0011453491362929927,22
9,sobol,True,68.31913790851831,244.90645454078913,365.6670094784349,0.19056811295449727,0.0675004913471639,-1.418526080995798,-1.0346880171447992,111.68086209148169,64.90645454078913,120.7605549376458,62.652128430083394,0.1859062337047893,45.9208276362864,247.01069308523887,-201.10193896835952,534.0726937837528,0.0496948713400823,0.010265353659864274,0.025943605279749978,0.057431829098601075,0.021907366670323704,0.0005085109535563652,0.0006131981976524935,0.0010449707142591164,0.0012763935390232304,32
10,sobol,True,71.21877867728472,233.79576160386205,369.881780076772,-0.1389089234173298,0.13666109363548457,-1.6213784374296665,-0.7941149646881969,108.78122132271528,53.79576160386205,136.08601847290993,61.33699860051274,0.17555053844355115,41.152045246717876,234.41708360211297,-193.2850269686734,558.1594203965826,0.04164950513084079,0.010728322034894657,0.024668552308614092,0.06805105364313836,0.01831533035212269,0.0005884730908923378,0.0006695081149434727,0.0013362401397474719,0.0014528502937426698,22
11,sobol,True,74.3856809437275,240.97352883592248,362.40677370131016,-0.007718303753063038,-0.17471150709316136,-1.3243532232940196,-1.1918444292154162,105.6143190562725,60.97352883592248,121.43324486538768,71.97890724241734,0.19582278359399177,52.63640502382079,268.79612299329904,-216.13714233011467,568.7507443548304,0.04717726363495344,0.010931896730667495,0.030766192934959604,0.049764346246008756,0.02086273919845055,0.0005065182776186263,0.0005656303457201258,0.0011284618664762548,0.0011820668761219947,22
12,sobol,True,75.5842154584825,235.21459786966443,364.1041918788105,0.04483635476790371,-0.13884453037753702,-1.017785931378603,-0.7312166950199753,104.4157845415175,55.21459786966443,128.8895940091461,71.48002357967198,0.19407093645771537,53.977083804947085,278.1306917468693,-224.12468419212885,625.7953378192417,0.04306781077074618,0.012028344710710579,0.033749373385357224,0.043783172638166744,0.020120394989555188,0.00048572175807210075,0.0005247695075832362,0.001066882953282895,0.0010460622811679964,22
13,sobol,False,72.28199869766831,240.0249058045447,366.31912635080516,-0.31009770007804033,0.2999660176690668,-1.5146156452596187,-1.107823891704902,107.71800130233169,60.02490580454469,126.29422054626048,65.96287234686315,0.13201907329347584,27.25861956764535,206.47485918227866,-179.22141472564817,577.5652567226745,0.04424656217277389,0.011101319522449101,0.02258827402747824,0.0749992577868141,0.0189453669981088,0.0005675433798007127,0.0006525473153972882,0.0012040761362819893,0.001337091843331032,22
14,sobol,True,69.55663946643472,238.77252330631018,362.0958063416183,0.2584884605370462,-0.05337212635204197,-1.7237263701856136,-0.5638343052007259,110.44336053356528,58.77252330631018,123.32328303530812,67.46083312481642,0.18218779453464462,42.56631731538374,233.63978593686406,-191.10036442643607,510.5763631931083,0.04727213566497502,0.009813733223115798,0.022637089705643307,0.06520296363412166,0.022227884893507452,0.0005672864981365291,0.0006423590243856626,0.001281600802001201,0.0013803355857833993,22
15,sobol,True,78.29782160744071,242.0831975415349,369.56715504080057,-0.5831011651549488,-0.39532055337913335,-1.220458806306124,-0.940060270577669,101.70217839255929,62.0831975415349,127.48395749926567,68.73066656664014,0.1940206499044129,55.520372677462774,286.15702867099816,-230.57366086079605,602.6857596875163,0.036858473314776,0.011584158001272703,0.036142701051608515,0.05351037641367341,0.01745223285550417,0.00048269999009183594,0.0005522296832433789,0.0011152314238168347,0.0012261107911955883,22
16,sobol,False,78.96425046771765,238.31440941616893,365.85929753631353,-0.08448326867073774,0.16273689405061303,-1.5258276708424092,-1.0631019766442478,101.03574953228235,58.31440941616893,127.5448881201446,73.10495293140411,0.15363095733762994,32.535578737217286,211.77749134059528,-179.24955635040487,574.2625068524169,0.04579385672842037,0.011037837723317854,0.022159911918799964,0.07356603223148944,0.019805485157135774,0.0005876909454060506,0.0006402093968339544,0.0013402041313897999,0.001335969376438452,22
17,sobol,True,69.65782232582569,242.55008384212852,368.3134092055261,-0.20963001972995698,-0.2480583803728223,-1.029292096942663,-0.7708211330696941,110.34217767417431,62.550083842128515,125.7633253633976,61.34441312029958,0.19452726989119942,57.70004664848649,296.6167503443531,-238.89545028558,568.8901259736413,0.04053974269926431,0.010934575769733583,0.03500440331794424,0.04283062785292628,0.019305284437830642,0.0004410929041424745,0.0005287985104101729,0.0009146717122718466,0.0011042439560048222,22
18,sobol,True,72.9339279383421,234.7469680160284,362.84070366434753,0.11424264372326431,-0.2729231934528798,-1.2324875615537167,-0.895872998284176,107.0660720616579,54.746968016028404,128.09373564831913,70.09322427399457,0.1936575923517025,56.25735081119427,290.49907172771736,-234.22501290819025,584.0383324128386,0.04469645201054291,0.011225737812318663,0.03372273947813268,0.043741021537940565,0.020287259196053734,0.0004997330065698593,0.000543386060303777,0.0011487685830775228,0.0011409159643676712,22
19,sobol,False,75.67639177292585,240.48374098539352,370.0728668216616,-0.46775440294295545,0.04723562970757483,-1.7358547098934651,-0.6029034588020296,104.32360822707415,60.483740985393524,129.58912583626807,65.60352495126426,0.1661202614226785,34.797036250354864,209.4689470889818,-174.67929883877702,539.1177094296158,0.037874759369801315,0.01036232336160548,0.022287626528629707,0.07312110845455015,0.017952576159324034,0.0005914753408823039,0.0006829219500125122,0.0013571027301823876,0.0015197102347618446,22
20,sobol,True,73.92399855330586,234.24283207952976,366.1256178319454,-0.5332539401017129,0.01429974865168332,-1.4281641893088817,-0.995003778161481,106.07600144669414,54.24283207952976,131.88278575241566,67.79838072136045,0.18941995695451078,47.35838064293631,250.017904155207,-202.8364883341358,552.8752822579324,0.03810871986627236,0.010626756185503404,0.02666845328519756,0.05846002277915691,0.01704279198578649,0.0005572796242073579,0.0006117063185251413,0.0012728634352757577,0.0012882503304286036,34
21,sobol,True,70.94807569310069,240.5176633298397,363.67272183671594,0.2986080627422779,-0.41572457416914405,-1.1253831662237643,-0.681219745380804,109.05192430689931,60.517663329839706,123.15505850687623,67.27535385638475,0.1899674418600138,57.22275602680705,301.22401747650133,-243.98207464802454,572.7683813341882,0.04590413185047117,0.011009119297838764,0.035428932052457784,0.04035679703295403,0.021957541760081335,0.000450621413385623,0.0005158943577792978,0.0009958946188260548,0.0010964573805801294,22
22,sobol,True,67.8491813056171,236.68417466804385,369.1368875410408,-0.2606916092801839,-0.11253873333334924,-1.3348339952528476,-1.1528547666035591,112.1508186943829,56.68417466804385,132.45271287299693,58.712293764576316,0.19540149135144888,56.700597177372465,290.17484352456063,-233.45511477495816,531.57695426327,0.04078783689471299,0.010217383319648698,0.031429843787641916,0.047035395177166546,0.017481693093605692,0.0005059629439132641,0.000595187033747298,0.0011035745011110675,0.0012827824735312287,22
