theta_deg,E_x,E_y,E_speed,E_speed_smooth,E_tangential_acceleration,E_normal_acceleration,target_large_acceleration_smoothed
226.25,1.0306694713091082,-0.3034257630327838,0.3584551595239595,0.3588848571230607,0.5438173829081888,0.7248953017310853,-0.1410050859665594
226.5,1.0322063484003654,-0.3031085507354069,0.360850011708481,0.36126258022027874,0.5460067882396337,0.7220285793643129,-0.14347283092927912
226.75,1.0337506318007157,-0.30277572692265053,0.36325385374247177,0.3636496652195712,0.5481094971783296,0.7192031018023421,-0.1459000301241085
227.0,1.035302234732137,-0.3024272721423341,0.3656663179792563,0.36604573791388495,0.5501273636202062,0.7164187837100144,-0.1482861981997135
227.25,1.0368610703358798,-0.30206316751715423,0.36808704484610216,0.36845043211981554,0.5520622111837187,0.7136755076512001,-0.15063084980481103
227.5,1.0384270516774234,-0.30168339474372774,0.37051568269333196,0.370863389544383,0.5539158327511603,0.7109731261598391,-0.15293349958803526
227.75,1.0400000917514207,-0.301287936091585,0.37295188764314824,0.37328425965003253,0.5556899901096038,0.7083114637176681,-0.15519366219805858
228.00000000000003,1.0415801034866314,-0.30087677440215166,0.37539532343851534,0.3757126995182767,0.5573864136835753,0.7056903186430566,-0.15741085228356602
228.25,1.0431669997508457,-0.3004498930876759,0.377845661292388,0.3781483737123633,0.559006802352408,0.7031094648914696,-0.15958458449321727
228.5,1.0447606933557951,-0.3000072761301369,0.380302579737567,0.38059095413932403,0.5605528233450928,0.7005686537697471,-0.161714373475691
228.75,1.0463610970620527,-0.29954890808011136,0.38276576447741556,0.3830401199117243,0.5620261122062089,0.6980676155687752,-0.16379973387967234
229.0,1.0479681235839204,-0.2990747740556169,0.38523490823767476,0.38549555720941475,0.5634282728268377,0.6956060611150867,-0.16584018035380818
229.25,1.0495816855943048,-0.29858485974091353,0.3877097106195548,0.38795695914155093,0.5647608775344843,0.6931836832445193,-0.1678352275467772
229.50000000000003,1.0512016957295758,-0.29807915138528196,0.3901898779542956,0.39042402560912937,0.5660254672367304,0.6908001582011235,-0.16978439010727092
229.75,1.0528280665944194,-0.2975576358017685,0.3926751231593426,0.39289646316826105,0.567223551613269,0.6884551469639753,-0.17168718268394256
230.0,1.0544607107666706,-0.2970203003658949,0.3951651655962803,0.39537398489438313,0.5683566093516482,0.6861482965040285,-0.17354311992547086
230.25000000000003,1.0560995408021345,-0.296467133014347,0.3976597309306454,0.3978563102475898,0.5694260884222867,0.683879240973375,-0.1753517164805218
230.5,1.0577444692393905,-0.2958981222436262,0.4001585509937167,0.40034316493924377,0.5704334063885145,0.6816476028313768,-0.17711248699776777
230.75,1.0593954086045883,-0.2953132571086752,0.40266136364638516,0.402834280800013,0.5713799507475982,0.6794529939083103,-0.1788249461258811
230.99999999999997,1.0610522714162225,-0.294712527221475,0.40516791264517027,0.4053293956494581,0.572267079299374,0.6772950164095924,-0.18048860851355322
231.25000000000003,1.0627149701898946,-0.29409592274961305,0.4076779475104521,0.40782825316728577,0.5730961205390014,0.675173263863743,-0.1821029888094438
231.5,1.0643834174430553,-0.2934634344148236,0.4101912233969703,0.410330602766364,0.5738683740706322,0.6730873220164233,-0.1836676016621934
231.75,1.0660575256997413,-0.2928150534915013,0.4127075009666418,0.41283619946758526,0.5745851110392605,0.6710367696723509,-0.18518196172050613
232.00000000000003,1.0677372074952842,-0.29215077180518634,0.41522654626371563,0.4153448037766502,0.5752475745780546,0.6690211794873269,-0.18664558363306077
232.25,1.0694223753810075,-0.291470581731029,0.417748130592305,0.4178561815628346,0.5758569802686344,0.6670401187142807,-0.18805798204851054
