index,label,feasible,small_60_deg,small_90_deg,large_150_deg,large_210_deg,small_60_flattening_fraction,small_90_flattening_fraction,large_150_flattening_fraction,large_210_flattening_fraction,indicated_thermal_efficiency,indicated_power_w,heat_input_w,heat_out_w,maximum_tube_reynolds,maximum_tube_mach_number,maximum_absolute_mass_flow_kg_s,cold_isothermality_error,hot_isothermality_error,pressure_equalization_error,small_max_abs_dV_dtheta,large_max_abs_dV_dtheta,small_max_abs_d2V_dtheta2,large_max_abs_d2V_dtheta2,convergence_cycles
45,sobol,True,-0.792811480741948,-0.8844353092461824,-0.670780491810292,-0.9817016922682523,-12.637779811277477,-0.9162611982119504,-1.457327862813658,0.8634195717051746,0.1471993085976136,43.95761875928754,298.6265300977112,-254.72604489272126,727.5468709146294,0.03908369663889475,0.013984099956794109,0.03841251182715769,0.05571522191232036,0.02162559417646696,0.0004473886360900964,0.0005284838214357182,0.0011399898684598454,0.001158305771322046,22
46,sobol,True,-0.8349320837669074,-0.7259926998987793,-0.7893582906015217,-0.9222617267258465,-9.865273344077071,-3.54351198264632,-0.5722511233365598,0.4197536288963709,0.1458497587275519,42.00921228273217,288.0307286706288,-246.04946727131465,803.2615791842215,0.04014726853677125,0.01543940420036871,0.032334208773233286,0.051739087040088394,0.021943298417050876,0.0004788700888862672,0.0005089444815611314,0.0010891258931091754,0.0007749655454943083,22
47,sobol,True,-0.9965761824138463,-0.8962148624286055,-0.9810886873491108,-0.7491381303407252,0.7746338912930404,-0.7209359604727081,0.8588440406981229,-0.8724584865002694,0.1712330588717056,48.043072712436384,280.57124616591767,-232.6359336683874,853.2500153107582,0.0395096356572964,0.01640022654106342,0.04408013168542822,0.048129582383371484,0.02106778290218454,0.0004180842389563794,0.0005111176526338766,0.0006809996230526821,0.0011647634056579838,33
48,sobol,True,-0.9277239223569631,-0.8108489423245191,-0.6208384217508137,-0.8631980661489069,-3.757431715079092,-2.136449637514399,-1.8301005486079327,-0.021103535411911678,0.14487294243315033,45.68839375362953,315.36871541566035,-269.6955728053573,580.4545325853019,0.03940151964673628,0.011156853982263272,0.04322169365540182,0.055436614739547446,0.0213778910967055,0.00044586133319267417,0.0005547241269311706,0.0007813055208201346,0.0017353090457630379,32
49,sobol,True,-0.8694095507636667,-0.9906054383516312,-0.8126612295396626,-0.7128206859715283,-7.595861385170399,0.8442220210727767,-0.3983156191709263,-1.1435355816740675,0.1729086128500597,48.21616519465001,278.85346137419646,-230.55727009592906,797.6625277116295,0.039100690598498064,0.015331785435741863,0.04043630862371486,0.06248988765142205,0.021280581503225773,0.00041787583655292514,0.000535110287387041,0.0012292597226598145,0.001542126084498697,22
50,sobol,True,-0.8640067161247135,-0.8215052330866456,-0.7602768498286605,-0.9640496099367738,-7.95149242798419,-1.959750021298337,-0.7893179523798064,0.7316626354642412,0.15363741258886537,44.17161090558868,287.50556365975893,-243.36574669521352,740.29034864547,0.03988346535253,0.014229040968170086,0.032787728457714285,0.051260278122405044,0.021830011669638768,0.00045523497822587454,0.0005103146890476357,0.0007536729830052053,0.0010532084215859284,22
51,sobol,True,-0.9193765471875668,-0.9919719940051437,-0.9522852950915695,-0.8019835014268756,-4.306881390041851,0.8668818625601878,0.643852594027162,-0.4780152668235803,0.18508182889837088,48.912871329087636,264.2770045024024,-215.2951330272048,814.1818759301157,0.0385319939264317,0.01564930204662081,0.04338655337440559,0.04358320663017404,0.021235967784663544,0.000415564846114454,0.0005023740732751148,0.0010219989470823278,0.0010226252953426278,22
52,sobol,True,-0.991240291390568,-0.7317385201901196,-0.6853595810756088,-0.8332880814000965,0.4234092812951929,-3.4482364066518367,-1.348508059081169,-0.24435470088425335,0.1441623197744764,47.70811771299245,330.93333811238415,-283.1392653406797,553.4036413163147,0.03746239089030194,0.0106369117179933,0.03844017658263554,0.0533328172866848,0.02107411707980183,0.00045177853615397767,0.0005410117132873389,0.0013439579280462213,0.0015728099678986595,22
53,sobol,True,-0.8265181845985353,-0.9112589627504348,-0.8772748905047775,-0.6481032133474947,-10.419101831405719,-0.4714789202583971,0.08396731199875132,-1.62659337361475,0.17222866358137912,45.125394946367166,262.00862276937505,-216.9400896547359,796.0665378090957,0.04051191907548186,0.015301109085915754,0.03872784505379804,0.06990728534362585,0.02157370955703251,0.0004353712738725997,0.0005469241906465587,0.0010058039667168429,0.0015294225616816544,22
54,sobol,False,-0.7861329195462168,-0.7877458567544817,-0.9962869787216186,-0.6836654221825302,-13.077383064245772,-2.5195385044343372,0.9722856318789929,-1.361153433211295,0.15119521567357483,35.25869475075651,233.19980459486757,-197.94795740867133,1059.9629137531047,0.04122593174440554,0.020373432872831974,0.04295345735577421,0.06104323533293107,0.02208697675789391,0.00047251987540135863,0.0005229826961727048,0.001099583304631126,0.0011861795367745925,22
55,sobol,True,-0.9491261858679354,-0.8879872297123075,-0.8042817044258117,-0.892738736923784,-2.34866950049883,-0.8573642520602078,-0.46086124610730794,0.19939103303110106,0.1686629977209658,48.78250102052977,289.23060588093546,-240.46566882880188,710.6589893774819,0.03906387053526339,0.01365949980673494,0.03383874072277118,0.04211174881075195,0.02151930753091579,0.00042758741533308953,0.0005079832328833229,0.0004621667319967226,0.000680301703003084,32
