index,label,feasible,small_min_deg,small_max_deg,large_max_deg,h_s_low_before,h_s_low_after,h_s_high_before,h_s_high_after,h_l_low_before,h_l_low_after,h_l_high_before,h_l_high_after,sector_smin_to_lmin_deg,sector_lmin_to_smax_deg,sector_smax_to_lmax_deg,sector_lmax_to_next_smin_deg,cross_symmetry_rms_h,cross_symmetry_max_abs_h,delta_cross_low_before,delta_cross_low_after,delta_cross_high_before,delta_cross_high_after,indicated_thermal_efficiency,indicated_power_w,heat_input_w,heat_out_w,maximum_pressure_pa,maximum_temperature_k,maximum_tube_reynolds,maximum_tube_mach_number,maximum_absolute_mass_flow_kg_s,cold_isothermality_error,hot_isothermality_error,pressure_equalization_error,small_max_abs_dV_dtheta,large_max_abs_dV_dtheta,small_max_abs_d2V_dtheta2,large_max_abs_d2V_dtheta2,convergence_cycles,constraint_power_ok,constraint_pressure_ok,constraint_temperature_ok,constraint_mass_flow_ok,constraint_validity_ok,minimum_normalized_bound_distance
10.0,sobol_6,True,69.11317078396678,230.21849796827883,370.5499036600813,0.15166919622570274,0.02681614421308043,-1.4555129684507846,-0.4703176309354603,0.03501532636582855,0.34810840045101943,-0.6115870265755803,-1.1852288155816495,110.88682921603322,50.218497968278825,140.3314056918025,58.56326712388545,0.18142915489341863,0.2702841528691351,0.008199182152748119,0.1964392042253167,-0.14126939564011998,0.2702841528691351,0.19669937833896228,49.540263343366014,251.85775248356777,-202.3017833234734,518599.32271607826,590.0508437803333,574.019619473894,0.04386472297606312,0.011033169211205035,0.025586769157212554,0.07754569543367262,0.012093794795544196,0.0005597284769744611,0.0005890097694500241,0.0012746617417479396,0.0012206879525123511,32.0,True,True,True,True,True,0.0019911574199795723
11.0,sobol_7,True,75.64978121966124,236.93048891238868,364.45812459196895,-0.1210024924017489,-0.26795416623353957,-1.5489430842921137,-0.8135309570003302,-0.13233423698693514,-0.33934183889068664,-0.7964345411863178,-1.6715692189522087,104.35021878033876,56.93048891238868,127.52763567958027,71.19165662769228,0.14264842425473176,0.21833934648893774,0.13561992924660443,-0.21833934648893774,0.017096415814012333,-0.12262613466009498,0.19580418744794323,44.85690509655551,229.0906322342122,-184.24248513392882,558971.3984299458,586.3340046149333,592.0392873182627,0.04096955827195318,0.011379523303838401,0.02297491325215556,0.08054645778581888,0.011637222197834807,0.0005518509774258277,0.0006356904997857539,0.0013202813343246747,0.0013905877612184268,32.0,True,True,True,True,True,0.0315897567197681
12.0,sobol_8,True,75.24253643769771,232.61589294765145,370.23779047839344,-0.210560320969671,-0.026570335030555725,-1.6337061289697885,-0.6811005183495582,-0.382128968834877,-0.41655757040716707,-0.5161441252101213,-1.5929949653334916,104.75746356230229,52.615892947651446,137.621897530742,65.00474595930427,0.2223312952166222,0.3555586338043213,-0.3555586338043213,-0.20599724943749606,0.16495639313943689,0.0407111636362969,0.20319154434053022,48.41860297806353,238.29044232725767,-189.85515970885766,519494.7780813103,586.9249041041353,621.9215016778429,0.03698081252745078,0.011953886123940131,0.025897713495808244,0.08667727786751231,0.010577844015832338,0.0005972592879318178,0.0006233873340206467,0.0014327699875826317,0.0014431533757676516,32.0,True,True,True,True,True,0.029785051941871674
13.0,sobol_9,True,68.70524007175118,234.83358304947615,365.2530827205628,0.2357376635074615,-0.35992611534893515,-1.3521372528746725,-0.9304722805041821,0.07856922242790465,-0.09463478806428616,-0.7070324271451682,-1.235636870469898,111.29475992824882,54.83358304947615,130.41949967108667,63.45215735118836,0.30204379863651726,0.4384953377768398,0.4384953377768398,-0.33037245157174766,0.22343985335901384,0.11650038240477456,0.20103494906000413,52.061770233895864,258.9687538277569,-206.86300013137904,490169.7166745086,585.3871009313618,621.3292017901728,0.043556971692542364,0.01194250159166503,0.02811940677331215,0.06443920096845385,0.012022483801747868,0.0004986923590412479,0.0005832484402515123,0.0011482747580318442,0.0011742910088046394,22.0,True,True,True,True,True,0.16240381635725498
14.0,sobol_10,True,71.69338828278705,231.92516867164522,366.70592124946415,-0.1657580475322902,-0.46897642128169537,-1.2436394769698382,-0.5065733610186726,-0.005042581260204293,0.25701353172771635,-0.9838497302960605,-1.0014540613628924,108.30661171721295,51.925168671645224,134.78075257781893,64.9874670333229,0.4124369419530703,0.4772763692773879,0.4639338400214911,0.4227715792600065,-0.4772763692773879,0.24218541560694584,0.197196886414841,54.06905971200663,274.18820192861523,-220.07887170345768,454247.3673276198,583.6653019912046,654.5209892279331,0.04252867079006344,0.012580477359041766,0.03118293600648056,0.061564025815175887,0.011912034611057337,0.0004916719131417432,0.0005438561852178454,0.0011774071655016771,0.001068982835774528,22.0,True,True,True,True,True,0.07273246161639713
15.0,sobol_11,True,73.03111069230363,238.64293387532234,363.79331356473267,0.10845177657902239,-0.14485432431101797,-1.751913626678288,-0.731865333300084,-0.16756037529557943,-0.24488982907496393,-0.42380562652833764,-1.3738067808561027,106.96888930769637,58.64293387532234,125.15037968941033,69.23779712757096,0.3013434190551317,0.37810684582218523,-0.022706050984561466,-0.3533416056539863,0.3080597067717463,0.37810684582218523,0.19551530303222284,43.981335039976095,224.95085733891398,-181.13953113844138,551537.893090204,589.0556284898009,539.9919677395924,0.041957217425505504,0.010379127386313056,0.02363956644330623,0.08779578855389487,0.012350243576890567,0.0005778036234655615,0.0005790335314632003,0.0013518387626004287,0.0012262879863342054,33.0,True,True,True,True,True,0.03967401385307312
16.0,sobol_12,True,73.76174159627408,230.6310010785237,366.12608990445733,0.0007242895662784576,-0.2116588491946459,-1.5228976646438241,-0.36491629309020934,-0.06225102338939903,0.14691572603769598,-0.8312442127615214,-0.8583089876919985,106.23825840372592,50.631001078523695,135.49508882593364,67.63565169181675,0.4191761183282569,0.6645886769518257,0.14940782580524686,0.14619143647141752,-0.46632791967131204,0.6645886769518257,0.1998021088708357,51.28276475778964,256.6677851780932,-205.3277580632002,491014.9649708231,587.8289166406717,588.5974027069329,0.04244373963972887,0.011313367210851459,0.028930237098839955,0.07394261689037687,0.012123854810053831,0.0005671832310031878,0.0005155703622216286,0.0013813281216321358,0.000985921954419582,22.0,True,True,True,True,True,0.01988839078694582
17.0,sobol_13,True,69.86038240697235,237.41460700333118,368.8736985512078,-0.07507657399401069,-0.47947946786880496,-1.4627952095121146,-0.8720462083816529,-0.18506811968982217,-0.18428451330401002,-0.6471356327645481,-1.2884497897699476,110.13961759302765,57.414607003331184,131.4590915478766,60.98668385576457,0.2118876520437143,0.2944113481789828,0.2944113481789828,-0.10920793930999934,0.2249105756171048,0.174345419742167,0.20098254981238636,54.18716724704278,269.6113035565801,-215.38505266969534,451776.1616070194,582.0367798104422,589.7196554591233,0.04034786217222881,0.011334937909992378,0.02919715120672454,0.06881355610121724,0.011389855916401624,0.0005036747628536306,0.0005798962336032158,0.0011819259599837658,0.001253434075749153,22.0,True,True,True,True,True,0.11753422021865845
18.0,sobol_14,True,68.2412909171544,233.84414203558117,362.94372471421957,0.3113362651318311,-0.2930805169045925,-1.2804917151108384,-0.5415619457140565,-0.25227800849825144,-0.4855161195155233,-0.36437974004074936,-1.5041223660111427,111.7587090828456,53.84414203558117,129.0995826786384,65.29756620293483,0.4236870217624611,0.7968523846473544,0.04080250840634109,-0.7968523846473544,0.1771822056733071,-0.22363065090030432,0.19809563393241264,50.94569265695291,257.17726153588444,-206.1769010460352,486611.4629874644,583.4961124393553,563.8784242477367,0.04024346520170785,0.010838246391255765,0.025523608354988184,0.07502671603719699,0.011877111138647898,0.000494058147590522,0.0005918116703645419,0.0011203782758100018,0.0012812263873551773,24.0,True,True,True,True,True,0.05523390695452701
19.0,sobol_15,False,77.46495050331578,236.1278273537755,368.048800624907,-0.29235505489632485,-0.016035405918955803,-1.71491892747581,-1.071487045986578,0.17341613806784162,0.02195353428833191,-0.9293381955474616,-1.088976181857288,102.53504949668422,56.1278273537755,131.92097327113152,69.41614987840876,0.369693248933439,0.625942745618522,0.18945154398679742,0.31430858918465676,0.1421488504391164,0.625942745618522,0.18291206551662953,39.57665612371698,216.36984969763435,-176.82260225667,608346.9416074165,593.5504220558372,588.2533106553793,0.04313966716045782,0.011306753454630893,0.025083326180155158,0.09766428322362714,0.01150996043451898,0.0006063127383140075,0.0005800533206037941,0.0014530413273350755,0.001133225458087403,24.0,False,True,True,True,True,0.0033380473032593727
20.0,sobol_16,True,76.94470842275769,233.39380765799433,364.83255034219474,0.1563893215730786,-0.4068685321137309,-1.4855297802016139,-0.8298773215152324,-0.2858385179191828,-0.12054962906986477,-0.30152826681733136,-1.122779652196914,103.05529157724231,53.39380765799433,131.4387426842004,72.11215808056295,0.3542893682030054,0.528349054697901,0.12103001419454812,-0.2769389506429434,0.528349054697901,0.36275012800469986,0.20317520858556032,52.1427209407431,256.6391899077833,-204.44742129287314,460756.2174756486,583.956515079594,610.2271758087255,0.04120082163916908,0.011729110747371645,0.029181655366205605,0.06911498285540127,0.012087315545235526,0.0005483455821177297,0.0005300689253442634,0.0013681852223531488,0.0011096646273898538,22.0,True,True,True,True,True,0.0020376890897750854
21.0,sobol_17,True,67.78195377904922,235.75213134288788,370.0963719887659,-0.09304018998518587,-0.12962086293846364,-1.500496707111597,-0.4112731811124831,0.18851933907717477,-0.39051950937137003,-0.8732627115212381,-1.480852076318115,112.21804622095078,55.75213134288788,134.34424064587802,57.68558179028332,0.3176190215208044,0.461989530408755,0.3181402020156384,-0.29747931938618416,-0.461989530408755,0.01964463079348211,0.1967692051403341,45.829115261793405,232.9079655991316,-187.08685175905245,545695.2733603063,590.0888079334846,582.7872924336118,0.04050232424052805,0.011201691707773591,0.02515819157255199,0.07811990171907247,0.011451961948510118,0.0005320437503583341,0.0006509173109010291,0.0011940830602137685,0.001378444122031085,32.0,True,True,True,True,True,0.01913443487137545
22.0,sobol_18,True,69.99129405943677,230.98905029986054,364.21824049111456,0.19873764198273414,-0.09805619139224286,-1.6927886439487339,-1.028883822867647,-0.025792868807911817,-0.27835724130272865,-0.7692170186899603,-1.2607300505973398,110.00870594056323,50.98905029986054,133.22919019125402,65.77305356832221,0.34890650349654373,0.4770948832854628,0.07226332258433105,-0.4770948832854628,0.2596668041776866,0.43205859335139407,0.19974350501573085,49.02565272725033,245.443038177333,-196.36217011419419,529627.2890836638,589.4636507501937,538.7215472161298,0.04240414524868018,0.010354708770416972,0.02531650311888101,0.08323425877929799,0.011430882024454855,0.0005880749942125917,0.0005740503898153488,0.0013997016805251598,0.0011735314509479652,23.0,True,True,True,True,True,0.09482156950980423
23.0,sobol_19,True,73.95351813687012,237.8474319204688,366.8429452246055,-0.2285906602628529,-0.3657863995060325,-1.3022883854806424,-0.5862027536146343,-0.20306896585971115,0.29034322453662753,-0.5900526747107506,-0.8895306843332946,106.04648186312988,57.84743192046881,128.9955133041367,67.11057291226462,0.34137702095865174,0.5189338847994804,0.16271743364632132,0.5189338847994804,-0.003849921096116371,0.4127577011473478,0.2012365535733219,53.429252078979125,265.5047064275617,-212.01987797620782,449868.892144918,583.7772273833078,599.1115086696025,0.042193141594813376,0.011515457707857455,0.030191132602726403,0.06268886280272588,0.012295445912733495,0.0004972612343267446,0.0005069883946800846,0.001154800344146576,0.0010108044903636166,27.0,True,True,True,True,True,0.06279660575091839
