time_s,S_to_H_i_mass_flow_kg_s,H_i_to_L_mass_flow_kg_s,L_to_H_o_mass_flow_kg_s,H_o_to_S_mass_flow_kg_s
0.0,-0.0001284431088591958,0.0,0.0025956863367710076,0.002751052005939907
3.384366139664476e-07,-0.00012844280767176534,0.0,0.0025957102267687234,0.0027510753391787077
6.768732279328952e-07,-0.00012844250650704934,0.0,0.002595734116805976,0.002751098672488549
0.00010111520583145385,-0.0001283550299401003,0.0,0.002602826038942624,0.002758027691175765
0.0002015535384349748,-0.00012826771254914872,0.0,0.0026099219841853425,0.002764961250976732
0.0003019918710384957,-0.00012817989990275468,0.0,0.002617022591646981,0.002771898387292307
0.00037705268939056564,-0.00012811387563695683,0.0,0.002622332361914139,0.0027770848257677
0.00045211350774263556,-0.00012804774806557604,0.0,0.0026276446652927555,0.002782273440006235
0.0005271743260947055,-0.00012798182352788179,0.0,0.0026329591054099163,0.002787464816982891
0.0006393632493804221,-0.00012788374493191517,0.0,0.0026409061468369533,0.002795229371971867
0.0007515521726661387,-0.0001277859643878421,0.0,0.0026488582114388057,0.0028029998179681243
0.0008637410959518552,-0.00012768793003863166,0.0,0.002656815957099755,0.002810775226073506
0.0009459491232095334,-0.00012761551372581425,0.0,0.0026626512521878243,0.0028164751820218027
0.0010281571504672114,-0.00012754265092276444,0.0,0.002668489999590796,0.002822177262190815
0.0011103651777248896,-0.00012746998392467685,0.0,0.0026743314090974775,0.0028278826329714425
0.001192500497558948,-0.00012739779614290362,0.0,0.002680169997238072,0.0028335866999813527
0.0012746358173930065,-0.00012732575188289995,0.0,0.002686011290887649,0.002839294005612743
0.0013567711372270647,-0.0001272535466577925,0.0,0.0026918557342361688,0.00284500394325877
0.0014396052398885299,-0.00012718052637374888,0.0,0.002697753159037339,0.0028507650490893063
0.001522439342549995,-0.00012710745213784878,0.0,0.0027036536433318044,0.00285652907109429
0.0016052734452114603,-0.0001270344281004831,0.0,0.002709557031147336,0.002862296242012135
0.0016590237950796498,-0.00012698705647215265,0.0,0.0027133892809858857,0.0028660401716477132
0.0017127741449478393,-0.0001269396126539087,0.0,0.0027172228595279103,0.0028697852767341453
0.0017665244948160289,-0.0001268921579506297,0.0,0.0027210577273829775,0.00287353163459848
0.0018202748446842184,-0.00012684471128096328,0.0,0.0027248938585275554,0.0028772792863042034
0.0018624708374097704,-0.0001268074481476428,0.0,0.00272790626769053,0.0028802222053890152
0.0019046668301353226,-0.0001267701733267181,0.0,0.0027309194776375645,0.0028831658953809183
0.0019468628228608746,-0.00012673288919562363,0.0,0.0027339334849410916,0.0028861103631861113
0.0022059877985872458,-0.00012650421872318932,0.0,0.0027524596093817244,0.0029042101029441033
0.0022707690425188384,-0.0001264468853078893,0.0,0.0027570959431745088,0.0029087395160444346
0.0023355502864504316,-0.00012638912781818442,0.0,0.002761734568630544,0.0029132701911332957
0.0024003315303820242,-0.00012633152818074646,0.0,0.002766374919635498,0.0029178029915151523
0.002465112774313617,-0.00012627414432688712,0.0,0.002771016880518543,0.002922338075559073
0.0025070541525491117,-0.0001262369328700947,0.0,0.002774023307025406,0.0029252751364419642
0.0025489955307846065,-0.00012619967828635226,0.0,0.0027770305897067225,0.002928212906279584
0.0025909369090201012,-0.00012616242378413385,0.0,0.0027800386634868413,0.0029311514763676713
0.002683242573354653,-0.0001260804418199944,0.0,0.002786661667763329,0.0029376215988465527
0.0027755482376892043,-0.00012599847699650203,0.0,0.0027932885193489654,0.0029440956200344776
0.002867853902023756,-0.00012591643687326806,0.0,0.0027999193129827596,0.002950573420837395
0.003088818930529737,-0.0001257198698982218,0.0,0.0028158086681795303,0.002966095599799273
0.0031440601876562323,-0.00012567053965797565,0.0,0.002819784600020264,0.0029699794412594085
0.0031993014447827275,-0.00012562108606369154,0.0,0.0028237618862746927,0.0029738646972387794
0.0032545427019092226,-0.00012557170288853464,0.0,0.0028277405648212827,0.0029777513995575653
0.0033097839590357178,-0.0001255223447121421,0.0,0.002831720667475017,0.0029816395004876343
0.0033698002112717844,-0.0001254686857208057,0.0,0.0028360464269326442,0.0029858652376751355
0.003429816463507851,-0.00012541501783978093,0.0,0.0028403738666567496,0.00299009262504184
0.0034898327157439177,-0.00012536133607076098,0.0,0.0028447029908852776,0.002994321661945756
0.003768658659063816,-0.00012511199587931767,0.0,0.002864837640925961,0.003013990946263824
0.004047484602383715,-0.00012486156098106868,0.0,0.0028850096931550538,0.003033694996766532
0.004117191088213689,-0.00012479864649090431,0.0,0.002890058462710483,0.003038626578778456
0.0041868975740436635,-0.0001247358004774826,0.0,0.002895109146402115,0.003043560913216133
0.004256604059873638,-0.00012467298644761352,0.0,0.002900162286858797,0.0030484973843355116
0.004326310545703612,-0.00012461006194868787,0.0,0.0029052180373780505,0.0030534357826211066
0.004372627754110452,-0.00012456823975286687,0.0,0.002908578638468878,0.003056718448017435
0.004418944962517292,-0.000124526433668479,0.0,0.002911940220690385,0.0030600021845826543
0.004465262170924131,-0.00012448461138583073,0.0,0.0029153028467751706,0.0030632869140434327
0.00455316520943798,-0.00012440518109533722,0.0,0.002921687473147958,0.003069523548890153
0.004641068247951827,-0.0001243257158049409,0.0,0.002928075832022548,0.003075763828544866
0.004728971286465676,-0.00012424618238349318,0.0,0.0029344679334805347,0.003082007748588338
0.005024670673737574,-0.00012397896731653312,0.0,0.002955997803646711,0.0031030394711667416
0.005098595520555548,-0.00012391174786141116,0.0,0.0029613871329231692,0.003108303535966496
0.005172520367373523,-0.0001238437650893386,0.0,0.002966779666030633,0.0031135693847335654
0.005246445214191497,-0.0001237761113127292,0.0,0.0029721746051406396,0.0031188382811930637
0.005320370061009471,-0.00012370887625027431,0.0,0.002977571724899628,0.003124110512639516
0.005362126133079597,-0.00012367079694891985,0.0,0.0029806215497558647,0.003127089525672685
0.005403882205149723,-0.0001236326393722013,0.0,0.002983672343436879,0.003130069236142441
0.0054456382772198495,-0.00012359448272461154,0.0,0.0029867239837222657,0.0031330498073307584
0.005490518966209525,-0.0001235534721280345,0.0,0.0029900049160496442,0.0031362543846315347
0.005535399655199201,-0.00012351244946936574,0.0,0.0029932868410465006,0.003139459940448599
0.005580280344188877,-0.00012347140881346339,0.0,0.0029965697675956547,0.0031426664654384635
0.005811450698815821,-0.0001232599446516694,0.0,0.0030134951941055183,0.003159198189581702
0.0060426210534427665,-0.00012304823610638846,0.0,0.003030446786065205,0.0031757564870226926
0.006100413642099502,-0.00012299499598791142,0.0,0.0030346890980511745,0.0031798998131399815
0.006158206230756237,-0.00012294134634700712,0.0,0.003038933657571214,0.0031840440314870504
0.006215998819412974,-0.00012288789108370104,0.0,0.00304317958993106,0.0031881903017611526
0.006273791408069709,-0.00012283460867224935,0.0,0.003047426882688564,0.0031923386354109043
0.006318380577612424,-0.0001227934345535242,0.0,0.0030507050617364488,0.0031955402510268943
0.006362969747155139,-0.00012275222743587033,0.0,0.00305398428395098,0.003198742800414828
0.006407558916697854,-0.00012271101515440362,0.0,0.003057264493592772,0.0032019463560694324
0.006515574809395722,-0.00012261115366334128,0.0,0.0030652147844734442,0.003209711028684863
0.00662359070209359,-0.00012251128171506383,0.0,0.0030731709258658914,0.003217481602540622
0.0067316065947914585,-0.0001224112550298393,0.0,0.0030811330638413374,0.0032252579039086485
0.006889928157934083,-0.00012226429291225464,0.0,0.003092814452530417,0.003236666057528706
0.007048249721076708,-0.00012211642087210599,0.0,0.0031045093118708435,0.0032480858024008007
0.007087830111862365,-0.00012207940921399915,0.0,0.0031074350188793104,0.003250942725579227
0.007127410502648021,-0.00012204256025494096,0.0,0.003110361313746959,0.0032538007318392618
0.0071669908934336776,-0.00012200565077647765,0.0,0.003113288485527955,0.003256659436877007
