index,label,feasible,k_i,k_o,indicated_thermal_efficiency,indicated_power_w,heat_input_w,heat_out_w,maximum_pressure_pa,maximum_temperature_k,maximum_absolute_mass_flow_kg_s,maximum_tube_reynolds,maximum_tube_mach_number,cold_isothermality_error,hot_isothermality_error,pressure_equalization_error,convergence_cycles,constraint_power_ok,constraint_pressure_ok,constraint_temperature_ok,constraint_mass_flow_ok,constraint_validity_ok,hi_tube_length_m,ho_tube_length_m,hi_working_gas_volume_m3,ho_working_gas_volume_m3,hi_wall_capacity_j_k,ho_wall_capacity_j_k,hi_static_conductance_w_k,ho_static_conductance_w_k,hi_internal_area_m2,ho_internal_area_m2
10,sobol,True,0.7722097793594003,1.0844571277499198,0.1953052426005212,50.95749038769415,260.91204572487067,-209.96676029721073,476860.3587515612,575.9435575483711,0.010206082062216454,530.9889868926396,0.04133928367562685,0.03577451914281467,0.0495985786378507,0.020412322756894873,32,True,True,True,True,True,0.03269021399288128,0.0459086850747466,3.562377879155035e-05,3.981594711297391e-05,113.98493935578158,159.2666766610555,9.339067323566205,13.115371491383392,0.12566701565515567,0.17648117712695652
11,sobol,True,1.2997545707039535,0.8211037248373032,0.20292364409517677,55.93297523641616,275.63557458184647,-219.68832109701142,489577.95177258184,587.5080526696653,0.010218292144363083,531.6242374333848,0.04070340771851174,0.022458463383033724,0.06003131877108239,0.015484547198424715,22,True,True,True,True,True,0.05502294349313403,0.03476005768477917,4.270648605489821e-05,3.628021879143634e-05,190.4888545421272,121.07548089716174,15.719168242063457,9.93038831008843,0.21151801278664492,0.13362386413862232
12,sobol,True,1.619853672105819,0.9198615599423647,0.2000191012813463,58.16802767656492,290.8123639389117,-232.64125187473974,485933.3372720861,590.934212668754,0.010149348553605983,528.0373284524763,0.040496625588506904,0.018980701468741236,0.05522178746200478,0.017247713279688666,22,True,True,True,True,True,0.06857380545247967,0.03894080603756011,4.7004070388375906e-05,3.7606121060755284e-05,236.90924368568992,135.39722412129325,19.590431126981844,11.124760740260108,0.26360994410152616,0.14969540679703372
13,sobol,True,0.6470321603119373,0.6576841626316309,0.2021231061892393,46.17115209534682,228.43084576445568,-182.28612075730862,489595.2266662507,575.2005628471401,0.010391340978455935,540.6274008939342,0.041456186292029684,0.03750969807596991,0.06955535582531379,0.012656328607100732,23,True,True,True,True,True,0.027391028119872013,0.02784196288473904,3.394316996708183e-05,3.4086181547210606e-05,95.83183063788869,97.37657128437219,7.825175317876018,7.954000113227518,0.10529599960099185,0.10702947329952252
14,sobol,True,1.2260927348397672,1.3300135418772698,0.1911883055028588,56.474715520711676,295.3879180641999,-238.89499008225945,473594.24015479494,583.8413084083616,0.010100268482692309,525.483853282259,0.0408199970415322,0.025628822488512896,0.04374835488182511,0.02479390305481843,22,True,True,True,True,True,0.05190459244155014,0.05630390660613776,4.171751748110736e-05,4.311273674380076e-05,179.80650313636082,194.87697438000754,14.828305599940732,16.085118760281286,0.19953051492251347,0.2164422635612214
15,sobol,True,1.8001332646235824,0.39284581840038296,0.19897432230159479,47.09868520727083,236.70735330301127,-189.61550995715123,506571.5211403151,596.6584822787876,0.010218635920449422,531.6421229760143,0.04026292663298943,0.014126388038595469,0.1003263302438093,0.007710950387951424,22,True,True,True,True,True,0.07620564153573166,0.016630472978949547,4.942446691263047e-05,3.053051671064024e-05,263.053174745375,58.97003110506351,21.770723706266676,4.751058124213561,0.2929480837894603,0.06393050558351804
16,sobol,True,1.7386790602467954,1.2967482805252075,0.1908942566087917,59.19894377578815,310.11380241317187,-250.9133625881671,474333.5941432654,590.7110158807324,0.010037304400348562,522.2080385190109,0.04045528227435242,0.018891703789426444,0.04404739344876689,0.02411777627287001,22,True,True,True,True,True,0.07360408021711434,0.05489567720890045,4.859939547444343e-05,4.266612422471035e-05,254.14115946890263,190.0528859331411,21.027499562605716,15.682810315598477,0.28294721787204163,0.21102877848133758
17,sobol,True,1.1880759662017226,0.4350832477211952,0.2037014289444746,47.24856916878538,231.9501115608988,-184.7103148009202,505963.04115244333,589.8366975060759,0.010370119622601584,539.523323327548,0.040661436183762445,0.02103481620895217,0.09454316029847709,0.008512232344986529,22,True,True,True,True,True,0.05029521590253959,0.018418524153530597,4.1207112207887954e-05,3.1097587701282e-05,174.29335678127848,65.09525262836392,14.368532658409654,5.2618755297230635,0.19334378433803578,0.07080409334887276
18,sobol,True,0.6381280687637627,0.9522115711122752,0.1963085353639273,47.79877961544511,243.48803543785382,-195.74258658451552,478273.94563992525,573.1855919861662,0.010240653698471916,532.78763577657,0.04156605067026743,0.04026594040946776,0.05370861538936934,0.01804294248165103,22,True,True,True,True,True,0.027014088244332622,0.04031028984375298,3.382362547547376e-05,3.8040445620189446e-05,94.5405699226102,140.08858408053462,7.717489669951974,11.516000193980235,0.10384697546028797,0.15495994691138718
19,sobol,True,1.5406371839344501,0.6155563194304705,0.20419191602640943,54.136739628418084,265.12675272323827,-210.97447969418585,497169.1449931238,592.0377855896544,0.010198727742714834,530.6063657616663,0.04048921602667101,0.01825763153001236,0.07302239590902751,0.01172784923483319,22,True,True,True,True,True,0.06522030745322506,0.026058550855889918,4.5940526201505495e-05,3.3520581837147016e-05,225.42136324054994,91.26724180918029,18.632390791384676,7.444508036892174,0.2507184994121879,0.10017371923814562
