time_s,S_to_H_i_mass_flow_kg_s,H_i_to_L_mass_flow_kg_s,L_to_H_o_mass_flow_kg_s,H_o_to_S_mass_flow_kg_s
0.0,-0.00017246260773434187,0.0,0.003501672670393805,0.003724328741052707
2.4972523667479116e-07,-0.00017246227633108507,0.0,0.0035016930407521457,0.0037243484871256364
4.994504733495823e-07,-0.00017246194492932622,0.0,0.0035017134111001652,0.0037243682331912263
8.123740719697196e-05,-0.00017235551373199305,0.0,0.0035082989837181065,0.003730752680457724
0.00016197536392059434,-0.00017224890834312176,0.0,0.0035148837412641745,0.0037371361249755575
0.0002427133206442167,-0.00017214207419588858,0.0,0.003521467756537764,0.0037435184772013695
0.00045213277560665345,-0.00017186400467607946,0.0,0.0035385420702085473,0.0037600680350184518
0.0006615522305690901,-0.0001715852917045391,0.0,0.0035556113691107036,0.0037766108742138377
0.0007139070943096993,-0.00017151563950561422,0.0,0.0035598774732580147,0.003780746091435816
0.0007662619580503084,-0.00017144599912897356,0.0,0.0035641426750265158,0.0037848815914680927
0.0008186168217909175,-0.000171376163059426,0.0,0.003568407948757309,0.003789016195741875
0.0008709716855315267,-0.00017130616010346518,0.0,0.0035726732032404056,0.003793150021343273
0.0009186212761880993,-0.0001712424205131725,0.0,0.0035765547921133376,0.003796912058657224
0.000966270866844672,-0.0001711786316722536,0.0,0.003580436115996208,0.003800673768711286
0.0010139204575012445,-0.00017111477781329407,0.0,0.0035843172111337343,0.0038044351074754228
0.001133245533060286,-0.00017095460319864716,0.0,0.0035940352440843293,0.003813852799803985
0.0012525706086193274,-0.00017079415682234736,0.0,0.0036037515617887384,0.0038232685849003867
0.001371895684178369,-0.00017063344737797283,0.0,0.0036134661541972523,0.003832682504076087
0.0014912207597374105,-0.0001704723294114097,0.0,0.003623179264703926,0.0038420942703978923
0.0015377576657040913,-0.00017040937307664605,0.0,0.0036269670134445355,0.0038457642618977463
0.001584294571670772,-0.0001703463737895301,0.0,0.0036307545062992494,0.003849433973934701
0.0016308314776374525,-0.00017028333554876133,0.0,0.0036345417344738258,0.003853103419775554
0.001810975867497209,-0.00017003880208200014,0.0,0.0036491998169461866,0.0038673050649553333
0.001991120257356966,-0.00016979337320220268,0.0,0.0036638547197994113,0.003881501903002886
0.0020361563548219053,-0.0001697319637937061,0.0,0.0036675177973584526,0.003885050570960854
0.002081192452286844,-0.00016967063184771442,0.0,0.0036711803842783774,0.0038885993168282606
0.0021262285497517836,-0.000169609184238001,0.0,0.0036748428892784176,0.0038921476220897273
0.002171264647216723,-0.00016954763781727196,0.0,0.003678505283078857,0.0038956955269383725
0.0022188481511875692,-0.0001694825637533061,0.0,0.003682374589966166,0.0038994438424003876
0.0022664316551584155,-0.00016941742891354885,0.0,0.0036862436683082088,0.003903191848066016
0.0023140151591292614,-0.00016935223096088974,0.0,0.0036901125264226058,0.003906939536049097
0.002499584501177582,-0.00016909737626084886,0.0,0.003705198357770532,0.003921552118657408
0.0026851538432259027,-0.00016884189939671304,0.0,0.00372028031473022,0.003936160742261995
0.0027315461787379832,-0.00016877789700928705,0.0,0.003724050306203243,0.003939812160196814
0.0027779385142500633,-0.0001687137335819118,0.0,0.003727820303729329,0.003943463024100826
0.002824330849762144,-0.0001686495571269929,0.0,0.0037315899939313222,0.003947113732659992
0.0028707231852742243,-0.00016858536346930615,0.0,0.0037353593901822105,0.00395076427138659
0.0029184825149289905,-0.00016851921860479201,0.0,0.0037392396457800966,0.003954522081162498
0.002966241844583757,-0.00016845301755924992,0.0,0.0037431196745499485,0.003958279608703816
0.0030140011742385234,-0.00016838676507020868,0.0,0.0037469994686212716,0.003962036866402025
0.003215939914943266,-0.0001681059362682526,0.0,0.003763401831470676,0.003977920313714445
0.003417878655648008,-0.00016782397231101783,0.0,0.0037798007174360887,0.003993798291134176
0.003468363340824194,-0.00016775340294351374,0.0,0.0037838997152953775,0.003997767177887478
0.00351884802600038,-0.0001676829055792126,0.0,0.0037879981510199486,0.0040017361606490545
