theta_deg,E_x,E_y,E_speed,E_projected_velocity,E_projected_acceleration,target_velocity,target_acceleration
46.25,1.7861184107032342,0.06368322029024198,1.0307905127667454,-0.9249701920836642,0.08501998304336635,-0.24594028588591477,1.3088560473801385
46.5,1.7830579709843235,0.066980101100938,1.0311284008282007,-0.9246031160264842,0.08323228022277146,-0.2404002249977134,1.2305022291322831
46.75,1.7800013255101028,0.07028247990138453,1.031456432265356,-0.9242438534167492,0.08143907963706701,-0.23520212821017075,1.1521116679075325
47.0,1.7769483746141201,0.07359019338003314,1.0317746255444897,-0.9238924259867538,0.0796414008735757,-0.23034615401989844,1.0736851981118154
47.25,1.7738990192237625,0.07690307995459034,1.0320830010046946,-0.9235488510836769,0.07784023466048844,-0.22583245729168136,0.9952236500458997
47.5,1.7708531608708262,0.08022097974834957,1.0323815807819736,-0.9232131417940785,0.0760365435139672,-0.22166118927639006,0.9167278499053796
47.75,1.7678107017016327,0.0835437345667901,1.0326703887354687,-0.9228853070655996,0.07423126237377255,-0.21783249762889273,0.8381986197807006
48.00000000000001,1.7647715444866838,0.08687118787445197,1.0329494503757826,-0.9225653518259115,0.07242529922746654,-0.2143465264259674,0.7596367776571606
48.25,1.7617355926298983,0.090203184772085,1.0332187927953402,-0.9222532770989689,0.0706195357234329,-0.21120341618421395,0.6810431374148896
48.5,1.7587027501774126,0.09353957197406465,1.03347844460075,-0.9219490801186097,0.06881482777285415,-0.2084033038779664,0.6024185088288696
48.75,1.7556729218259817,0.0968801977860887,1.033728435847118,-0.9216527544395543,0.06701200614028983,-0.2059463229572048,0.5237636975689182
49.0,1.7526460129309764,0.10022491208314205,1.0339687979742667,-0.9213642900458523,0.06521187702366966,-0.20383260336546768,0.4450795051996793
49.25,1.749621929513994,0.10357356628773223,1.0341995637448207,-0.92108367345682,0.06341522262298946,-0.202062271557764,0.36636672918067104
49.5,1.7466005782700988,0.10692601334840279,1.0344207671841115,-0.9208108878305241,0.061622801698498444,-0.20063545051848514,0.28762616286623105
49.75,1.7435818665746896,0.11028210771851221,1.034632443521857,-0.9205459130648488,0.059835350118072804,-0.1995522597793174,0.20885859550554267
50.0,1.740565702490023,0.11364170533528395,1.034834629135578,-0.9202887258962021,0.05805358139404232,-0.19881281543715376,0.1300648122426471
50.25000000000001,1.737551994771387,0.11700466359913031,1.0350273614957048,-0.9200392999958985,0.0562781872096104,-0.1984172301720062,0.051245594116402345
50.5,1.7345406528729463,0.12037084135323889,1.035210679112337,-0.9197976060642714,0.0545098379349436,-0.19836561326491783,-0.027598281939478716
50.75,1.731531586953259,0.12374009886342696,1.035384621483611,-0.9195636119225519,0.052749183133007006,-0.19865807061587498,-0.0680930635474281
51.0,1.7285247078804864,0.127112297798269,1.0355492290456423,-0.9193372826025672,0.050996852055158304,-0.198959837343254,-0.07020541819511615
51.25,1.7255199272372959,0.13048730120947605,1.0357045431239948,-0.9191185804342944,0.04925345412728917,-0.19927072846599714,-0.07227547888357704
51.5,1.7225171573254667,0.1338649735125501,1.0358506058866448,-0.9189074651313166,0.04751957942563626,-0.19959055988074104,-0.07430344676555399
51.75,1.7195163111702152,0.1372451804676919,1.0359874602983998,-0.9187038938742242,0.04579579914306329,-0.19991914836181676,-0.0762895229937457
52.0,1.7165173025242404,0.14062778916097213,1.0361151500767354,-0.9185078213920024,0.04408266604589038,-0.20025631156124943,-0.07823390872087628
52.25,1.7135200458715023,0.14401266798576262,1.0362337196490108,-0.9183192000414453,0.042380714921334564,-0.20060186800875876,-0.08013680509969216
52.50000000000001,1.7105244564307365,0.14739968662441566,1.036343214111031,-0.9181379798846392,0.040690463015446696,-0.20095563711175873,-0.08199841328292064
52.75,1.707530450158722,0.1507887160302081,1.03644367918692,-0.917964108764555,0.03901241046205376,-0.20131743915535777,-0.08381893442329222
53.0,1.7045379437533033,0.1541796284095308,1.0365351611902678,-0.917797532378788,0.0373470407028593,-0.20168709530235857,-0.08559856967351195
53.25,1.7015468546561725,0.1575722972043319,1.0366177069865183,-0.9176381943514844,0.035694820898434634,-0.20206442759325804,-0.08733752018632623
53.5,1.6985571010554277,0.1609665970748052,1.036691363956569,-0.9174860363034943,0.03405620233049547,-0.20244925894624777,-0.08903598711445601
53.75,1.6955686018879066,0.16436240388233014,1.0367561799615426,-0.9173409979207882,0.03243162079588354,-0.2028414131572133,-0.09069417161061909
54.0,1.692581276841305,0.16775959467265156,1.0368122033087077,-0.9172030170211711,0.030821496991846286,-0.2032407148997348,-0.09231227482755865
54.25,1.6895950463560894,0.1711580476593016,1.0368594827185087,-0.9170720296193375,0.029226236893034354,-0.20364698972508669,-0.09389049791799566
54.5,1.686609831627208,0.17455764220726533,1.036898067292681,-0.9169479699902955,0.027646232120535002,-0.20406006406223776,-0.09542904203466697
54.75000000000001,1.683625554605606,0.1779582588168797,1.0369280064834192,-0.9168307707312006,0.026081860302788737,-0.2044797652178512,-0.09692810833028083
55.0,1.6806421379995542,0.1813597791079709,1.03694935006357,-0.916720362821631,0.024533485428465462,-0.20490592137628433,-0.09838789795756137
