index,label,feasible,small_min_deg,small_max_deg,large_max_deg,low_flatness,high_flatness,sector_smin_to_lmin_deg,sector_lmin_to_smax_deg,sector_smax_to_lmax_deg,sector_lmax_to_next_smin_deg,indicated_thermal_efficiency,indicated_power_w,heat_input_w,heat_out_w,maximum_tube_reynolds,maximum_tube_mach_number,maximum_absolute_mass_flow_kg_s,cold_isothermality_error,hot_isothermality_error,pressure_equalization_error,small_max_abs_dV_dtheta,large_max_abs_dV_dtheta,small_max_abs_d2V_dtheta2,large_max_abs_d2V_dtheta2,convergence_cycles
23,sobol,True,72.59493757784367,243.5325565673411,347.0072185299359,-0.21407853858545423,-0.9818493062630296,107.40506242215633,63.53255656734109,103.47466196259484,85.58771904790774,0.18657454707950705,50.03035335397319,268.1520825702619,-218.06856596756228,612.7925113712436,0.04770252477299328,0.011778418785606863,0.032186039618858964,0.04846824665026351,0.023702995281749007,0.00044249559483080044,0.0005391775940708928,0.0009138322014527732,0.0011397082949712793,22
24,sobol,True,75.525205463171,251.15732039511204,353.6140746497549,-0.5586848860606551,-0.7332130162976682,104.474794536829,71.15732039511204,102.45675425464287,81.9111308134161,0.17691836206652778,53.31521661212121,301.3549073672338,-248.0015292673403,645.952124389806,0.04008639163160956,0.012415776131941461,0.04029798817316915,0.05712923372198253,0.021375036595006294,0.00037034907967712044,0.0004460166182123616,0.0007570352470549691,0.0009223068470735475,22
25,sobol,True,77.67493392527103,241.83812433108687,360.18948588659987,-0.7067160349339247,-0.7863683270290494,102.32506607472897,61.838124331086874,118.351361555513,77.48544803867117,0.17088899113806474,54.96031622950082,321.61414180915403,-266.62782280908056,661.7444636142718,0.03710160758989418,0.012719318981337406,0.04387760619362557,0.054201592409973263,0.018225390392889874,0.00039186954975346984,0.00042591502851268095,0.0008930820693624611,0.0008862019959033137,22
26,sobol,True,70.69907292723656,255.4683291092515,350.84062269190326,-0.25195896876975893,-0.8876893020235002,109.30092707276344,75.4683291092515,95.37229358265176,79.8584502353333,0.18505269181927467,49.87433787330935,269.5142523082961,-219.57575955766302,598.6058446007798,0.04745180271058963,0.011505738393314757,0.03302491533624943,0.05353701614637075,0.024655899269597818,0.0004164289797709468,0.0005084879014200452,0.0008282902939580736,0.0010373859983972419,22
27,sobol,True,68.66564655303955,245.8241027891636,356.46970444824547,-0.4323143070563674,-1.1670127063058315,111.33435344696045,65.82410278916359,110.64560165908188,72.19594210479409,0.18647861351307293,55.8998557627092,299.7655050603987,-243.84331775765952,556.9296920398181,0.044522467748248196,0.010704685558746967,0.035092275084509746,0.05348348617374848,0.021238853952643556,0.0004360923969572319,0.000521183795558968,0.0009302686752476055,0.001116125421447413,22
28,sobol,False,79.70449601113796,258.829765368253,344.48718979768455,-0.0880741585977376,-0.5618402356281876,100.29550398886204,78.82976536825299,85.65742442943156,95.21730621345341,0.15615518977424225,35.80389388954544,229.28404711561677,-193.49396789172968,703.0925378632918,0.045307070442237266,0.013514065858046998,0.029091292074679784,0.05090628050543855,0.024812340217686756,0.00039005393541476953,0.0005056734130657514,0.0006558347229654486,0.0009259031878726507,22
29,sobol,True,79.47766776382923,245.16974148526788,357.2313367999159,-0.27648481843061745,-1.0759879312478005,100.52233223617077,65.16974148526788,112.061595314648,82.24633096391335,0.19118953593114596,50.70017557411236,265.18279531977765,-214.44387387569043,637.0286590063479,0.045460241595445226,0.012244259165994791,0.034039611500511435,0.050225818316107985,0.02180318090825228,0.00046463209417490554,0.0005171197504941022,0.0010188110342550928,0.0010600756221663809,22
30,sobol,True,70.39243164658546,252.17883343994617,342.38211504602805,-0.6755765942391008,-0.6526941122487188,109.60756835341454,72.17883343994617,90.20328160608187,88.01031660055742,0.1636591763315699,51.592337499283,315.24255868646225,-263.6032780330216,627.8967128502945,0.04008796707436452,0.012068735013597884,0.04081137063157322,0.06292819781145911,0.02253579340262389,0.0003500968508107438,0.00045741638099169873,0.0007108100446593488,0.0010192519200510133,22
31,sobol,True,72.48791164159775,249.1532762274146,358.25270502548665,-0.018800185853615425,-0.7021794686093926,107.51208835840225,69.15327622741461,109.09942879807204,74.2352066161111,0.1850380126865432,47.992867215977604,259.3676105745804,-211.2921362571431,654.0416908525569,0.045797463440299085,0.012571264816649875,0.03183788031677658,0.04224434575053978,0.022874524268717666,0.0004144614475919709,0.0004890125089865772,0.0007348085887203687,0.0008592641729135073,22
32,sobol,True,77.38613598048687,255.53782598301768,351.43330494500697,-0.5215347948949784,-0.9717072620056569,102.61386401951313,75.53782598301768,95.89547896198928,85.9528310354799,0.17712473587738964,50.196241850557165,283.3948719918166,-233.14919079326683,632.8368870552508,0.04493586342917301,0.012163689569308139,0.03781685456279606,0.06237848123306594,0.023628944243393114,0.0003999993856592876,0.000494851015413734,0.0008370183171141387,0.001076080916472666,22
33,sobol,True,75.28275173902512,247.4686494767666,344.90246923919767,-0.3769666281994432,-0.8977031828835607,104.71724826097488,67.46864947676659,97.43381976243109,90.38028249982744,0.18048304708554427,49.90005489838988,276.48056537264995,-226.52150837994708,639.2468319539748,0.045727752391128876,0.012286894429042622,0.03531399862706776,0.05508163534901838,0.023863898488327998,0.0004146762478524387,0.0005154662663458036,0.0008623926165963284,0.0011193540479464022,22
34,sobol,False,74.33734719455242,259.83903025463223,354.37472533248365,0.022595106391236186,-0.8171882412396372,105.66265280544758,79.83903025463223,94.53569507785141,79.96262186206877,0.16515781741374178,37.59167290384805,227.61061808946062,-190.0405354368406,638.7002761231663,0.0500370628028222,0.01227638913835202,0.027561432959592513,0.048535838031092945,0.025659439749860073,0.00043519485815040286,0.0005184561754721075,0.0008040621538346665,0.0009585714829273788,22
35,sobol,True,68.3078271895647,241.4534070454538,349.24953973433,-0.633821404306218,-0.5277619793079793,111.6921728104353,61.45340704545379,107.79613268887624,79.05828745523468,0.16481193784989503,54.574148389205554,331.1298265233055,-276.5263075780859,628.0512162456981,0.03660989395886479,0.01207170470670133,0.04227524158230008,0.05393448774768024,0.019687967344546576,0.0003655412187822004,0.00044518542932156166,0.000734265525331749,0.0009148359644979779,22
36,sobol,True,81.31621995568275,253.1992455497384,361.4445986659266,-0.1322765874210745,-1.1544254252687096,98.68378004431725,73.19924554973841,108.2453531161882,79.87162128975615,0.1849600473718201,43.61526709561024,235.809125891559,-192.27300738938504,625.2487595318644,0.04914735244004169,0.01201783898838469,0.029980156586888993,0.0520263102780548,0.023278635209079464,0.0004700648274851299,0.0005386895592429358,0.0009825092634952507,0.0010838729959321892,30
37,sobol,True,81.17447945475578,247.22036483883858,352.880577607546,-0.10341864246875054,-0.7769840135239064,98.82552054524422,67.22036483883858,105.66021276870742,88.29390184720978,0.1773060587481977,42.88819046289904,241.88790143830886,-199.0433735543041,694.4544749799211,0.045965429506764244,0.01334803458278047,0.030967153245741324,0.04631006196878886,0.023169237420789125,0.0004398625298774882,0.000502943871478337,0.0008683577479616771,0.0009536360525028044,22
38,sobol,True,68.19758071005344,259.9328953512013,346.0605161129497,-0.45020414451137186,-0.8506623396649957,111.80241928994656,79.9328953512013,86.1276207617484,82.13706459710374,0.1757292602967005,50.89107488654754,289.59932341730274,-238.6531466946167,583.9632873276835,0.04627058983673814,0.01122429537882877,0.03575594480196909,0.06206902787544257,0.02530250506676995,0.0004117732914468817,0.0004967132808173961,0.0008806703801131549,0.00107643455564785,22
39,sobol,True,74.16413925588131,240.73545688018203,362.60264293663204,-0.27155234664678574,-1.1948004784062505,105.83586074411869,60.73545688018203,121.86718605645001,71.56149631924927,0.19429013228592631,55.425214147718776,285.2703505608431,-229.8263481682844,586.0223704246102,0.04366108433000253,0.011263872793010443,0.034018829500760024,0.046140705225059385,0.019673120359198205,0.00047994869189053077,0.0005364987998150071,0.0010657799048893557,0.0011186494919476484,22
40,sobol,True,75.20402610301971,254.07283476740122,347.75539453234524,-0.720346465613693,-0.5749736270867288,104.79597389698029,74.07283476740122,93.68255976494402,87.44863157067448,0.16380639694169266,51.36625313208454,313.57904264488826,-262.1605000543104,663.1614470447977,0.0376316002832285,0.012746554667066742,0.04282759411889634,0.06257848642715588,0.021234894399066853,0.00036070519376217613,0.00045785841074029866,0.0007244682196209912,0.0009805202580729744,22
41,sobol,True,77.11915086209774,244.63646141067147,343.8774084318429,-0.5491995737887919,-0.6055692384019494,102.88084913790226,64.63646141067147,99.24094702117145,93.24174243025482,0.17218883349101238,51.32925437682879,298.0986242612997,-246.71085198935177,691.5192004240512,0.03945796677739614,0.013291615987043377,0.040532575695062176,0.0556499241327488,0.02159526560113809,0.0003722701132467191,0.00045302206167725285,0.0007708717615221106,0.0009589228631291532,22
42,sobol,True,72.00290882587433,252.55403305590153,356.0718162013218,-0.20361075419932606,-1.0356996729038657,107.99709117412567,72.55403305590153,103.51778314542025,75.93109262455255,0.1906540043804066,50.51702206010104,264.9670130153985,-214.40064698484983,586.1657713166545,0.04812916493367572,0.011266629086093966,0.03203879161797147,0.05097845298269056,0.023683952621653643,0.0004292432128449845,0.000520804964480768,0.0008517352054977777,0.0010532402363497236,22
43,sobol,True,70.0944673717022,248.15277203172445,350.27378182346,-0.3818961947225034,-1.019003107305616,109.9055326282978,68.15277203172445,102.12100979173556,79.82068554824218,0.18584920368125613,53.536811907573174,288.0658665580962,-234.4985333320199,583.3108725365774,0.046065713751342635,0.011211755384476723,0.034881052516888736,0.05438102539640652,0.02318207455397337,0.0004168188377136005,0.0005188986727880429,0.0008579954966211758,0.0011169526575485473,22
44,sobol,False,79.02369751036167,256.6951911263168,359.7480010143481,0.06736180335283282,-0.7426387192681432,100.97630248963833,76.69519112631679,103.05280988803133,79.27569649601355,0.16161127186202867,35.86720607810639,221.93505233178948,-186.08258931251203,682.9651414706104,0.04813744817184296,0.013127199342256157,0.027752110863875596,0.05217325738685524,0.024155670955521114,0.00042473360886356504,0.0004997939243753681,0.0007437792940147508,0.0008651129845013964,22
45,sobol,True,79.7812612503767,242.85086476430297,352.37918207608163,-0.11275456021539865,-0.9279783218167722,100.2187387496233,62.85086476430297,109.52831731177866,87.40207917429507,0.18244664064535812,45.18479384274585,247.66032239846263,-202.487474620025,667.7476531128924,0.046959614631844705,0.012834705639385637,0.030872988167229796,0.046938342453869616,0.022874325576891646,0.0004657208087050527,0.0005244865591780781,0.0009768525527542999,0.0010407009780216711,32
46,sobol,True,68.83689433336258,254.30361173301935,358.9866992896423,-0.6201585581991822,-0.8334926063194871,111.16310566663742,74.30361173301935,104.68308755662292,69.8501950437203,0.17270613826820813,55.085761519947056,318.9565933921833,-263.83953661136735,576.8520165571638,0.04010060747960683,0.01108761041013423,0.03988101391480237,0.058887982866400214,0.020919886761810027,0.00038158228182527605,0.0004429618730649957,0.0008109511214919348,0.0009179747632373497,22
47,sobol,True,70.80735900998116,246.36473628878593,343.28440580377355,0.037855294952168994,-0.5213804112747311,109.19264099001884,66.36473628878593,96.91966951498762,87.5229532062076,0.1703282510208159,42.34025636902007,248.58035067738498,-206.27095333836695,681.0567498075721,0.04657753507762741,0.013090518351876674,0.029469481374142844,0.043269406431978956,0.02453874731906412,0.0004106011143677593,0.0005255514153612897,0.0006650779777997132,0.0009152522702379395,22
48,sobol,True,77.81471426784992,258.4423307068646,358.008261309471,-0.35905731995590034,-1.1197176015935837,102.18528573215008,78.4423307068646,99.56593060260639,79.80645295837894,0.1858863397275851,48.86609008324153,262.8815552280732,-213.95990571741456,606.2507814067542,0.047906977028684544,0.011652680899333266,0.03435705644564194,0.06046945291107764,0.02404078711540273,0.0004291625439028346,0.0005148230447972654,0.0008876447143283449,0.001072978575672484,22
49,sobol,True,75.97721436619759,250.25593771785498,361.84167187893763,-0.5336412540171296,-1.1106543654575944,104.02278563380241,70.25593771785498,111.58573416108266,74.13554248725995,0.18390253216458283,54.51860932521642,296.45382629329544,-241.90837589377054,599.9764299882086,0.04234413447727867,0.011532082267260678,0.038281981148381654,0.05774244166221021,0.020631186076048212,0.0004280996093084458,0.000498544715765776,0.0009362696959230616,0.00106659243405389,22
50,sobol,True,72.89094074070454,256.933331053704,349.85980807011947,-0.026597375376150034,-0.6589488415978849,107.10905925929546,76.93333105370402,92.92647701641545,83.03113267058507,0.17137142676878309,41.422057987877416,241.70924388559058,-200.32132222086412,654.1368705998627,0.047412508148502654,0.01257309425630991,0.029432750564472185,0.046513089696051696,0.02505963017359739,0.0004114887816159196,0.0005074533892560481,0.0007219198614703488,0.000922241374005332,22
51,sobol,True,66.98640541732311,243.77346870675683,354.8180094305426,-0.6850813456345349,-0.6860019422136246,113.01359458267689,63.77346870675683,111.04454072378576,72.16839598678052,0.16423452868731736,55.26517510404281,336.5015599689211,-281.21183513266806,594.1293683812974,0.036487308448439955,0.01141969652658422,0.04174296487106422,0.0552137713307407,0.019222118674278806,0.00035177464650339174,0.0004234960435995044,0.0007268238076908758,0.0008848697844700209,22
52,sobol,True,81.8856673836708,251.07570941746235,345.4671828178689,-0.2868682885076851,-0.9414735125377773,98.1143326163292,71.07570941746235,94.39147340040654,96.41848456580192,0.17325702676270274,42.885587750064786,247.52582074955023,-204.70732697401894,676.1532646342902,0.04783171493889953,0.012996268992088172,0.032633175586810906,0.05645368871407249,0.024916267130783307,0.0004354829074361995,0.0005300964970473919,0.0009138051967204639,0.00113736604044305,23
53,sobol,True,82.10297767817974,243.11477833613753,358.672715684399,-0.42167425891384486,-0.5535665748640894,97.89702232182026,63.11477833613753,115.55793734826148,83.43026199378073,0.18372819328557657,53.116081084732244,289.1014173430185,-235.9359652546744,725.080938311832,0.03760832712734207,0.013936702532129381,0.040940824882169324,0.04782338208598545,0.01966481175365307,0.0003940365656362095,0.00042272379831360073,0.0008073974128143622,0.0007805583578546726,22
54,sobol,True,67.01713126897812,251.7307447567582,352.02127914782614,0.08035044372081757,-1.1751024092547595,112.98286873102188,71.73074475675821,100.29053439106792,74.99585212115198,0.17312405747643836,40.41471980911785,233.4436957995752,-193.06915860336906,556.2874588361155,0.055157976684203754,0.010692341263588557,0.024909342296444734,0.05227128183473878,0.026027960465271522,0.000480694077790522,0.0005831169486474559,0.0009537940307943892,0.0011789866648794405,22
55,sobol,True,73.1130842268467,249.60121217370033,356.9791496009566,-0.5897104413248598,-0.8739492329768836,106.8869157731533,69.60121217370033,107.37793742725626,76.1339346258901,0.1773017555585267,54.91023164867674,309.69931163795536,-254.76193455859286,610.6307832125459,0.040290078465046,0.01173686844176078,0.04000540084145475,0.057131368726955616,0.02074920255651673,0.00038519305668827347,0.0004572906009127049,0.0008105833543124901,0.0009596354016872335,22
56,sobol,True,76.01094241440296,257.59172086790204,342.297901482787,-0.18990228045731783,-0.799929111264646,103.98905758559704,77.59172086790204,84.70618061488494,93.71304093161598,0.16819883998162463,41.04554530816759,244.02989528733806,-203.02092898311852,647.4110985428742,0.04841222481714043,0.01244381891682106,0.030545269396351504,0.05567600582046122,0.026207370989492832,0.0004038905054614151,0.0005285826618675021,0.0007618070394969858,0.001096029802115172,22
57,sobol,True,78.15806165337563,245.7780282124877,348.82938570762053,-0.23151807487010956,-0.7194412375800312,101.84193834662437,65.7780282124877,103.05135749513283,89.3286759457551,0.1822693557581351,48.03564938568653,263.5421033112561,-215.42511471112192,681.9635887424541,0.04413817195403715,0.013107948605262496,0.03418855595658154,0.04818993313644073,0.02289532498238705,0.0004163331989841354,0.000492083942982084,0.0008245336459617058,0.0009675714464406843,22
58,sobol,True,71.21204681694508,259.03270350024104,360.85648077493533,-0.7340062513016165,-0.9954638300463556,108.78795318305492,79.03270350024104,101.8237772746943,70.35556604200974,0.16562005821914724,52.71576927359761,318.293386926869,-265.54657819695325,570.7282502486307,0.041323727802891286,0.010969906158224083,0.040521836068187614,0.06557464567716129,0.02138506462008859,0.00040250911985036184,0.00046054959370225287,0.0009068865181753503,0.0009973213738296157,22
59,sobol,True,69.18299977481365,242.26080206409097,345.1545130703598,-0.06431172359734771,-1.0553082456812262,110.81700022518635,62.26080206409097,102.89371100626886,84.02848670445383,0.1838029478197224,47.04954077182062,255.9781621019906,-208.85544581894877,587.4079839693909,0.0510267963704795,0.011290505521548387,0.028539347644971232,0.04555859232319392,0.024690090655614106,0.00045911435911530975,0.0005727861205116874,0.0009244146028047857,0.0012086197658608292,22
60,sobol,True,80.19102638959885,254.89001955091953,354.4587952075526,-0.4629236073233187,-0.6268867942504585,99.80897361040115,74.89001955091953,99.56877565663308,85.73223118204623,0.17933017357261435,50.50580772219245,281.6358603575524,-231.06008008319,691.0061827019241,0.04018295769326472,0.013281755328723437,0.039221702343620775,0.055883519865192244,0.02176800087706742,0.0003672901270415931,0.0004378521937067114,0.0007182066821954756,0.000857359919919793,22
61,sobol,True,78.99595150351524,248.73547586798668,347.0909399972297,-0.6447585933376103,-1.1408642603084445,101.00404849648476,68.73547586798668,98.35546412924305,91.90501150628552,0.16963479706637422,49.479718328474256,291.6837770561542,-242.16308357987378,649.4442875900966,0.04542366904677813,0.012482898624265437,0.03934914166659559,0.06442671236528198,0.02340351454478864,0.0004365598697113138,0.0005279524887154011,0.0010011429366428846,0.0012299201656349075,22
62,sobol,True,69.8780615478754,256.11126397922635,353.86576975276694,-0.30086863725446167,-0.5415016780607402,110.1219384521246,76.11126397922635,97.75450577354059,76.01229179510847,0.1820624427074464,52.48098322872038,288.2581516993669,-235.71763117548232,634.5447731578146,0.04171503568884854,0.012196516663929612,0.036718103768124496,0.05065700119397295,0.022641715537841244,0.0003765608908194447,0.00044803168848474187,0.0006878335144430876,0.0008179172759714104,22
