motor_time_fraction,motor_angle_deg,source16_aligned_small,source16_aligned_large,hybrid_small,hybrid_large,source16_aligned_dsmall_dt,source16_aligned_dlarge_dt,hybrid_dsmall_dt,hybrid_dlarge_dt
1.184027777777777873e-01,4.262500000000000000e+01,3.748991177531528773e-01,7.633258758839369662e-01,4.191355341913577948e-01,8.207929981691216570e-01,1.693991856027719844e+00,-1.658829737499497803e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.187500000000000083e-01,4.275000000000000000e+01,3.754876127902010974e-01,7.627487950922272608e-01,4.198307633716643061e-01,8.201218882510485919e-01,1.695750870897983598e+00,-1.665146464620534728e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.190972222222222293e-01,4.287500000000000000e+01,3.760767303812246887e-01,7.621695305322069292e-01,4.205259925519706510e-01,8.194507783329754158e-01,1.697577766923332732e+00,-1.671408242967628910e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.194444444444444503e-01,4.300000000000000000e+01,3.766664940960687269e-01,7.615881012833113362e-01,4.212212217322770513e-01,8.187796684149022397e-01,1.699472544103765470e+00,-1.677615072540777463e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.197916666666666713e-01,4.312500000000000000e+01,3.772569275045787318e-01,7.610045264249762909e-01,4.219164509125835072e-01,8.181085584968291746e-01,1.701435202439282479e+00,-1.683766953339980610e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.201388888888888923e-01,4.325000000000000000e+01,3.778480541765997791e-01,7.604188250366374913e-01,4.226116800928899075e-01,8.174374485787559985e-01,1.703465741929882205e+00,-1.689863885365233465e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.204861111111111133e-01,4.337500000000000000e+01,3.784398976819782212e-01,7.598310161977291921e-01,4.233069092731963634e-01,8.167663386606829334e-01,1.705564162575567755e+00,-1.695905868616545797e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.208333333333333343e-01,4.350000000000000000e+01,3.790324815905594669e-01,7.592411189876873134e-01,4.240021384535027638e-01,8.160952287426097573e-01,1.707730464376337576e+00,-1.701892903093914722e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.211805555555555552e-01,4.362500000000000000e+01,3.796258294721885362e-01,7.586491524859476643e-01,4.246973676338092751e-01,8.154241188245365812e-01,1.709964647332191223e+00,-1.707824988797336019e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.215277777777777762e-01,4.375000000000000000e+01,3.802199648967106160e-01,7.580551357719457206e-01,4.253925968141156200e-01,8.147530089064635161e-01,1.712266711443126921e+00,-1.713702125726807468e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.218750000000000111e-01,4.387500000000000711e+01,3.808149114339721697e-01,7.574590879251160702e-01,4.260878259944221869e-01,8.140818989883903400e-01,1.714636656709148443e+00,-1.719524313882337507e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.222222222222222321e-01,4.400000000000000000e+01,3.814106926538183839e-01,7.568610280248945221e-01,4.267830551747284207e-01,8.134107890703172750e-01,1.717074483130254015e+00,-1.725291553263922584e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.225694444444444531e-01,4.412500000000000000e+01,3.820073321260946120e-01,7.562609751507166633e-01,4.274782843550349876e-01,8.127396791522440989e-01,1.719580190706443634e+00,-1.731003843871562031e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.229166666666666741e-01,4.425000000000000000e+01,3.826048534206465401e-01,7.556589483820176367e-01,4.281735135353413324e-01,8.120685692341709228e-01,1.722153779437717525e+00,-1.736661185705256072e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.232638888888888951e-01,4.437500000000000000e+01,3.832032801073192996e-01,7.550549667982335844e-01,4.288687427156477328e-01,8.113974593160978577e-01,1.724795249324074131e+00,-1.742263578765000043e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.236111111111111160e-01,4.450000000000000000e+01,3.838026357559589097e-01,7.544490494787985391e-01,4.295639718959541886e-01,8.107263493980247926e-01,1.727504600365516341e+00,-1.747811023050803048e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.239583333333333370e-01,4.462500000000000000e+01,3.844029439364107237e-01,7.538412155031487538e-01,4.302592010762605890e-01,8.100552394799516165e-01,1.730281832562042155e+00,-1.753303518562660868e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.243055555555555580e-01,4.475000000000000000e+01,3.850042282185195952e-01,7.532314839507197046e-01,4.309544302565670448e-01,8.093841295618784404e-01,1.733126945913649797e+00,-1.758741065300571060e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.246527777777777790e-01,4.487500000000000000e+01,3.856065121721322098e-01,7.526198739009463123e-01,4.316496594368734452e-01,8.087130196438053753e-01,1.736039940420343930e+00,-1.764123663264537623e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.250000000000000000e-01,4.500000000000000000e+01,3.862098193670935875e-01,7.520064044332642750e-01,4.323448886171799010e-01,8.080419097257321992e-01,1.739020816082122334e+00,-1.769451312454559000e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.253472222222222210e-01,4.512500000000000000e+01,3.868141733732490262e-01,7.513910946271088465e-01,4.330401177974863014e-01,8.073707998076591341e-01,1.742069572898984342e+00,-1.774724012870634748e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.256944444444444420e-01,4.525000000000000000e+01,3.874195977604442676e-01,7.507739635619156138e-01,4.337353469777928128e-01,8.066996898895859580e-01,1.745186210870930621e+00,-1.779941764512765090e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.260416666666666630e-01,4.537500000000000000e+01,3.880261160985244429e-01,7.501550303171202749e-01,4.344305761580991576e-01,8.060285799715128929e-01,1.748370729997959838e+00,-1.785104567380947804e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.263888888888888840e-01,4.550000000000000000e+01,3.886337519573357380e-01,7.495343139721576398e-01,4.351258053384056690e-01,8.053574700534397168e-01,1.751623130280074436e+00,-1.790212421475187332e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.267361111111111049e-01,4.562500000000000000e+01,3.892425289067231731e-01,7.489118336064629622e-01,4.358210345187120138e-01,8.046863601353665407e-01,1.754943411717273083e+00,-1.795265326795481453e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.270833333333333259e-01,4.575000000000000000e+01,3.898524705165322679e-01,7.482876082994727174e-01,4.365162636990183587e-01,8.040152502172934756e-01,1.758331574309554446e+00,-1.800263283341825948e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.274305555555555469e-01,4.587500000000000000e+01,3.904636003566088198e-01,7.476616571306211601e-01,4.372114928793248145e-01,8.033441402992202995e-01,1.761787618056920746e+00,-1.805206291114229256e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.277777777777777957e-01,4.600000000000000711e+01,3.910759419967982375e-01,7.470339991793439882e-01,4.379067220596312704e-01,8.026730303811471234e-01,1.765311542959371982e+00,-1.810094350112687156e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.281250000000000167e-01,4.612500000000000711e+01,3.916895190069460408e-01,7.464046535250767889e-01,4.386019512399377263e-01,8.020019204630740584e-01,1.768903349016906601e+00,-1.814927460337198983e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.284722222222222376e-01,4.625000000000000711e+01,3.923043549568975830e-01,7.457736392472545939e-01,4.392971804202441266e-01,8.013308105450008823e-01,1.772563036229525490e+00,-1.819705621787765626e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.288194444444444586e-01,4.637500000000000711e+01,3.929204734164979951e-01,7.451409754253137674e-01,4.399924096005505825e-01,8.006597006269278172e-01,1.776290604597225542e+00,-1.824428834464385307e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.291666666666666796e-01,4.650000000000000711e+01,3.935378979555937407e-01,7.445066811386885641e-01,4.406876387808569828e-01,7.999885907088546411e-01,1.780086054120012529e+00,-1.829097098367060692e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.295138888888889006e-01,4.662500000000000711e+01,3.941566521440300064e-01,7.438707754668147931e-01,4.413828679611634387e-01,7.993174807907815760e-01,1.783949384797883564e+00,-1.833710413495791336e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.298611111111111216e-01,4.675000000000000711e+01,3.947767595516521455e-01,7.432332774891280414e-01,4.420780971414698390e-01,7.986463708727083999e-01,1.787880596630839092e+00,-1.838268779850576129e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.302083333333333426e-01,4.687500000000000000e+01,3.953982437483051782e-01,7.425942062850638958e-01,4.427733263217761839e-01,7.979752609546353348e-01,1.791879689618874893e+00,-1.842772197431413739e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.305555555555555636e-01,4.700000000000000000e+01,3.960211283038356789e-01,7.419535809340569443e-01,4.434685555020826953e-01,7.973041510365621587e-01,1.795946663761998296e+00,-1.847220666238308162e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.309027777777777846e-01,4.712500000000000000e+01,3.966454367880885568e-01,7.413114205155433289e-01,4.441637846823890401e-01,7.966330411184890936e-01,1.800081519060205526e+00,-1.851614186271256290e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.312500000000000056e-01,4.725000000000000000e+01,3.972711927709097202e-01,7.406677441089580816e-01,4.448590138626955515e-01,7.959619312004159175e-01,1.804284255513498803e+00,-1.855952757530259456e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.315972222222222265e-01,4.737500000000000000e+01,3.978984198221436341e-01,7.400225707937371222e-01,4.455542430430019518e-01,7.952908212823428524e-01,1.808554873121870799e+00,-1.860236380015313440e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.319444444444444475e-01,4.750000000000000000e+01,3.985271415116369842e-01,7.393759196493152608e-01,4.462494722233084077e-01,7.946197113642696763e-01,1.812893371885330618e+00,-1.864465053726425792e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.322916666666666685e-01,4.762500000000000000e+01,3.991573814092349015e-01,7.387278097551277511e-01,4.469447014036148080e-01,7.939486014461966112e-01,1.817299751803874042e+00,-1.868638778663592515e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.326388888888888895e-01,4.775000000000000000e+01,3.997891630847827948e-01,7.380782601906102913e-01,4.476399305839212084e-01,7.932774915281234351e-01,1.821774012877501736e+00,-1.872757554826813831e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.329861111111111105e-01,4.787500000000000000e+01,4.004225101081260729e-01,7.374272900351990234e-01,4.483351597642276642e-01,7.926063816100503701e-01,1.826316155106211925e+00,-1.876821382216086409e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.333333333333333315e-01,4.800000000000000000e+01,4.010574460491105886e-01,7.367749183683278691e-01,4.490303889445341201e-01,7.919352716919771940e-01,1.830926178490007938e+00,-1.880830260831416689e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.336805555555555525e-01,4.812500000000000000e+01,4.016939944775816396e-01,7.361211642694329704e-01,4.497256181248405205e-01,7.912641617739041289e-01,1.835604083028888001e+00,-1.884784190672803117e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.340277777777777735e-01,4.825000000000000000e+01,4.023321789633848566e-01,7.354660468179499144e-01,4.504208473051468653e-01,7.905930518558309528e-01,1.840349868722851889e+00,-1.888683171740243028e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.343749999999999944e-01,4.837500000000000000e+01,4.029720230763650379e-01,7.348095850933143991e-01,4.511160764854533767e-01,7.899219419377577767e-01,1.845163535571896274e+00,-1.892527204033733534e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.347222222222222154e-01,4.850000000000000000e+01,4.036135503863690355e-01,7.341517981749607902e-01,4.518113056657597215e-01,7.892508320196847116e-01,1.850045083576028260e+00,-1.896316287553282409e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.350694444444444364e-01,4.862500000000000000e+01,4.042567844632415919e-01,7.334927051423250077e-01,4.525065348460662329e-01,7.885797221016115355e-01,1.854994512735244294e+00,-1.900050422298884989e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.354166666666666852e-01,4.875000000000000711e+01,4.049017488768282824e-01,7.328323250748426387e-01,4.532017640263725777e-01,7.879086121835383594e-01,1.860011823049545043e+00,-1.903729608270543272e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.357638888888889062e-01,4.887500000000000711e+01,4.055484671969746824e-01,7.321706770519489371e-01,4.538969932066790891e-01,7.872375022654651833e-01,1.865097014518929397e+00,-1.907353845468254816e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.361111111111111271e-01,4.900000000000000711e+01,4.061969629935260340e-01,7.315077801530793788e-01,4.545922223869854339e-01,7.865663923473921182e-01,1.870250087143395801e+00,-1.910923133892020287e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.364583333333333481e-01,4.912500000000000711e+01,4.068472598363281900e-01,7.308436534576692178e-01,4.552874515672920008e-01,7.858952824293189421e-01,1.875471040922948029e+00,-1.914437473541841239e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.368055555555555691e-01,4.925000000000000711e+01,4.074993812952267813e-01,7.301783160451537080e-01,4.559826807475983457e-01,7.852241725112458770e-01,1.880759875857584973e+00,-1.917896864417717007e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.371527777777777901e-01,4.937500000000000711e+01,4.081533509400666615e-01,7.295117869949689915e-01,4.566779099279048015e-01,7.845530625931727009e-01,1.886116591947303078e+00,-1.921301306519645147e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.375000000000000111e-01,4.950000000000000711e+01,4.088091923406940720e-01,7.288440853865492119e-01,4.573731391082112019e-01,7.838819526750995248e-01,1.891541189192108119e+00,-1.924650799847629878e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.378472222222222321e-01,4.962500000000000000e+01,4.094669290669543105e-01,7.281752302993308446e-01,4.580683682885175467e-01,7.832108427570264597e-01,1.897033667591996542e+00,-1.927945344401669203e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.381944444444444531e-01,4.975000000000000000e+01,4.101265846886927857e-01,7.275052408127486991e-01,4.587635974688240581e-01,7.825397328389533946e-01,1.902594027146969680e+00,-1.931184940181763565e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.385416666666666741e-01,4.987500000000000000e+01,4.107881827757550730e-01,7.268341360062384737e-01,4.594588266491304029e-01,7.818686229208802185e-01,1.908222267857026866e+00,-1.934369587187911632e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.388888888888888951e-01,5.000000000000000000e+01,4.114517468979861370e-01,7.261619349592356443e-01,4.601540558294369143e-01,7.811975130028071534e-01,1.913918389722163216e+00,-1.937499285420113404e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.392361111111111160e-01,5.012500000000000000e+01,4.121173006252324966e-01,7.254886567511752427e-01,4.608492850097432592e-01,7.805264030847339773e-01,1.919682392742388499e+00,-1.940574034878371101e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.395833333333333370e-01,5.025000000000000000e+01,4.127848675273392831e-01,7.248143204614927448e-01,4.615445141900497705e-01,7.798552931666608012e-01,1.925514276917697165e+00,-1.943593835562683392e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.399305555555555580e-01,5.037500000000000000e+01,4.134544711741512391e-01,7.241389451696240709e-01,4.622397433703561154e-01,7.791841832485877362e-01,1.931414042248085661e+00,-1.946558687473048721e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.402777777777777790e-01,5.050000000000000000e+01,4.141261351355152165e-01,7.234625499550039196e-01,4.629349725506626267e-01,7.785130733305145601e-01,1.937381688733563312e+00,-1.949468590609470420e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.406250000000000000e-01,5.062500000000000000e+01,4.147998829812763466e-01,7.227851538970679890e-01,4.636302017309689716e-01,7.778419634124414950e-01,1.943417216374127010e+00,-1.952323544971946045e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.409722222222222210e-01,5.075000000000000000e+01,4.154757382812795385e-01,7.221067760752517550e-01,4.643254309112754830e-01,7.771708534943683189e-01,1.949520625169772314e+00,-1.955123550560476042e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.413194444444444420e-01,5.087500000000000000e+01,4.161537246053706451e-01,7.214274355689904716e-01,4.650206600915818833e-01,7.764997435762952538e-01,1.955691915120502333e+00,-1.957868607375061520e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.416666666666666630e-01,5.100000000000000000e+01,4.168338655233947421e-01,7.207471514577200589e-01,4.657158892718882282e-01,7.758286336582220777e-01,1.961931086226310628e+00,-1.960558715415698261e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.420138888888888840e-01,5.112500000000000000e+01,4.175161846051981818e-01,7.200659428208749935e-01,4.664111184521947395e-01,7.751575237401489016e-01,1.968238138487208300e+00,-1.963193874682392259e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.423611111111111049e-01,5.125000000000000000e+01,4.182007054206262064e-01,7.193838287378911955e-01,4.671063476325010844e-01,7.744864138220758365e-01,1.974613071903190242e+00,-1.965774085175140851e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.427083333333333259e-01,5.137500000000000000e+01,4.188874515395238363e-01,7.187008282882044741e-01,4.678015768128075957e-01,7.738153039040026604e-01,1.981055886474253347e+00,-1.968299346893942259e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.430555555555555747e-01,5.150000000000000711e+01,4.195764465317372571e-01,7.180169605512491948e-01,4.684968059931139406e-01,7.731441939859295953e-01,1.987566582200403165e+00,-1.970769659838799592e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.434027777777777957e-01,5.162500000000000711e+01,4.202677139671117668e-01,7.173322446064610558e-01,4.691920351734204520e-01,7.724730840678564192e-01,1.994145159081637031e+00,-1.973185024009713073e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.437500000000000167e-01,5.175000000000000711e+01,4.209612774154927184e-01,7.166466995332758660e-01,4.698872643537267968e-01,7.718019741497833541e-01,2.000791617117955390e+00,-1.975545439406679593e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.440972222222222376e-01,5.187500000000000711e+01,4.216571604467256873e-01,7.159603444111292125e-01,4.705824935340333082e-01,7.711308642317101780e-01,2.007505956309357131e+00,-1.977850906029700706e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.444444444444444586e-01,5.200000000000000711e+01,4.223553866306556936e-01,7.152731983194564602e-01,4.712777227143396530e-01,7.704597543136371129e-01,2.014288176655838036e+00,-1.980101423878774858e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.447916666666666796e-01,5.212500000000000711e+01,4.230559795371292009e-01,7.145852803376923079e-01,4.719729518946461644e-01,7.697886443955639368e-01,2.021138278157408319e+00,-1.982296992953904713e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.451388888888889006e-01,5.225000000000000711e+01,4.237589627359913957e-01,7.138966095452722316e-01,4.726681810749525092e-01,7.691175344774907607e-01,2.028056260814062650e+00,-1.984437613255089827e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.454861111111111216e-01,5.237500000000000711e+01,4.244643597970877980e-01,7.132072050216321513e-01,4.733634102552589096e-01,7.684464245594176957e-01,2.035042124625801030e+00,-1.986523284782329313e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.458333333333333426e-01,5.250000000000000000e+01,4.251721942902633167e-01,7.125170858462075429e-01,4.740586394355653654e-01,7.677753146413445196e-01,2.042095869592620794e+00,-1.988554007535622281e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.461805555555555636e-01,5.262500000000000000e+01,4.258824897853643598e-01,7.118262710984332164e-01,4.747538686158717658e-01,7.671042047232714545e-01,2.049217495714526827e+00,-1.990529781514970731e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.465277777777777846e-01,5.275000000000000000e+01,4.265952698522360031e-01,7.111347798577448698e-01,4.754490977961782772e-01,7.664330948051982784e-01,2.056407002991517796e+00,-1.992450606720373996e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.468750000000000056e-01,5.287500000000000000e+01,4.273105580607238219e-01,7.104426312035778679e-01,4.761443269764846220e-01,7.657619848871252133e-01,2.063664391423592370e+00,-1.994316483151831854e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.472222222222222265e-01,5.300000000000000000e+01,4.280283779806730027e-01,7.097498442153681308e-01,4.768395561567911334e-01,7.650908749690520372e-01,2.070989661010748328e+00,-1.996127410809342306e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.475694444444444475e-01,5.312500000000000000e+01,4.287487531819296760e-01,7.090564379725502464e-01,4.775347853370974782e-01,7.644197650509789721e-01,2.078382811752990555e+00,-1.997883389692908906e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.479166666666666685e-01,5.325000000000000000e+01,4.294717072343391395e-01,7.083624315545598016e-01,4.782300145174039896e-01,7.637486551329057960e-01,2.085843843650317719e+00,-1.999584419802530100e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.482638888888888895e-01,5.337500000000000000e+01,4.301972637077466910e-01,7.076678440408323834e-01,4.789252436977103344e-01,7.630775452148326199e-01,2.093372756702728932e+00,-2.001230501138206108e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.486111111111111105e-01,5.350000000000000000e+01,4.309254461719974616e-01,7.069726945108033567e-01,4.796204728780168458e-01,7.624064352967595548e-01,2.100969550910217976e+00,-2.002821633699935600e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.489583333333333315e-01,5.362500000000000000e+01,4.316562781969379703e-01,7.062770020439081975e-01,4.803157020583231906e-01,7.617353253786864897e-01,2.108634226272796841e+00,-2.004357817487720350e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.493055555555555525e-01,5.375000000000000000e+01,4.323897833524133483e-01,7.055807857195819377e-01,4.810109312386295910e-01,7.610642154606133136e-01,2.116366782790459755e+00,-2.005839052501560360e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.496527777777777735e-01,5.387500000000000000e+01,4.331259852082690043e-01,7.048840646172601643e-01,4.817061604189360469e-01,7.603931055425401375e-01,2.124167220463207162e+00,-2.007265338741453853e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.499999999999999944e-01,5.400000000000000000e+01,4.338649073343501805e-01,7.041868578163787973e-01,4.824013895992423917e-01,7.597219956244670724e-01,2.132035539291035064e+00,-2.008636676207401717e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.503472222222222154e-01,5.412500000000000000e+01,4.346065733005028964e-01,7.034891843963727576e-01,4.830966187795489586e-01,7.590508857063938963e-01,2.139971739273951012e+00,-2.009953064899404840e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.506944444444444364e-01,5.425000000000000000e+01,4.353510066765724495e-01,7.027910634366770770e-01,4.837918479598553034e-01,7.583797757883208313e-01,2.147975820411950121e+00,-2.011214504817462334e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.510416666666666852e-01,5.437500000000000711e+01,4.360982310324043043e-01,7.020925140167277867e-01,4.844870771401617593e-01,7.577086658702476551e-01,2.156047782705033722e+00,-2.012420995961574643e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.513888888888889062e-01,5.450000000000000711e+01,4.368482699378440914e-01,7.013935552159598075e-01,4.851823063204681596e-01,7.570375559521744790e-01,2.164187626153201371e+00,-2.013572538331741324e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.517361111111111271e-01,5.462500000000000711e+01,4.376011469627366091e-01,7.006942061138093925e-01,4.858775355007746710e-01,7.563664460341013029e-01,2.172395350756445964e+00,-2.014669131927961487e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.520833333333333481e-01,5.475000000000000711e+01,4.383568856769288757e-01,6.999944857897107964e-01,4.865727646810810159e-01,7.556953361160282379e-01,2.180670956514785708e+00,-2.015710776750237354e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.524305555555555691e-01,5.487500000000000711e+01,4.391155096502653565e-01,6.992944133230999393e-01,4.872679938613875272e-01,7.550242261979551728e-01,2.189014443428205503e+00,-2.016697472798567592e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.527777777777777901e-01,5.500000000000000711e+01,4.398770424525910716e-01,6.985940077934126302e-01,4.879632230416938721e-01,7.543531162798819967e-01,2.197425811496702241e+00,-2.017629220072951757e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.531250000000000111e-01,5.512500000000000711e+01,4.406415076537528175e-01,6.978932882800834570e-01,4.886584522220002724e-01,7.536820063618088206e-01,2.205905060720290134e+00,-2.018506018573391181e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.534722222222222321e-01,5.525000000000000000e+01,4.414089288235955588e-01,6.971922738625482285e-01,4.893536814023067283e-01,7.530108964437356445e-01,2.214452191098962519e+00,-2.019327868299885420e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.538194444444444531e-01,5.537500000000000000e+01,4.421793295319647044e-01,6.964909836202423099e-01,4.900489105826131842e-01,7.523397865256626904e-01,2.223067202632718509e+00,-2.020094769252434030e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.541666666666666741e-01,5.550000000000000000e+01,4.429527322430261149e-01,6.957894366326011770e-01,4.907441397629195845e-01,7.516686766075895143e-01,2.231729236106033021e+00,-2.020806721431037012e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.545138888888888951e-01,5.562500000000000000e+01,4.437291281700275758e-01,6.950876519790606389e-01,4.914393689432259849e-01,7.509975666895163382e-01,2.240289466725320811e+00,-2.021463724835694364e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.548611111111111160e-01,5.575000000000000000e+01,4.445084736527658009e-01,6.943856487390552834e-01,4.921345981235325517e-01,7.503264567714431621e-01,2.248718677147126588e+00,-2.022065779466406088e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.552083333333333370e-01,5.587500000000000000e+01,4.452907231981163005e-01,6.936834459920206974e-01,4.928298273038387856e-01,7.496553468533699860e-01,2.257016867371441027e+00,-2.022612885323172627e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.555555555555555580e-01,5.600000000000000000e+01,4.460758313129545294e-01,6.929810628173928011e-01,4.935250564841453524e-01,7.489842369352970319e-01,2.265184037398262351e+00,-2.023105042405993537e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.559027777777777790e-01,5.612500000000000000e+01,4.468637525041569969e-01,6.922785182946061822e-01,4.942202856644516973e-01,7.483131270172238558e-01,2.273220187227596778e+00,-2.023542250714869706e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.562500000000000000e-01,5.625000000000000000e+01,4.476544412785992688e-01,6.915758315030967607e-01,4.949155148447582087e-01,7.476420170991506797e-01,2.281125316859440755e+00,-2.023924510249799802e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.565972222222222210e-01,5.637500000000000000e+01,4.484478521431570774e-01,6.908730215222999016e-01,4.956107440250645535e-01,7.469709071810776146e-01,2.288899426293794281e+00,-2.024251821010784713e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.569444444444444420e-01,5.650000000000000000e+01,4.492439396047065436e-01,6.901701074316508588e-01,4.963059732053709538e-01,7.462997972630045496e-01,2.296542515530657802e+00,-2.024524182997823996e+00,2.002260039282503623e+00,-1.932796564050607069e+00
1.572916666666666630e-01,5.662500000000000000e+01,4.500426581701230666e-01,6.894671083105857745e-01,4.970012023856774097e-01,7.456286873449313735e-01,2.304054584570027764e+00,-2.024741596210917649e+00,2.002260039282503623e+00,-1.932796564050607069e+00
